vendor_id,vendor_name,roadmap_url,roadmap_title,roadmap_type,publish_date,last_verified_date,coverage_notes,downloadable,local_file,status,deprecated_at,deprecated_reason
VND-312,"Netskope, Inc.",https://www.netskope.com/resources/white-papers/preparing-for-a-future-with-post-quantum-cryptography,Preparing for a Future with Post-Quantum Cryptography,whitepaper,,2026-06-06,"Official Netskope white paper (authored by CTO Krishna Narayanaswamy), complemented by the 'Planning for a Post-quantum World, Now!' blog, outlining how encryption is implemented across the Netskope One platform and the company's strategy to address quantum threats. Netskope evaluated five places in the Netskope One architecture using encryption and is adopting NIST PQC algorithms (ML-KEM-768) to build protections. | Milestone: Quantum-resilient Netskope One in development, intended to be available for customer sandbox testing; standardizing on ML-KEM-768.",yes,vendor-roadmaps/VND-312_Netskope_Inc..html,deprecated,2026-07-12,"Scope arbitration (qwen3.6:27b, run vendor-roadmap-scope-arbitration full sweep): DUPLICATE — matches existing pqc_product_catalog row for 'Netskope One PQC' (same/near-identical URL). Not a company-wide roadmap."
VND-233,Huawei Technologies Co. Ltd.,https://www.huawei.com/en/trust-center/post-quantum-cryptography,Post-Quantum Cryptography - Huawei Trust Center,official_doc,,2026-08-12,"Official Huawei Trust Center page setting out the company's quantum-safe strategy: prioritizing quantum-safe key-agreement to counter store-now-decrypt-later, adopting hybrid schemes (classical Diffie-Hellman + PQC KEM) during transition, tracking NIST standardization, and committing to introduce quantum-safe algorithms into products early. Reviews the six PQC algorithm families and selection criteria (security maturity, complexity, performance). | Milestone: Deploy hybrid (classical + PQC) key-agreement in products in advance of finalized standards; align with NIST PQC standardization outcome",yes,vendor-roadmaps/VND-233_Huawei_Technologies_Co._Ltd..html,active,,
VND-235,Samsung SDS Co. Ltd.,https://www.samsungsds.com/en/research-blog/post-quantum-crypto-migration.html,"In the Era of Quantum Computing, SDS is Taking the Following Steps to Enhance Security - Participating in NIST Post-Quantum Cryptography Migration Project",blog_post,2025-06-18,2026-08-11,"Official Samsung SDS research blog describing its quantum-safe strategy across three pillars: building the Crypto Agility Platform / S-CAPE for enterprise PQC migration (identification, analysis, migration phases), active participation in NIST NCCoE Migration to PQC project (founding member since June 2022), and advancing domestic KPQC standards (AIMer selected 2025). PQC piloted in Samsung Cloud Platform communications with planned expansion. | Milestone: Provide S-CAPE PQC migration via Samsung Cloud Platform and expand PQC application in SCP communication segments; presented Software-Define",yes,vendor-roadmaps/VND-235_Samsung_SDS_Co._Ltd..html,active,,
VND-239,Eviden SAS (Atos Group),https://eviden.com/solutions/cybersecurity/post-quantum-security-pqc/,Post-Quantum Cryptography (PQC) | Eviden,official_doc,2024-03-14,2026-08-11,"Official Eviden PQC page presenting a structured quantum-safe migration framework: a 4-step approach (awareness/education, cryptography inventory, risk assessment, implementation) plus a referenced 6-step PQC migration framework whitepaper. Frames urgency (quantum maturity ~2037; irreducible ~3-year migration timeline per CSA) and supports migration with PQC Explorer tooling, C-QSR Quantum Safe Remediation suite, and quantum-ready products (Trustway HSM/IP Protect, IDnomic PKI, PQC HSMaaS). | Milestone: Drive customer migration via cryptography inventory + risk assessment toward hybrid PQC; qu",yes,vendor-roadmaps/VND-239_Eviden_SAS_Atos_Group_.html,active,,
VND-240,Orange S.A.,https://www.orange-business.com/en/solutions/orange-quantum-defender,Orange Quantum Defender — quantum-safe / PQC adoption service,product_page,2025,2026-07-01,"Orange Quantum Defender service: guidance and support adopting/integrating quantum-safe cryptography incl. Post-Quantum Cryptography (PQC); positioned as available to protect enterprises against future quantum attacks. (Re-validated 2026-06-19, stronger source than prior 2025 blog.)",yes,vendor-roadmaps/VND-240_Orange_S.A..html,deprecated,2026-07-12,"Scope arbitration (qwen3.6:27b): SINGLE_PRODUCT_NEW — The evidence describes 'Orange Quantum Defender', a specific service offering for PQC adoption support, which is distinct from the existing 'Orange Business PQC WAN' product entry. Not catalogued from this evidence alone; flagged for dedicated evidence discovery if this product should be added to pqc_product_catalog."
VND-251,Department of Science and Technology (DST) India,https://dst.gov.in/quantum-safe-ecosystem-in-india,Quantum Safe Ecosystem in India - Report of the Task Force on Implementation of Quantum Safe Ecosystem in India,official_doc,2026-02-04,2026-08-12,"Official DST India page (verified via WebFetch) presenting the national PQC migration roadmap produced by the DST Task Force under the National Quantum Mission (chaired by Dr. Rajkumar Upadhyay, CEO C-DOT). Sets time-bound national targets, phased migration guidelines, recommended PQC standards (NIST-aligned plus evaluation of indigenous algorithms), national testing/certification infrastructure, hybrid deployment, crypto-agile PKI, and PQC-QKD composite testbeds. Linked full report PDF dated 4 Feb 2026; page last updated 01 Jun 2026. | Milestone: Quantum resiliency across Critical Information",yes,vendor-roadmaps/VND-251_Department_of_Science_and_Technology_DST_India.html,active,,
VND-258,NetSfere (Infinite Convergence Solutions),https://netsfere.com/Resources/pqc,The NetSfere Edge — Post-Quantum Cryptography,product_page,2025-03-27,2026-06-06,"NetSfere publishes a dedicated PQC strategy page ('The NetSfere Edge') describing its crypto-agile, quantum-proof secure-communication architecture. Built on four pillars (Modular Architecture, NIST Standard Compliance, Automated Updates, Backward Compatibility), using Rust-based ML-KEM 1024 (FIPS 203, evolved from CRYSTALS-Kyber) paired with AES-256. Architecture is designed for seamless transition to future quantum-safe standards. Backed by a March 2025 press release unveiling the enterprise-ready quantum-proof platform; crypto-agile architecture first announced at NetSfere Connections 2024",yes,vendor-roadmaps/VND-258_NetSfere_Infinite_Convergence_Solutions_.html,deprecated,2026-07-12,"Scope arbitration (qwen3.6:27b, run vendor-roadmap-scope-arbitration full sweep): DUPLICATE — matches existing pqc_product_catalog row for 'NetSfere PQC Messaging' (same/near-identical URL). Not a company-wide roadmap."
VND-259,Cellcrypt Limited,https://www.cellcrypt.com/post/post-quantum-cryptography-and-the-store-now-decrypt-later-threat/,"Store Now, Decrypt Later: The Quantum Computing Threat (PQC strategy & phased migration)",blog_post,2024-10-17,2026-08-11,"Cellcrypt's blog 'Store Now, Decrypt Later' (17 Oct 2024) lays out its dual-layer PQC strategy combining CRYSTALS-Kyber (ML-KEM, lattice-based) with Classic McEliece (code-based) plus an agile post-quantum crypto layer for easy algorithm replacement, and includes a 12-month phased migration roadmap (Phase 1 inventory/months 1-2; Phase 2 hybrid deployment/months 3-6; Phase 3 PQ-only or dual-layer migration + audit/months 7-12). Modules certified FIPS 140-3 Level 3. | Milestone: Dual-layer PQC (CRYSTALS-Kyber + Classic McEliece) with agile crypto layer live in product; FIPS 140-3 Level 3 validat",yes,vendor-roadmaps/VND-259_Cellcrypt_Limited.html,active,,
VND-261,XWiki SAS (CryptPad),https://blueprints.cryptpad.org/review/agility/,Towards More Cryptographic Agility — CryptPad Blueprints (PQC integration),official_doc,2025-09-05,2026-06-06,"CryptPad (XWiki SAS) documents a PQC integration plan via its blog and Blueprints. After a 6-month internship, the team chose the Crystals suite (ML-KEM and ML-DSA) after benchmarking NIST candidates, implemented a proof-of-concept, and added crypto-agility to allow easy switching of cryptographic libraries. The 'Towards More Cryptographic Agility' blueprint and status posts describe the path toward quantum-resilient cryptography, with acknowledged low-level/UX blockers before production deployment. | Milestone: PQC proof-of-concept (ML-KEM + ML-DSA) and crypto-agility refactor completed; depl",yes,vendor-roadmaps/VND-261_XWiki_SAS_CryptPad_.html,deprecated,2026-07-12,"Scope arbitration (qwen3.6:27b): SINGLE_PRODUCT_NEW — The evidence focuses exclusively on the CryptPad product's architectural roadmap for cryptographic agility and PQC integration, which is distinct from the existing entry's focus on the 2025 overview, and does not cover multiple distinct products to qualify as company-wide. Supplementary evidence appended to existing pqc_product_catalog row 'cryptpad-pqc-collaboration'."
VND-263,Quranium,https://docs.quranium.org/,Quranium Blockchain Documentation / 2025 Roadmap,official_doc,2025-12-22,2026-06-19,"Quranium: quantum-secure L1 blockchain adopting SLH-DSA (FIPS 205) for signatures; published roadmap lists mainnet launch (Q3 2025 plan) with testnets live. Confirmed roadmap, re-validated 2026-06-19.",yes,vendor-roadmaps/VND-263_Quranium.html,deprecated,2026-07-12,"Scope arbitration (qwen3.6:27b): SINGLE_PRODUCT_NEW — The evidence describes the PQC strategy for the Quranium Blockchain (a single product), which is distinct from the existing catalog entry that references a specific news article about the mainnet launch rather than the official documentation/roadmap itself. Not catalogued from this evidence alone; flagged for dedicated evidence discovery if this product should be added to pqc_product_catalog."
VND-114,1Password Inc.,https://1password.com/blog/post-quantum-cryptography,A first step toward post-quantum security,blog_post,2026-03-31,2026-06-06,"Official 1Password blog announcing the first phase of a broader, sequential post-quantum roadmap. Risk-prioritized approach targeting parts of the architecture most exposed to harvest-now-decrypt-later attacks, starting with internet-facing web traffic, with future phases extending PQC across products. | Milestone: Deployed hybrid post-quantum key exchange (X25519MLKEM768) for all 1Password web application TLS connections; data protected today on PQC-capable browsers (Chrome, Firefox). Phase 1 of broader roadmap complete.",yes,vendor-roadmaps/VND-114_1Password_Inc..html,deprecated,2026-07-12,"Scope arbitration (qwen3.6:27b, run vendor-roadmap-scope-arbitration full sweep): DUPLICATE — matches existing pqc_product_catalog row for '1Password' (same/near-identical URL). Not a company-wide roadmap."
VND-367,Cohesity,https://www.cohesity.com/blogs/the-cohesity-post-quantum-cryptography-strategy/,The Cohesity post-quantum cryptography strategy,blog_post,2024-12-12,2026-06-06,"Official Cohesity blog laying out a four-phase PQC strategy: monitor (track quantum advances), extend (prolong current crypto viability, e.g. migrate to 4096-bit RSA), adopt (implement NIST-standardized PQC algorithms standardized summer 2024), and wait (transition to quantum cryptography later). References regulatory timelines (NSM-10 transition by 2035, NIST deprecation after 2030 / disallow after 2035) and notes AES-256 remains resilient against quantum attacks. | Milestone: Adopt phase: implementing NIST-standardized PQC algorithms and extending current cryptography (4096-bit RSA) while al",yes,vendor-roadmaps/VND-367_Cohesity.html,deprecated,2026-07-12,"Scope arbitration (qwen3.6:27b, run vendor-roadmap-scope-arbitration full sweep): DUPLICATE — matches existing pqc_product_catalog row for 'Cohesity DataCloud' (same/near-identical URL). Not a company-wide roadmap."
VND-368,Commvault,https://www.commvault.com/blogs/future-proofing-your-data-post-quantum-cryptography-and-beyond,Future-Proofing Your Data: Post-Quantum Cryptography and Beyond,blog_post,,2026-06-06,"Commvault maintains a dedicated PQC content hub (commvault.com/explore/post-quantum-cryptography) plus strategy blogs describing a crypto-agility framework that lets customers update algorithms without overhauling systems. Commvault Cloud (CPR 2024) uses CRYSTALS-Kyber (KEM) and CRYSTALS-Dilithium3/FALCON (signatures), supports SPHINCS+, and added NIST's HQC algorithm to defend against harvest-now-decrypt-later, aligning to NIST FIPS 203/204/205 (Aug 2024). | Milestone: Integrated NIST's HQC algorithm and expanded crypto-agile PQC support (Kyber/Dilithium/FALCON/SPHINCS+) within Commvault Clou",yes,vendor-roadmaps/VND-368_Commvault.html,deprecated,2026-07-12,"Scope arbitration (qwen3.6:27b): SINGLE_PRODUCT_NEW — The evidence focuses specifically on Commvault Cloud CPR 2024 and its PQC implementation, which is a single product scope, but provides materially different and more detailed algorithmic evidence (including HQC and specific NIST FIPS alignments) than the existing entry. Supplementary evidence appended to existing pqc_product_catalog row 'commvault-cloud'."
VND-169,Cryptomathic A/S,https://www.cryptomathic.com/a-bankers-guide-to-quantum-safe-cryptography-part-3-roadmap-to-pqc-migration-for-financial-institutions-cryptomathic,A Banker's Guide to Quantum Safe Cryptography - Part 3: Roadmap to PQC Migration for Financial Institutions,whitepaper,,2026-08-12,"Part 3 of Cryptomathic's three-part 'Banker's Guide to Quantum Safe Cryptography'. Lays out an explicit five-phase PQC migration roadmap with month-based timelines: Phase 1 (0-6mo) crypto inventory and governance; Phase 2 (3-12mo) centralized key management and deprecating SHA-1/1024-bit RSA/3DES; Phase 3 (9-18mo) hybrid classical-PQC pilots and HSM/library upgrades; Phase 4 (18-36mo) broad deployment prioritizing high-risk systems; Phase 5 (36mo+) legacy decommission and crypto agility. Aligned to DORA, NIS2, PCI DSS 4.0 and EU coordinated roadmap targets. | Milestone: Hybrid classical-PQC en",yes,vendor-roadmaps/VND-169_Cryptomathic_A_S.html,active,,
VND-291,Cybernetica AS,https://cyber.ee/resources/news/estonia-pqc-transition/,Cybernetica to lead Estonia's transition to quantum-safe e-governance,press_release,2025-11-10,2026-08-11,"Cybernetica won three Estonian government procurements to lead the national PQC transition and develop Estonia's national PQC roadmap. The roadmap follows three phases: (1) cryptographic inventory of existing systems, (2) detailed transition planning with timelines and priorities, (3) implementation across Estonia's digital infrastructure (eID/ID-card, Mobile-ID, Smart-ID, X-Road, public e-services, i-voting). Includes a Population Register security assessment and updated cryptographic-algorithm lifecycle research. Modeled on Cybernetica's earlier X-Road SHA-1 to SHA-512 migration. | Milestone",yes,vendor-roadmaps/VND-291_Cybernetica_AS.html,active,,
VND-154,Ericsson AB,https://www.ericsson.com/en/security/quantum-safe-networks,Quantum-safe networks explained,official_doc,2025,2026-08-11,"Official Ericsson strategy page for transitioning telecom networks to quantum-resistant cryptography, referencing NIST ML-KEM/ML-DSA/SLH-DSA, NSA CNSA 2.0, and standardization work in 3GPP, IETF, GSMA. Lays out a phased migration: PQC likely introduced in 5G releases 20/21, with 6G (release 21) quantum-resistant from the start. | Milestone: PQC expected to be introduced in 5G era (3GPP releases 20/21) and 6G fully quantum-resistant from the start (~release 21), aligned with NSA 2030 phase-out guidance.",yes,vendor-roadmaps/VND-154_Ericsson_AB.html,deprecated,2026-07-12,"Scope arbitration (qwen3.6:27b, run vendor-roadmap-scope-arbitration full sweep): DUPLICATE — matches existing pqc_product_catalog row for 'Ericsson Quantum-Safe 5G' (same/near-identical URL). Not a company-wide roadmap."
VND-300,EU NIS Cooperation Group,https://digital-strategy.ec.europa.eu/en/library/coordinated-implementation-roadmap-transition-post-quantum-cryptography,A Coordinated Implementation Roadmap for the Transition to Post-Quantum Cryptography,official_doc,2025-06-23,2026-06-06,"Roadmap produced by the PQC work stream of the NIS Cooperation Group (alongside the European Commission), released to Member States 23 June 2025. Sets coordinated milestones: start transition by end-2026, protect critical infrastructure with PQC by end-2030, complete transition where feasible by 2035, favoring hybrid PQC schemes. | Milestone: Member States to begin PQC transition by end of 2026; critical infrastructure to PQC by end of 2030; broad completion by 2035.",yes,vendor-roadmaps/VND-300_EU_NIS_Cooperation_Group.html,deprecated,2026-06-06,Duplicate of VND-220 European Commission; NIS Cooperation Group outputs are hosted on the EC domain
VND-220,European Commission,https://digital-strategy.ec.europa.eu/en/library/coordinated-implementation-roadmap-transition-post-quantum-cryptography,A Coordinated Implementation Roadmap for the Transition to Post-Quantum Cryptography,official_doc,2025-06,2026-08-11,"Official European Commission roadmap (developed with the NIS Cooperation Group PQC work stream), building on the Commission's 11 April 2024 Recommendation. Provides coordinated, phased EU-wide PQC transition guidance using hybrid schemes across public administration and critical infrastructure. | Milestone: Member States to start PQC transition by end of 2026; critical infrastructure protected with PQC by end of 2030; transition completed for as many systems as feasible by 2035.",yes,vendor-roadmaps/VND-220_European_Commission.html,active,,
VND-374,F5,https://www.f5.com/company/blog/understanding-pqc-standards-and-timelines,Understanding PQC Standards and Timelines,blog_post,2025-07-24,2026-06-06,"F5 strategic PQC transition guide outlining NIST-finalized algorithms (FIPS 203/204/205, HQC expected 2027) and a phased migration: 2025-2027 inventory crypto assets and deploy PQC at the edge, US federal migration by 2030, national security systems fully quantum-resistant by 2035. Complemented by F5's PQC readiness solutions page and hybrid TLS approach. | Milestone: 2025-2027: inventory cryptographic assets and deploy hybrid PQC (quantum-safe TLS) at the network edge, ahead of the 2030 federal migration target.",yes,vendor-roadmaps/VND-374_F5.html,deprecated,2026-06-06,"Duplicate of VND-014 F5 Networks Inc.; F5 rebranded from ""F5 Networks"" to ""F5 Inc."" in Nov 2021"
VND-140,Forward Edge-AI Inc.,https://www.forwardedge.ai/pages/isidore-pqc-readiness,Global PQC Readiness – ForwardEdge AI (12-month Implementation Playbook),official_doc,2026-03-13,2026-08-12,"(2026-07-01: page loads and matches title/content, but the full playbook is gated behind a password prompt -- flagging in case the gate tightens further.)",yes,vendor-roadmaps/VND-140_Forward_Edge-AI_Inc..html,active,,
VND-423,IBM Research (CBOMkit),https://research.ibm.com/blog/quantum-safe-roadmap,IBM bringing organizations along the quantum-safe journey (IBM Quantum Safe roadmap),official_doc,2023-05-10,2026-06-06,"IBM Research's official Quantum Safe roadmap presenting a three-phase strategic blueprint: Discover (cryptography inventory / CBOM via Explorer and Advisor), Observe (analyze cryptographic posture and prioritize vulnerabilities), and Transform (remediate with crypto-agility). The roadmap ties phases to external milestones: NIST publishing PQC standards in 2024 and NSA/CNSA requirements for quantum-safe algorithms in national security systems by 2025. CBOMkit (now contributed to the Post-Quantum Cryptography Alliance) supports the Discover phase. This is a genuine strategic timeline document, n",yes,vendor-roadmaps/VND-423_IBM_Research_CBOMkit_.html,deprecated,2026-06-06,"Duplicate of VND-019 IBM Corporation; CBOMkit is now a PQCA open-source project, not a standalone vendor"
VND-269,Kryptus Soluções em TI Ltda.,https://kryptus.com/practical-guide-to-quantum-safe-transition/,"The Quantum Countdown: A Practical Guide to Sovereign, Quantum-Safe Transition with Kryptus",blog_post,2025-10-31,2026-08-11,"Official Kryptus guide laying out a four-step PQC migration roadmap: (1) Discover and Prioritize - inventory public-key crypto usage, prioritizing mission-critical assets; (2) Fortify the Core - deploy kNET HSM as central crypto root of trust for PQC keys/certs; (3) Secure the Arteries - roll out CommGuard network encryptors with hybrid classical/PQC key exchange; (4) Extend to the Edge - deploy KeyGuardian devices to remote personnel for end-to-end quantum-resistant protection. Built around the BruitBlanc ecosystem; emphasizes crypto-agility. A companion EU-focused piece (post-quantum-cryptog",yes,vendor-roadmaps/VND-269_Kryptus_Solu_es_em_TI_Ltda..html,active,,
VND-341,Mastercard Incorporated,https://www.mastercard.com/global/en/news-and-trends/Insights/2025/post-quantum-cryptography-white-paper.html,Migration to post-quantum cryptography (Mastercard R&D white paper),whitepaper,2025-10-20,2026-08-11,"Mastercard R&D white paper (co-authored with NTU Singapore and PQStation) on migrating the financial sector to post-quantum cryptography. Covers the Harvest-Now-Decrypt-Later threat, compares PQC vs QKD (concluding PQC is more practical), and gives strategic migration guidance: build cryptographic inventories, adopt hybrid classical/PQC solutions where practical with full PQC migration later as standards mature. Mastercard is among the most aggressive card networks on PQC (quantum-resistant Ecos contactless cards since Oct 2022, Quantum Security and Communications project, participation in Eur",yes,vendor-roadmaps/VND-341_Mastercard_Incorporated.html,active,,
VND-118,Meta Platforms Inc.,https://engineering.fb.com/2026/04/16/security/post-quantum-cryptography-migration-at-meta-framework-lessons-and-takeaways/,"Post-Quantum Cryptography Migration at Meta: Framework, Lessons, and Takeaways",blog_post,2026-04-16,2026-08-11,"Official Meta Engineering blog laying out Meta's PQC migration framework: five PQC Migration Maturity Levels (PQ-Unaware through PQ-Enabled) and a six-step strategy (prioritize risks, inventory crypto assets, address external dependencies, design PQC components, implement guardrails, integrate PQC components). Uses NIST ML-KEM768 and ML-DSA65, prefers hybrid deployment; Meta co-authored HQC as a fallback algorithm. Described as multi-year phased work. | Milestone: Begun deploying post-quantum protections across significant portions of internal traffic using hybrid X25519/ML-KEM768; recommends",yes,vendor-roadmaps/VND-118_Meta_Platforms_Inc..html,active,,
VND-119,Mullvad VPN AB,https://mullvad.net/en/blog/introducing-post-quantum-vpn-mullvads-strategy-future-problem,"Introducing a post-quantum VPN, Mullvad's strategy for a future problem",blog_post,2017-12-08,2026-06-06,"Mullvad published an explicit post-quantum strategy: a conservative multi-algorithm key exchange combining at least three algorithms based on different math problems so traffic stays safe if at least one is PQ-secure. Began with New Hope (2017), moved to NIST finalists (Classic McEliece + Kyber/ML-KEM, 2022), stabilized in desktop app v2023.3, and extended PQ-safe WireGuard tunnels across all platforms (Linux, Windows, macOS, Android, iOS). Strategy is tracked through follow-up blog posts. | Milestone: Quantum-resistant (Classic McEliece + ML-KEM) WireGuard tunnels available and stabilized acr",yes,vendor-roadmaps/VND-119_Mullvad_VPN_AB.html,deprecated,2026-07-12,"Scope arbitration (qwen3.6:27b): SINGLE_PRODUCT_NEW — The evidence describes a PQC strategy specifically for the WireGuard protocol implementation, which is a distinct product/service from the existing 'Mullvad VPN App' entry, and the URL is a blog post rather than the app's changelog. Not catalogued from this evidence alone; flagged for dedicated evidence discovery if this product should be added to pqc_product_catalog."
VND-390,NetApp,https://www.netapp.com/cyber-resilience/post-quantum-cryptography/,Post-Quantum Cryptography | NetApp,product_page,2025-04-14,2026-08-11,"NetApp maintains a dedicated cyber-resilience PQC strategy hub describing its plan to embed NIST-approved PQC algorithms (CRYSTALS-Kyber/ML-KEM, Dilithium) for data at rest and in flight, using hybrid cryptography to let enterprises transition to quantum-safe encryption with minimal disruption and without architectural overhauls. Backed by a 'NetApp Roadmap Brief' solution PDF and a partnership with F5 (BIG-IP hybrid key agreement for StorageGRID). | Milestone: PQC for data at rest declared NIST-PQC compliant and integrated into ONTAP (PQC in ONTAP 9.18.1); joint F5+NetApp AI + PQC security so",yes,vendor-roadmaps/VND-390_NetApp.html,active,,
VND-391,Nord Security,https://nordsecurity.com/press-area/nordvpn-launches-post-quantum-encryption-across-all-its-applications,NordVPN launches post-quantum encryption across all applications,press_release,2025-05-22,2026-07-01,"(2026-07-01: backfilled publish_date to 2025-05-22, determined from the press release content.)",yes,vendor-roadmaps/VND-391_Nord_Security.html,deprecated,2026-07-12,"Scope arbitration (qwen3.6:27b, run vendor-roadmap-scope-arbitration full sweep): DUPLICATE — matches existing pqc_product_catalog row for 'NordVPN' (same/near-identical URL). Not a company-wide roadmap."
VND-433,OpenBao (LF Edge),https://github.com/openbao/openbao/issues/496,RFC - Post-Quantum Cryptography Migration Roadmap,official_doc,2024-08-30,2026-06-06,"Official OpenBao RFC design document laying out a phased PQC migration plan following NIST's Aug 2024 standards finalization. Catalogs cryptographic uses across impact, migration difficulty, and failure risk; priority areas include TLS listeners, PKI/SSH CAs, Transit keys, auto-unseal, and JWT/OIDC. Addresses harvest-now-decrypt-later risk and emphasizes incremental, independent migration of each subsystem with user-selectable hybrid/pure PQC algorithms in Transit and PKI. | Milestone: RFC-stage roadmap defining blocking requirements (crypto library availability via Go stdlib/CIRCL, X.509/TLS/",yes,vendor-roadmaps/VND-433_OpenBao_LF_Edge_.html,deprecated,2026-07-12,"Scope arbitration (qwen3.6:27b): SINGLE_PRODUCT_NEW — The evidence describes a specific RFC and migration roadmap for the OpenBao product itself, which is distinct from the existing entry that only references the Transit secrets documentation. Supplementary evidence appended to existing pqc_product_catalog row 'openbao'."
VND-395,OpenText,https://blogs.opentext.com/preparing-for-post-quantum-cryptography-with-opentext-sast-and-dast/,Preparing for post-quantum cryptography with OpenText SAST and DAST,blog_post,2025-10-23,2026-06-06,"OpenText blog outlining a phased PQC capability plan for its application security tools. SAST/DAST 25.4 (Oct 2025) add detection of quantum-vulnerable cryptography (new 'Weak Encryption: Non-PQC Resilient Algorithm' category; DAST flags servers lacking TLS 1.3 X25519MLKEM768 hybrid key exchange). Roadmap extensions: expand coverage beyond RSA/DSA, key-length adequacy analysis, multi-language SAST support, and additional ML-KEM permutations and standardized PQC handshakes for DAST. | Milestone: OpenText SAST and DAST 25.4 (Oct 2025) shipped detection of quantum-vulnerable algorithms and absence",yes,vendor-roadmaps/VND-395_OpenText.html,deprecated,2026-07-12,"Scope arbitration (qwen3.6:27b, run vendor-roadmap-scope-arbitration full sweep): DUPLICATE — matches existing pqc_product_catalog row for 'OpenText Content Cloud' (same/near-identical URL). Not a company-wide roadmap."
VND-318,QANplatform,https://learn.qanplatform.com/about-us/roadmap,Roadmap | QANplatform,official_doc,,2026-06-06,"Official QANplatform roadmap page laying out development/audit milestones for its quantum-resistant hybrid Layer-1 blockchain (Dilithium/ML-DSA signatures, XLINK quantum-resistant migration component). Shows QVM Audit and XLINK Audit complete, Integration Audit in progress, MainNet to follow. | Milestone: XLINK (quantum-resistant security component) audit completed; currently in comprehensive Integration Audit (QVM, XLINK, RPC, consensus, governance) ahead of MainNet launch.",yes,vendor-roadmaps/VND-318_QANplatform.html,deprecated,2026-07-12,"Scope arbitration (qwen3.6:27b): SINGLE_PRODUCT_NEW — The evidence describes the roadmap for the QANplatform Layer-1 blockchain itself (including its QVM and XLINK components), which is a distinct product entry from the specific 'QAN XLINK PQC' audit report already listed. Not catalogued from this evidence alone; flagged for dedicated evidence discovery if this product should be added to pqc_product_catalog."
VND-319,QNu Labs Pvt. Ltd.,https://www.qnulabs.com/blog/cert-in-quantum-cyber-readiness-roadmap,A Strategic Roadmap for Transitioning to Quantum Cyber Readiness,blog_post,,2026-08-12,"Published QNu Labs strategic roadmap (aligned with CERT-In) for transitioning to quantum-safe cryptography. Four phases: foundational assessment & CBOM/QBOM inventory; technology readiness with hybrid PQC (Kyber/ML-KEM) and QRNG; phased organizational rollout (0-1y groundwork, 1-3y high-risk upgrades, 3+y enterprise-wide); resilience/crypto-agility with QKD.",yes,vendor-roadmaps/VND-319_QNu_Labs_Pvt_Ltd.html,active,,
VND-371,Red Hat (Dogtag),https://www.redhat.com/en/blog/red-hats-path-post-quantum-cryptography,Red Hat's path to post-quantum cryptography,blog_post,2024-07-15,2026-06-06,"Red Hat published a strategic three-phase PQC roadmap (Classical -> Post-Quantum Capable -> Post-Quantum Ready) aligning with US/EU/Czech/German/French government timelines and NIST standardization. A follow-up strategy update, 'Building the levee: Why Red Hat's post-quantum strategy is already in production' (2026-05-25, https://www.redhat.com/en/blog/building-levee-why-red-hats-post-quantum-strategy-already-production), details concrete milestones: RHEL 10 first practical PQC steps (May 2025), RHEL 10.1 enabling PQC by default and being the first major distro to sign RPM packages with ML-DSA",yes,vendor-roadmaps/VND-371_Red_Hat_Dogtag_.html,deprecated,2026-06-06,Duplicate of VND-032 Red Hat Inc.; Dogtag Certificate System is a Red Hat-maintained upstream project
VND-034,SafeLogic Inc.,https://www.safelogic.com/products-and-services/post-quantum-cryptography,Post-Quantum Cryptography (PQC) | SafeLogic PQC Migration Roadmap,official_doc,,2026-08-12,"SafeLogic publishes a PQC Migration Roadmap and CMAP (Cryptography Maturity Action Plan) framework with a phased methodology: assess crypto systems, build migration plans, embrace crypto-agility, align with FIPS 140-3. CryptoComply suite delivers ML-KEM/ML-DSA/SLH-DSA with hybrid mode. SafeLogic CEO leads NIST NCCoE PQC Migration Project Risk Management workstream. | Milestone: CryptoComply 140-3 FIPS Provider with PQC submitted to NIST CMVP on 2026-05-19; CryptoComply Go v4.0 with full PQC support generally available.",yes,vendor-roadmaps/VND-034_SafeLogic_Inc..html,active,,
VND-351,SatoshiLabs s.r.o.,https://trezor.io/guides/trezor-devices/trezor-safe-7/going-quantum,Going quantum: our choices for Trezor Safe 7's quantum readiness,official_doc,,2026-06-06,SatoshiLabs (Trezor) published its quantum-readiness strategy for the Trezor Safe 7 hardware wallet. Three-layer security architecture (boardloader/bootloader/firmware) designed for post-quantum verification. Uses SLH-DSA-128 (hybrid with Ed25519) for quantum-secure boot and ML-DSA-44 for device attestation; each device ships with a post-quantum device certificate. References NIST 2035 transition framework as forward context. | Milestone: Trezor Safe 7 launched as the first quantum-ready hardware wallet with PQC-protected boot (SLH-DSA-128) and device attestation (ML-DSA-44); positioned for fu,yes,vendor-roadmaps/VND-351_SatoshiLabs_s.r.o..html,deprecated,2026-07-12,"Scope arbitration (qwen3.6:27b, run vendor-roadmap-scope-arbitration full sweep): DUPLICATE — matches existing pqc_product_catalog row for 'Trezor Safe 7 PQC' (same/near-identical URL). Not a company-wide roadmap."
