industry,threat_id,threat_description,criticality,crypto_at_risk,pqc_replacement,main_source,source_url,accuracy_pct,related_modules,trusted_source_id,local_file,peer_reviewed,vetting_body,source_url_quality,trusted_source_id_status,data_quality_notes,confidence_score,last_verified,applicable_industries_normalized,status,deprecated_at,deprecated_reason,related_standards
Cloud Computing / Data Centers,CLOUD-004,Cloud HSM and key management PQC gap: NIST SP 800-210 defines access control for cloud systems but cloud-hosted HSMs and KMS services currently lack full PQC support. FIPS 140-3 validation for PQC modules is ongoing with multi-year certification timelines. Organizations using cloud HSMs face vendor dependency for PQC migration.,Critical,"Cloud HSM root keys, KMS key wrapping, tenant isolation keys, FIPS 140-3 modules","FIPS 140-3 validated PQC HSM modules, bring-your-own-key PQC, ML-KEM key wrapping",NIST SP 800-210 Cloud Access Control,https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-210.pdf,65,kms-pqc|hsm-pqc|pki-workshop|compliance-strategy,nist-csrc,threats/CLOUD-004.pdf,yes,NIST,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Salvage 2026-05-21: deep-link substituted (SP 800-210 — canonical PDF.). Re-snapshotted 2026-06-09: fresh Playwright proof (1289805 bytes). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: SP 800-210 (Jul 2020) contains no quantum/PQC/HSM/KMS-crypto content.,55,2026-07-16,cloud;data-centers,active,,,FIPS-140;SP-800-210
Cross-Industry,CROSS-001,"Nation-state actors are actively harvesting encrypted data today for future quantum decryption, creating immediate risk for any information with a sensitivity period exceeding ten years. Industry surveys of executives consistently find a meaningful share believe their organizations may already be targeted by such collection — self-reported perception rather than confirmed incidents — underscoring the urgency of post-quantum migration regardless of when cryptographically relevant quantum computers arrive.",Critical,"All asymmetric cryptography, PKI infrastructure, key management systems","Comprehensive CBOM, automated discovery tools, ML-KEM/ML-DSA migration",IBM Institute for Business Value — Secure the Post-Quantum Future 2025,https://www.ibm.com/thought-leadership/institute-business-value/en-us/report/2025-quantum-safe-readiness,90,crypto-agility|pqc-risk-management|migration-program|quantum-threats|crypto-dev-apis|pqc-governance,ibm-research,threats/CROSS-001.pdf,no,IBM Institute for Business Value; Cloud Security Alliance,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended. Salvage 2026-05-21: deep-link substituted (IBM IBV 2025 quantum-safe readiness report PDF — direct download.). Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Resource swap 2026-05-21: IBM Think Insights — PQC overview (663 KB live payload). Replaces gated IBM IBV download. LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). [2026-07-16 re-sourced] Original evidence was the wrong/generic document (deprecated in the same-day accuracy audit); replaced with the real cited source, verified by content, and reactivated.",85,2026-07-16,cross-industry,deprecated,2026-07-22,"deprecation-sweep (wrong-page): resolved title 'Think | IBM' vs catalog title 'IBM Institute for Business Value — Secure the Post-Quantum Future 2025' (word-overlap 11%) — looks like a redirect to a generic page, not the cited document",
Cross-Industry,CROSS-002,"Organizations lack complete visibility into their cryptographic asset inventory, creating a critical gap for post-quantum migration. NIST IR 8547, published in November 2024, proposes deprecating RSA, ECDSA, ECDH, and EdDSA by 2035 while emphasizing cryptographic agility as a prerequisite. This guidance establishes an urgent discovery mandate within the 2030 transition window to ensure timely compliance.",Critical,"RSA-2048/3072/4096, ECDSA P-256/P-384, ECDH, EdDSA","ML-KEM-768/1024 (FIPS 203), ML-DSA-44/65/87 (FIPS 204), SLH-DSA (FIPS 205)","NIST IR 8547 (IPD, Nov 2024)",https://nvlpubs.nist.gov/nistpubs/ir/2024/NIST.IR.8547.ipd.pdf,90,compliance-strategy|pqc-101|migration-program|quantum-threats|pqc-governance,nist-csrc,threats/CROSS-002.pdf,yes,NIST,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit misleading correction appended. Salvage 2026-05-21: deep-link substituted (IR 8547 IPD landing → canonical PDF (transition guidance for RSA/ECDH/EdDSA deprecation).). LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). Re-snapshotted 2026-06-09: fresh Playwright proof (722379 bytes). [2026-07-16 accuracy check] Verified: cited source directly supports this row's core claims.,85,2026-07-16,cross-industry,active,,,IR-8547;FIPS-203;FIPS-204;FIPS-205
Cross-Industry,CROSS-003,A critical gap in C-suite quantum risk awareness persists: most organizations have not completed a full cryptographic inventory (IBM Institute for Business Value research finds only a minority have done so). This inventory is the essential prerequisite for any meaningful post-quantum migration plan. Organizations treating quantum threats as a distant problem significantly underestimate the immediate harvest-now-decrypt-later risk to their current data.,High,"Third-party API keys, vendor-managed HSMs, cloud KMS","Vendor PQC roadmap requirements, contractual crypto-agility clauses",IBM Institute for Business Value — Secure the Post-Quantum Future 2025,https://www.ibm.com/thought-leadership/institute-business-value/en-us/report/2025-quantum-safe-readiness,88,vendor-risk|pqc-governance,ibm-research,threats/CROSS-003.pdf,no,IBM Institute for Business Value; Cloud Security Alliance,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended. Salvage 2026-05-21: deep-link substituted (Same IBM IBV 2025 PDF.). Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Resource swap 2026-05-21: Same IBM Think source covers the IBV PQC research themes. LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). [2026-07-16 re-sourced] Original evidence was the wrong/generic document (deprecated in the same-day accuracy audit); replaced with the real cited source, verified by content, and reactivated.",82,2026-07-16,cross-industry,deprecated,2026-07-22,"deprecation-sweep (wrong-page): resolved title 'Think | IBM' vs catalog title 'IBM Institute for Business Value — Secure the Post-Quantum Future 2025' (word-overlap 11%) — looks like a redirect to a generic page, not the cited document",
Cross-Industry,CROSS-004,"Global regulators are accelerating post-quantum cryptography migration, with NIST finalizing FIPS 203-205 in August 2024 (FIPS 206 / FN-DSA remains in development, not yet published) and OMB M-23-02 mandating federal PQC inventories. The EU NIS2 Directive requires essential entities to implement state-of-the-art cryptographic controls, a principles-based obligation that may necessitate PQC consideration without explicitly mandating it. Meanwhile, the Global Risk Institute Quantum Threat Timeline Report (2024) estimates a 5–15% probability of cryptographically relevant quantum computers emerging within five years.",Critical,"RSA-2048/4096, ECC P-256/384, ECDSA, ECDH, EdDSA","Immediate hybrid PQC deployment, ML-KEM-1024, ML-DSA-87",GRI Quantum Threat Timeline Report 2024,https://globalriskinstitute.org/mp-files/quantum-threat-timeline-report-2024.pdf/,78,quantum-threats|pqc-risk-management|pqc-business-case|data-asset-sensitivity,gri,threats/CROSS-004.pdf,no,Global Risk Institute,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit misleading correction appended. Salvage 2026-05-21: deep-link substituted (GRI 2024 report publication page — substantive content vs the GRI homepage.). LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). Re-snapshotted 2026-06-09: fresh Playwright proof (215580 bytes). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: landing page only, report content not cached; 5-15% probability figure not on page. [2026-07-16 upgraded, PARTIAL-row pass] Replaced with a real, content-verified GRI Quantum Threat Timeline Report 2024 document (still not perfectly matching every technical specific the row claims — remains PARTIAL, not fully supported). | 2026-08-16: Replaced landing-page capture with the actual full GRI Quantum Threat Timeline Report 2024 PDF (fetched directly from globalriskinstitute.org/mp-files/), superseding the prior thin/landing-page evidence.",70,2026-08-16,cross-industry,active,,,FIPS-203
Cross-Industry,CROSS-005,"NIST finalized its first three post-quantum cryptography standards on August 13, 2024: FIPS 203 (ML-KEM), FIPS 204 (ML-DSA), and FIPS 205 (SLH-DSA). The fourth signature standard, FIPS 206 (FN-DSA/Falcon), remains in draft — NIST submitted it for approval in August 2025, with an initial public draft and final publication expected in late 2026 to 2027. This phased finalization creates migration urgency for organizations managing complex PKI infrastructure, which face tight 5-7 year windows to replace vulnerable systems before quantum threats materialize.",High,"RSA/ECDSA certificates requiring compact signatures, root CA keys, constrained device authentication","FN-DSA (FIPS 206) for compact signatures, ML-DSA for general-purpose signing",NIST FIPS 206 FN-DSA Status,https://csrc.nist.gov/pubs/ir/8547/ipd,65,pqc-101|hybrid-crypto|stateful-signatures,nist-csrc,threats/CROSS-005.html,yes,NIST,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended; source_url replaced (NIST PQC project landing page does not show FIPS 206 status. IR 8547 IPD is the canonical transition doc.). LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). Freshness/accuracy 2026-06-09: corrected the false claim that FIPS 206 (FN-DSA) was published 2024-08-13; only FIPS 203/204/205 were finalized then. FIPS 206 submitted for approval 2025-08, draft/final expected late-2026–2027 (NIST CSRC FIPS 206 status update, DigiCert 2025). Re-snapshotted 2026-06-09: fresh Playwright proof (43908 bytes). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: Evidence is IR 8547 draft abstract page, not a FIPS 206 status source; FIPS 206 timeline claims not in doc.",55,2026-07-16,cross-industry,deprecated,2026-07-22,"deprecation-sweep (wrong-page): resolved title 'IR 8547, Transition to Post-Quantum Cryptography Standards | CSRC' vs catalog title 'NIST FIPS 206 FN-DSA Status' (word-overlap 0%) — looks like a redirect to a generic page, not the cited document",FIPS-206;FIPS-203;FIPS-204;FIPS-205
Cross-Industry,CROSS-006,"HQC selected as 5th PQC algorithm: NIST announced March 11 2025 the selection of HQC (Hamming Quasi-Cyclic) as a backup KEM to ML-KEM. HQC is based on error-correcting codes rather than lattices, providing algorithmic diversity in case a lattice-based vulnerability is discovered. NIST's draft HQC standard (expected to be designated FIPS 207) is anticipated for public comment in 2026, with the finalized standard targeted for 2027.",High,All systems relying solely on ML-KEM without backup KEM,"HQC as backup KEM alongside ML-KEM-768/1024, algorithm diversity strategy",NIST Post-Quantum Cryptography Standardization,https://nvlpubs.nist.gov/nistpubs/ir/2024/NIST.IR.8547.ipd.pdf,65,pqc-101|hybrid-crypto,nist-csrc,threats/CROSS-006.pdf,yes,NIST,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Salvage 2026-05-21: deep-link substituted (NIST PQC project page → IR 8547 IPD which catalogues the standardized algorithms.). Freshness 2026-06-09: HQC draft framed as FIPS 207, public comment 2026 / final 2027 (NIST PQC project page, NIST HQC announcement 2025-03). Re-snapshotted 2026-06-09: fresh Playwright proof (722379 bytes). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: evidence is IR 8547 ipd (Nov 2024), predates claimed 2025-03-11 HQC selection; HQC and FIPS 207 never mentioned.",55,2026-07-16,cross-industry,active,,,
Cross-Industry,CROSS-007,"The EU NIS2 Directive mandates state-of-the-art cryptographic controls for essential entities, establishing a principles-based framework rather than explicit post-quantum prescriptions. While eIDAS 2.0 introduces European Digital Identity Wallets, it does not directly specify quantum-safe requirements in its regulation text. Instead, these PQC obligations are being developed through associated ETSI implementing standards and Commission regulations, requiring organizations to monitor evolving technical specifications for compliance.",Critical,All quantum-vulnerable cryptography in EU member state systems and critical infrastructure,"ML-KEM, ML-DSA, SLH-DSA, hybrid implementations per EU coordinated timeline",European Commission Digital Strategy — PQC Roadmap,https://digital-strategy.ec.europa.eu/en/library/coordinated-implementation-roadmap-transition-post-quantum-cryptography,65,compliance-strategy|migration-program|pqc-governance,ec,threats/CROSS-007.pdf,no,,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit misleading correction appended. LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: NIS2 and eIDAS 2.0 claims absent from document; Algorithms (ML-KEM/ML-DSA/SLH-DSA) not named in press release. | 2026-08-16: Replaced press-release capture with the actual Coordinated Implementation Roadmap for PQC PDF (EU PQC Workstream, June 2025), which is the real document the row's main_source describes; press release only announced it.",55,2026-08-16,cross-industry,active,,,
Cross-Industry,CROSS-008,"NIST SP 800-227 KEM recommendations: Published as final standard on September 18, 2025 — initially released as Initial Public Draft in January 2025. Provides definitions, security properties, and implementation recommendations for key-encapsulation mechanisms as companion guidance to FIPS 203 (ML-KEM). Establishes best practices for KEM usage in protocols, hybrid constructions, and key management — essential reference for correct PQC deployment.",High,"Incorrect or insecure KEM implementations, legacy key exchange protocols","FIPS 203 ML-KEM per SP 800-227 guidance, proper KEM-TLS integration",NIST SP 800-227 Recommendations for KEMs,https://csrc.nist.gov/pubs/sp/800/227/final,90,hybrid-crypto|kms-pqc|hsm-pqc,nist-csrc,threats/CROSS-008.html,yes,NIST,url_authoritative,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: propagated post-pass-5 description from 05182026 lineage. [2026-07-16 accuracy check] Verified: cited source directly supports this row's core claims.,85,2026-07-16,cross-industry,active,,,FIPS-203;SP-800-227
Cryptocurrency / Blockchain,CRYPTO-001,"Bitcoin’s quantum vulnerability depends on address type: P2PK outputs expose secp256k1 public keys directly, making them immediately susceptible to Shor’s algorithm. In contrast, P2PKH and P2WPKH addresses remain secure until their first spend reveals the underlying public key. This distinction is critical for migration planning, as only early P2PK coins and addresses that have already transacted are currently at risk.",Critical,"secp256k1 ECDSA, P2PK UTXOs (immediate quantum exposure), P2PKH/P2WPKH addresses post-first-spend",P2QRH (BIP-360) proposal with ML-DSA and SLH-DSA,Federal Reserve HNDL Paper,https://www.federalreserve.gov/econres/feds/files/2025093pap.pdf,65,digital-assets,federal-reserve,threats/CRYPTO-001.pdf,no,,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit misleading correction appended. LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: cached page is abstract landing page only; P2PK vs P2PKH address-type analysis not in abstract. | 2026-08-16: Replaced abstract-only landing-page capture with the full FEDS 2025-093 paper PDF, which contains the Bitcoin address-type analysis this row specifically cites.",55,2026-08-16,cryptocurrency;blockchain,active,,,
Cryptocurrency / Blockchain,CRYPTO-002,"Ethereum relies on ECDSA secp256k1 for transaction signing, exposing the public key in the signature whenever an account broadcasts its first outbound transaction. This revelation creates direct Shor-attack vulnerability for any address that has ever transacted, as the private key can be derived from the exposed public key. While the Ethereum Foundation explores account abstraction via EIP-4337 and EIP-7560 as a path toward quantum-safe wallets, no finalized EIP currently mandates a specific post-quantum migration timeline.",Critical,"ECDSA secp256k1 transaction signing, public-key exposure on first outbound transaction, BIP-32/39/44 HD wallet derivation","Account Abstraction (EIP-4337), Verkle Trees, quantum-resistant signature schemes",Ethereum Foundation roadmap (account abstraction track),https://ethereum.org/roadmap/account-abstraction/,65,digital-assets,eth-foundation,threats/CRYPTO-002.html,no,,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended. Salvage 2026-05-21: deep-link substituted (Ethereum Foundation State of Eth 2.0 — substantive ETH research post vs landing.). Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Resource swap 2026-05-21: Ethereum.org roadmap — account-abstraction page covers the keypair/upgrade story (341 KB). The blog.ethereum.org/2024/05/30 post 404d. LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). Re-snapshotted 2026-06-09: fresh Playwright proof (360433 bytes). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: page has zero quantum/PQC/ECDSA-exposure content; mentions EIP-7702, not EIP-7560.",55,2026-07-16,cryptocurrency;blockchain,active,,,
Cryptocurrency / Blockchain,CRYPTO-003,"Blockchain HNDL permanence risk: Distributed ledger networks face permanent data privacy risks from harvest-now-decrypt-later attacks even with future PQC deployment. On-chain transaction data is immutable — encrypted data harvested today remains accessible to future quantum decryption. Privacy-preserving blockchain protocols (Zcash, Monero) using zero-knowledge proofs and ring signatures over elliptic-curve cryptography face structural HNDL exposure that PQC migration cannot retroactively remediate.",Critical,"RSA-2048, ECDSA, ECDH in blockchain protocols, BLS signatures","ML-KEM-1024, ML-DSA-87, SLH-DSA, validator PQC authentication",Federal Reserve Board FEDS Paper September 2025,https://www.federalreserve.gov/econres/feds/files/2025093pap.pdf,90,digital-assets|quantum-threats|data-asset-sensitivity,federal-reserve,threats/CRYPTO-003.pdf,no,,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: propagated post-pass-5 description from 05182026 lineage. [2026-07-16 accuracy check] Verified: cited source directly supports this row's core claims. | 2026-08-16: Upgraded from abstract-only landing page to the full FEDS 2025-093 paper PDF for stronger, complete evidence of the same cited document.",85,2026-08-16,cryptocurrency;blockchain,active,,,
Cryptocurrency / Blockchain,CRYPTO-004,"Cryptocurrency custody HSM quantum vulnerability: Institutional custody solutions managing billions in digital assets rely on secp256k1 ECDSA keys stored in HSMs. NIST PQC standardization identifies ECDSA as quantum-vulnerable. Custody HSM vendors face multi-year FIPS 140-3 recertification timelines for PQC-enabled modules, creating a gap between threat emergence and mitigation availability.",Critical,"secp256k1 ECDSA custody keys, RSA/ECDH key wrapping, HSM root keys","ML-KEM-1024, ML-DSA-87, PQC-enabled custody HSMs",Cryptocurrency Security Standard (CCSS),https://cryptoconsortium.org/standards-2/,75,digital-assets|kms-pqc|hsm-pqc,ccss,threats/CRYPTO-004.html,no,,url_needs_review,registered,Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Re-snapshotted 2026-06-09: fresh Playwright proof (232136 bytes).,60,2026-07-16,cryptocurrency;blockchain,deprecated,2026-07-16,Evidence audit 2026-07-16 (UNSUPPORTED): CCSS site page has zero quantum/PQC/ECDSA/secp256k1/HSM content,FIPS-140
Energy / Critical Infrastructure,ENERGY-001,"Smart grid AMI systems face quantum exposure because IEC 62351-3, 62351-5, and 62351-9 govern meter authentication and key management using classical cryptography. With smart meter lifespans spanning 15 to 20 years, devices deployed today will remain operational during the cryptographically relevant quantum computer era. This long deployment window necessitates immediate post-quantum migration planning to secure these critical infrastructure communications.",Critical,"RSA-2048 in SCADA authentication, ECDSA in IEC 61850, DNP3 Secure Authentication","IEC 62351 quantum update, ML-DSA for SCADA authentication, hybrid protocols",IEC 62351-3/-5/-9 (Power Systems Security),https://webstore.iec.ch/publication/6912,65,iot-ot-pqc|vpn-ssh-pqc|hybrid-crypto|energy-utilities-pqc|network-security-pqc,iec,threats/ENERGY-001.html,no,,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit inaccurate correction appended. LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). Re-snapshotted 2026-06-09: fresh Playwright proof (433734 bytes). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: Evidence is IEC webstore catalog listing, not standard content; No quantum, AMI, smart-meter content. | 2026-08-16: Confirmed cached IEC webstore listing is current and correctly matches the cited publication; full standard text remains paywalled with no free alternative found — leaving prior thin-content limitation unresolved.",55,2026-08-16,energy;critical-infrastructure,active,,,IEC-62351;IEC-61850;IEC-60870
Energy / Critical Infrastructure,ENERGY-002,Nuclear facility digital I&C quantum exposure: NRC 10 CFR 73.54 requires cybersecurity for nuclear power plant digital instrumentation and control systems. Nuclear plants operate under 40-year initial licenses with 20-year renewals (some seeking subsequent 20-year renewals to 80 years total). Digital safety systems deployed today will operate well into the CRQC era.,Critical,"Safety system digital I&C cryptography, nuclear safeguards data encryption","Defense-in-depth with ML-KEM/ML-DSA, CNSA 2.0 compliance for nuclear systems",NRC Cybersecurity Requirements (10 CFR 73.54),https://www.ecfr.gov/current/title-10/chapter-I/part-73/section-73.54,65,iot-ot-pqc|compliance-strategy|energy-utilities-pqc,nrc,threats/ENERGY-002.html,no,,url_authoritative,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Resource swap 2026-05-21: 10 CFR 73.54 (Protection of digital computer and communication systems) is the actual regulation. ecfr.gov via Playwright bypasses nrc.gov bot-block. Reactivated 2026-05-21: Playwright snapshot at alternate source (80929B). Re-snapshotted 2026-06-09: fresh Playwright proof (80915 bytes). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: regulation text contains no cryptography, quantum, or PQC content; license-duration/CRQC-era claims not in doc.",55,2026-07-16,energy;critical-infrastructure,active,,,CNSA-2.0
Energy / Critical Infrastructure,ENERGY-003,"Research identifies real-time quantum attack scenarios targeting grid controllers, smart meters, and energy routers. With over one billion smart meters globally requiring post-quantum cryptography migration, the transition faces significant logistical hurdles. Many of these devices lack over-the-air update capabilities, necessitating costly physical replacements to secure the infrastructure against emerging quantum threats.",Critical,"AMI mesh networking, smart meter PKI, PMU authentication, distribution automation","Quantum-safe AMI protocols, IEC 62351 PQC update, constrained device PQC",University of Toronto Smart Grid Security Research,https://www.utoronto.ca/news/u-t-researcher-leads-effort-protect-power-utilities-quantum-attacks,65,iot-ot-pqc|crypto-agility|energy-utilities-pqc,gri,threats/ENERGY-003.html,no,,url_needs_review,registered,"Proposed 2026-05-06: source_url_quality flag added; trusted_source_id_status tagged (etsi and w3c now resolved via proposed trusted_sources). Fix 2026-05-21: audit unverifiable correction appended. Deprecated 2026-05-21: no downloadable proof — source URL bot-blocked or unreachable. Re-source with a deep-link primary document to reactivate. Reactivated 2026-05-21: headless-browser snapshot via Playwright (136973 bytes). LLM rewrite 2026-05-21: audit-2026-05-18 corrections merged inline via qwen3.6:27b with self-grounding check (drops appended Correction sentence; confidence restored). Re-snapshotted 2026-06-09: fresh Playwright proof (138904 bytes). [2026-07-16 accuracy check] Cited source is on-topic but does not directly evidence this row's quantum/crypto-specific claims: no 'one billion smart meters' figure in article; no IEC 62351, AMI mesh, or PMU content.",55,2026-07-16,energy;critical-infrastructure,active,,,IEC-62351
