id,Source_Name,Source_Type,Region,Primary_URL,Description,Leaders_CSV,Library_CSV,Algorithm_CSV,Threats_CSV,Timeline_CSV,Compliance_CSV,Migrate_CSV,Patents_CSV,Last_Verified_Date,primary_url_quality
ripple-labs-inc,Ripple Labs Inc.,Vendor,Americas,https://ripple.com,"Ripple Labs Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
ledger-sas,Ledger SAS,Vendor,EMEA,https://ledger.com,"Ledger SAS — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
1password-inc,1Password Inc.,Vendor,Americas,https://1password.com,"1Password Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
bitwarden-inc,Bitwarden Inc.,Vendor,Americas,https://bitwarden.com,"Bitwarden Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
telegram-fz-llc,Telegram FZ-LLC,Vendor,EMEA,https://telegram.org,"Telegram FZ-LLC — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
meta-platforms-inc,Meta Platforms Inc.,Vendor,Americas,https://meta.com,"Meta Platforms Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
mullvad-vpn-ab,Mullvad VPN AB,Vendor,EMEA,https://mullvad.net,"Mullvad VPN AB — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
kape-technologies-expressvpn,Kape Technologies / ExpressVPN,Vendor,Americas,https://expressvpn.com,"Kape Technologies / ExpressVPN — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
gitlab-inc,GitLab Inc.,Vendor,Americas,https://gitlab.com,"GitLab Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
github-inc-microsoft,GitHub Inc. (Microsoft),Industry_Workgroup,,https://github.com,"GitHub Inc. (Microsoft) — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
jenkins-cloudbees,Jenkins / CloudBees,Vendor,Global,https://jenkins.io,"Jenkins / CloudBees — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
circleci-llc,CircleCI LLC,Vendor,Americas,https://circleci.com,"CircleCI LLC — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
nvidia-corporation,Nvidia Corporation,Vendor,Americas,https://nvidia.com,"Nvidia Corporation — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
siemens-ag,Siemens AG,Vendor,EMEA,https://siemens.com,"Siemens AG — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
broadcom-inc,Broadcom Inc.,Vendor,Americas,https://broadcom.com,"Broadcom Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
dragos-inc,Dragos Inc.,Vendor,Americas,https://dragos.com,"Dragos Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
claroty-ltd,Claroty Ltd.,Vendor,EMEA,https://claroty.com,"Claroty Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
nozomi-networks-inc,Nozomi Networks Inc.,Vendor,Americas,https://nozomi.com,"Nozomi Networks Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
viavi-solutions-inc,VIAVI Solutions Inc.,Vendor,Americas,https://viavisolutions.com,"VIAVI Solutions Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
keysight-technologies-inc,Keysight Technologies Inc.,Vendor,Americas,https://keysight.com,"Keysight Technologies Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
mavenir-systems-inc,Mavenir Systems Inc.,Vendor,Americas,https://mavenir.com,"Mavenir Systems Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
rakuten-symphony-inc,Rakuten Symphony Inc.,Vendor,APAC,https://symphony.rakuten.com,"Rakuten Symphony Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
hitachi-ltd,Hitachi Ltd.,Vendor,APAC,https://www.hitachi.com/,"Hitachi Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
descope-inc,Descope Inc.,Vendor,Americas,https://descope.com,"Descope Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
fusionauth-inc,FusionAuth Inc.,Vendor,Americas,https://fusionauth.io,"FusionAuth Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
stytch-inc,Stytch Inc.,Vendor,Americas,https://stytch.com,"Stytch Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
forward-edge-ai-inc,Forward Edge-AI Inc.,Vendor,Americas,https://forwardedge-ai.com,"Forward Edge-AI Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
cranium-inc,Cranium Inc.,Vendor,Americas,https://cranium.ai,"Cranium Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
hiddenlayer-inc,HiddenLayer Inc.,Vendor,Americas,https://hiddenlayer.ai,"HiddenLayer Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
lakera-ag,Lakera AG,Vendor,EMEA,https://lakera.ai,"Lakera AG — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
protect-ai-inc,Protect AI Inc.,Vendor,Americas,https://protectai.com,"Protect AI Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
robust-intelligence-inc,Robust Intelligence Inc.,Vendor,Americas,https://robustintelligence.com,"Robust Intelligence Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
galileo-technologies-inc,Galileo Technologies Inc.,Vendor,Americas,https://rungalileo.io,"Galileo Technologies Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
advanced-micro-devices-inc,Advanced Micro Devices Inc.,Vendor,Americas,https://amd.com,"Advanced Micro Devices Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
arm-holdings-plc,ARM Holdings plc,Vendor,EMEA,https://arm.com,"ARM Holdings plc — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
qualcomm-incorporated,Qualcomm Incorporated,Vendor,Americas,https://qualcomm.com,"Qualcomm Incorporated — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
microchip-technology-inc,Microchip Technology Inc.,Vendor,Americas,https://microchip.com,"Microchip Technology Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
quantum-bridge-technologies-inc,Quantum Bridge Technologies Inc.,Vendor,Americas,https://quantumbridge.com,"Quantum Bridge Technologies Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
id-quantique-sa,ID Quantique SA,Vendor,EMEA,https://idquantique.com,"ID Quantique SA — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
toshiba-corporation,Toshiba Corporation,Vendor,APAC,https://toshiba.com,"Toshiba Corporation — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
giesecke-devrient-gmbh,Giesecke+Devrient GmbH,Vendor,EMEA,https://gi-de.com,"Giesecke+Devrient GmbH — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
beyondtrust-corporation,BeyondTrust Corporation,Vendor,Americas,https://beyondtrust.com,"BeyondTrust Corporation — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
crowdstrike-holdings-inc,CrowdStrike Holdings Inc.,Vendor,Americas,https://crowdstrike.com,"CrowdStrike Holdings Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
cyberark-software-ltd,CyberArk Software Ltd.,Vendor,EMEA,https://cyberark.com,"CyberArk Software Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
imperva-inc,Imperva Inc.,Vendor,Americas,https://imperva.com,"Imperva Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
qualys-inc,Qualys Inc.,Vendor,Americas,https://qualys.com,"Qualys Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
rapid7-inc,Rapid7 Inc.,Vendor,Americas,https://rapid7.com,"Rapid7 Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
adobe-inc,Adobe Inc.,Vendor,Americas,https://adobe.com,"Adobe Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
appviewx-inc,AppViewX Inc.,Vendor,Americas,https://appviewx.com,"AppViewX Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
arqit-quantum-inc,Arqit Quantum Inc.,Vendor,EMEA,https://arqit.uk,"Arqit Quantum Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
cryptomathic-a-s,Cryptomathic A/S,Vendor,EMEA,https://cryptomathic.com,"Cryptomathic A/S — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
delinea-inc,Delinea Inc.,Vendor,Americas,https://delinea.com,"Delinea Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
docusign-inc,DocuSign Inc.,Vendor,Americas,https://docusign.com,"DocuSign Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
elastic-nv,Elastic NV,Vendor,EMEA,https://elastic.co,"Elastic NV — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
globalsign-ltd,GlobalSign Ltd.,Vendor,EMEA,https://globalsign.com,"GlobalSign Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
jfrog-ltd,JFrog Ltd.,Vendor,Americas,https://jfrog.com,"JFrog Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
jumpcloud-inc,JumpCloud Inc.,Vendor,Americas,https://jumpcloud.com,"JumpCloud Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
kong-inc,Kong Inc.,Vendor,Americas,https://konghq.com,"Kong Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
nec-corporation,NEC Corporation,Vendor,APAC,https://nec.com,"NEC Corporation — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
ping-identity-holdings-corp,Ping Identity Holdings Corp.,Vendor,Americas,https://pingidentity.com,"Ping Identity Holdings Corp. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
quintessencelabs-pty-ltd,QuintessenceLabs Pty Ltd.,Vendor,APAC,https://quintessencelabs.com,"QuintessenceLabs Pty Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
sonatype-inc,Sonatype Inc.,Vendor,Americas,https://sonatype.com,"Sonatype Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
splunk-inc-cisco,Splunk Inc. (Cisco),Vendor,Americas,https://splunk.com,"Splunk Inc. (Cisco) — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
gravitational-inc,Gravitational Inc.,Vendor,Americas,https://goteleport.com,"Gravitational Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
tenable-inc,Tenable Inc.,Vendor,Americas,https://tenable.com,"Tenable Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
tuta-gmbh,Tuta GmbH,Vendor,EMEA,https://tuta.com,"Tuta GmbH — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
virtru-corporation,Virtru Corporation,Vendor,Americas,https://virtru.com,"Virtru Corporation — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
wire-swiss-gmbh,Wire Swiss GmbH,Vendor,EMEA,https://wire.com,"Wire Swiss GmbH — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
anydesk-software-gmbh,AnyDesk Software GmbH,Vendor,EMEA,https://anydesk.com,"AnyDesk Software GmbH — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
garantir-inc,Garantir Inc.,Vendor,Americas,https://garantir.io,"Garantir Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
mikrotik-sia,MikroTik SIA,Vendor,EMEA,https://mikrotik.com,"MikroTik SIA — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
deciso-bv,Deciso BV,Vendor,EMEA,https://deciso.com,"Deciso BV — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
netgate-inc,Netgate Inc.,Vendor,Americas,https://netgate.com,"Netgate Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
gnupg-project,GnuPG Project,Vendor,EMEA,https://gnupg.org,"GnuPG Project — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
haproxy-technologies,HAProxy Technologies,Vendor,Global,https://haproxy.org,"HAProxy Technologies — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
openjs-foundation,OpenJS Foundation,Vendor,Global,https://openjsf.org,"OpenJS Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
openwrt-project,OpenWrt Project,Vendor,Global,https://openwrt.org,"OpenWrt Project — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
freebsd-foundation,FreeBSD Foundation,Vendor,Global,https://freebsdfoundation.org,"FreeBSD Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
debian-project,Debian Project,Vendor,Global,https://debian.org,"Debian Project — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
zeek-project,Zeek Project,Vendor,Global,https://zeek.org,"Zeek Project — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
open-information-security-foundation,Open Information Security Foundation,Vendor,Global,https://oisf.net,"Open Information Security Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
libreswan-project,Libreswan Project,Vendor,Global,https://libreswan.org,"Libreswan Project — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
veracrypt-project,VeraCrypt Project,Vendor,Global,https://veracrypt.fr,"VeraCrypt Project — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
tianocore-community,TianoCore Community,Vendor,Global,https://www.tianocore.org/,"TianoCore Community — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
p11-glue-project,p11-glue Project,Vendor,Global,https://p11-glue.github.io,"p11-glue Project — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
alpine-linux-project,Alpine Linux Project,Vendor,Global,https://alpinelinux.org,"Alpine Linux Project — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
rocky-linux-foundation,Rocky Linux Foundation,Vendor,Global,https://rockylinux.org,"Rocky Linux Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
nixos-foundation,NixOS Foundation,Vendor,Global,https://nixos.org,"NixOS Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
arch-linux-project,Arch Linux Project,Vendor,Global,https://archlinux.org,"Arch Linux Project — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
coreboot-project,coreboot Project,Vendor,Global,https://coreboot.org,"coreboot Project — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
animo-solutions-bv,Animo Solutions BV,Vendor,EMEA,https://animo.id,"Animo Solutions BV — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
procivis-ag,Procivis AG,Vendor,EMEA,https://procivis.ch,"Procivis AG — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
sphereon-bv,Sphereon BV,Vendor,EMEA,https://sphereon.com,"Sphereon BV — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
spruce-systems-inc,Spruce Systems Inc.,Vendor,Americas,https://spruceid.com,"Spruce Systems Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
waltid-gmbh,walt.id GmbH,Vendor,EMEA,https://walt.id,"walt.id GmbH — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
credebl-community,CREDEBL Community,Vendor,Global,https://credebl.id,"CREDEBL Community — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
cockroachdb-inc,CockroachDB Inc.,Vendor,Americas,https://cockroachlabs.com,"CockroachDB Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
mongodb-inc,MongoDB Inc.,Vendor,Americas,https://mongodb.com,"MongoDB Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
smallstep-labs-inc,Smallstep Labs Inc.,Vendor,Americas,https://smallstep.com,"Smallstep Labs Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
proton-ag,Proton AG,Vendor,EMEA,https://proton.me,"Proton AG — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
element-hq-ltd,Element HQ Ltd.,Vendor,EMEA,https://element.io,"Element HQ Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
suse-llc-opensuse,SUSE LLC (openSUSE),Vendor,EMEA,https://opensuse.org,"SUSE LLC (openSUSE) — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
simon-tatham-putty-project,Simon Tatham / PuTTY Project,Vendor,EMEA,https://putty.org,"Simon Tatham / PuTTY Project — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
cyberzero,CyberZero,Vendor,Americas,https://cyberzero.io,"CyberZero — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
confluent-inc,Confluent Inc.,Vendor,Americas,https://www.confluent.io,"Confluent Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
wiz-inc,Wiz Inc.,Vendor,Americas,https://www.wiz.io,"Wiz Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
veritas-technologies-llc,Veritas Technologies LLC,Vendor,Americas,https://www.veritas.com,"Veritas Technologies LLC — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
huawei-technologies-co-ltd,Huawei Technologies Co. Ltd.,Vendor,APAC,https://www.huawei.com,"Huawei Technologies Co. Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
ntt-corporation,NTT Corporation,Vendor,APAC,https://www.ntt.com,"NTT Corporation — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
samsung-sds-co-ltd,Samsung SDS Co. Ltd.,Vendor,APAC,https://www.samsungsds.com,"Samsung SDS Co. Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
centre-for-development-of-telematics-c-dot,Centre for Development of Telematics (C-DOT),Vendor,APAC,https://www.cdot.in,"Centre for Development of Telematics (C-DOT) — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
singapore-telecommunications-ltd,Singapore Telecommunications Ltd.,Vendor,APAC,https://www.singtel.com,"Singapore Telecommunications Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
toshiba-research-europe-ltd,Toshiba Research Europe Ltd.,Vendor,EMEA,https://www.toshiba.eu/pages/eu/Research-and-Development,"Toshiba Research Europe Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
eviden-sas-atos-group,Eviden SAS (Atos Group),Vendor,EMEA,https://eviden.com,"Eviden SAS (Atos Group) — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
orange-sa,Orange S.A.,Vendor,EMEA,https://www.orange-business.com,"Orange S.A. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
secunet-security-networks-ag,secunet Security Networks AG,Vendor,EMEA,https://www.secunet.com,"secunet Security Networks AG — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
genua-gmbh-bundesdruckerei-group,Genua GmbH (Bundesdruckerei Group),Vendor,EMEA,https://www.genua.de,"Genua GmbH (Bundesdruckerei Group) — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
vodafone-group-plc,Vodafone Group Plc,Vendor,EMEA,https://www.vodafone.com,"Vodafone Group Plc — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
hp-inc,HP Inc.,Vendor,Americas,https://www.hp.com,"HP Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
powerdns-bv-desec-ev,PowerDNS BV / deSEC e.V.,Vendor,EMEA,https://www.powerdns.com,"PowerDNS BV / deSEC e.V. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
national-security-research-institute-nsri-nis,National Security Research Institute (NSRI / NIS),Vendor,APAC,https://www.nsr.re.kr,"National Security Research Institute (NSRI / NIS) — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
department-of-science-and-technology-dst-india,Department of Science and Technology (DST) India,Vendor,APAC,https://dst.gov.in,"Department of Science and Technology (DST) India — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
curl-project-daniel-stenberg,curl Project (Daniel Stenberg),Vendor,EMEA,https://curl.se,"curl Project (Daniel Stenberg) — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
pqcee-inc,pQCee Inc.,Vendor,Americas,https://www.pqcee.com/,"pQCee Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_authoritative
quantum-xchange-inc,Quantum Xchange Inc.,Vendor,Americas,https://quantumxc.com,"Quantum Xchange Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
quantum-emotion-inc,Quantum eMotion Inc.,Vendor,Americas,https://www.quantumemotion.com,"Quantum eMotion Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
kivicore-oy,KiviCore Oy,Vendor,EMEA,https://kivicore.com,"KiviCore Oy — primary vendor website, sourced from the vendors catalog's existing verified record.",No,No,No,No,No,No,Yes,No,2026-07-07,url_needs_review
