ref_id,source_name,category,source_type,pillar,maturity_level,asset_class,requirement,evidence_quote,evidence_location,source_url,confidence,extraction_model,extraction_date,status,deprecated_at,deprecated_reason
NIST-ACVP,NIST Automated Cryptographic Validation Protocol (ACVP),Certification Schemes,Compliance Framework,assurance,3,libraries,Complete cryptographic algorithm validation as a prerequisite for FIPS 140 module validation.,"Cryptographic algorithm validation is a prerequisite of cryptographic module validation. ... For an algorithm implementation to be listed on a cryptographic module validation certificate as an Approved security function, the algorithm implementation must ... successfully complete the cryptographic algorithm validation process.",Relationship of Algorithm Validation to FIPS 140 Module Validation,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
NIST-ACVP,NIST Automated Cryptographic Validation Protocol (ACVP),Certification Schemes,Compliance Framework,governance,2,all,"Adhere to CAVP Management Manual responsibilities for vendors, labs, and validation authorities.","The CAVP Management Manual provides effective guidance for the CAVP Validation Authorities, CST laboratories, and vendors who participate in the program. It outlines the management activities and specific responsibilities of the various participating groups",CAVP Management Manual,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
NIST-ACVP,NIST Automated Cryptographic Validation Protocol (ACVP),Certification Schemes,Compliance Framework,inventory,2,libraries,"Maintain records of validated implementations including vendor, environment, and validation date via the validation list.","An algorithm implementation successfully tested by a lab and validated by NIST is added to an appropriate validation list, which identifies the vendor, implementation, operational environment, validation date and algorithm details.",Overview,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
NIST-SP-800-90B,SP 800-90B: Recommendation for the Entropy Sources Used for Random Bit Generation,Certification Schemes,Standard,assurance,3,all,Validate entropy sources using NIST SP 800-90B specified tests and estimation methods to determine min-entropy before deployment in RBGs.,Conformance testing for implementations of this Recommendation will be conducted within the framework of the Cryptographic Algorithm Validation Program (CAVP) and the Cryptographic Module Validation Program (CMVP).,Section: Conformance Testing,https://csrc.nist.gov/pubs/sp/800/90/b/final,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
NIST-SP-800-90B,SP 800-90B: Recommendation for the Entropy Sources Used for Random Bit Generation,Certification Schemes,Standard,assurance,3,all,Perform initial entropy estimation and restart tests as part of the validation process to establish the min-entropy floor for the noise source.,3.1 Validation Process ... 3.1.3 Initial Entropy Estimate ... 3.1.4 Restart Tests,Section 3.1,https://csrc.nist.gov/pubs/sp/800/90/b/final,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
NIST-SP-800-90B,SP 800-90B: Recommendation for the Entropy Sources Used for Random Bit Generation,Certification Schemes,Standard,observability,3,all,Implement continuous health tests (Repetition Count or Adaptive Proportion) on the entropy source to detect failures in real-time.,4.4 Approved Continuous Health Tests ... 4.4.1 Repetition Count Test ... 4.4.2 Adaptive Proportion Test,Section 4.4,https://csrc.nist.gov/pubs/sp/800/90/b/final,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
NIST-SP-800-90B,SP 800-90B: Recommendation for the Entropy Sources Used for Random Bit Generation,Certification Schemes,Standard,observability,3,all,"Define and implement a failure response mechanism for health tests, such as halting output or replacing the entropy source, upon test failure.",4.3 Requirements for Health Tests ... The entropy source shall include a mechanism to respond to a health test failure.,Section 4.3,https://csrc.nist.gov/pubs/sp/800/90/b/final,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
NIST-SP-800-90B,SP 800-90B: Recommendation for the Entropy Sources Used for Random Bit Generation,Certification Schemes,Standard,lifecycle,2,all,Document the validation track (IID vs. non-IID) and the specific entropy estimation methods used for each entropy source in the system inventory.,3.1.2 Determining the track: IID track vs. non-IID track ... 3.1.5 Entropy Estimation for Entropy Sources Using a Conditioning Component,"Section 3.1.2, 3.1.5",https://csrc.nist.gov/pubs/sp/800/90/b/final,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
NIST-SP-800-90B,SP 800-90B: Recommendation for the Entropy Sources Used for Random Bit Generation,Certification Schemes,Standard,governance,2,all,Assign responsibility for entropy source validation and health test configuration to entities implementing or configuring applications incorporating this Recommendation.,"Some of these requirements may be out-of-scope for CAVP or CMVP validation testing, and thus are the responsibility of entities using, implementing, installing or configuring applications that incorporate this Recommendation.",Section: Conformance Testing,https://csrc.nist.gov/pubs/sp/800/90/b/final,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
Saudi-NCA-ECC2-2024,Saudi Arabia National Cybersecurity Authority — Essential Cybersecurity Controls ECC-2:2024,Compliance Frameworks,Regulation,governance,2,all,"Establish a cybersecurity governance framework defining strategy, management structures, and roles to ensure compliance with NCA policies and protect national interests.","NCA’s powers and duties fulfill the strategic cybersecurity needs and the need to develop cybersecurity policies, governance mechanisms, frameworks, standards, controls, and guidelines... NCA’s Statute states that no public agency... shall be relieved from their responsibility towards their own cybersecurity",Executive Summary / Page 6,https://cdn.nca.gov.sa/api/files/public/upload/86e09090-44e4-481f-bc28-355673607654_ECC--2024-EN.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
Saudi-NCA-ECC2-2024,Saudi Arabia National Cybersecurity Authority — Essential Cybersecurity Controls ECC-2:2024,Compliance Frameworks,Regulation,governance,2,all,Define and document cybersecurity roles and responsibilities within the entity to ensure clear ownership of security obligations and adherence to the ECC.,1-4 Cybersecurity Roles and Responsibilities,Subdomains / Page 11,https://cdn.nca.gov.sa/api/files/public/upload/86e09090-44e4-481f-bc28-355673607654_ECC--2024-EN.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
Saudi-NCA-ECC2-2024,Saudi Arabia National Cybersecurity Authority — Essential Cybersecurity Controls ECC-2:2024,Compliance Frameworks,Regulation,governance,2,all,Develop and maintain formal cybersecurity policies and procedures that align with national laws and NCA standards to guide security operations.,1-3 Cybersecurity Policies and Procedures,Subdomains / Page 11,https://cdn.nca.gov.sa/api/files/public/upload/86e09090-44e4-481f-bc28-355673607654_ECC--2024-EN.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
Saudi-NCA-ECC2-2024,Saudi Arabia National Cybersecurity Authority — Essential Cybersecurity Controls ECC-2:2024,Compliance Frameworks,Regulation,governance,2,all,"Implement a cybersecurity risk management process to identify, assess, and mitigate risks to information and technology assets in accordance with the ECC.",1-5 Cybersecurity Risk Management,Subdomains / Page 11,https://cdn.nca.gov.sa/api/files/public/upload/86e09090-44e4-481f-bc28-355673607654_ECC--2024-EN.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
Saudi-NCA-ECC2-2024,Saudi Arabia National Cybersecurity Authority — Essential Cybersecurity Controls ECC-2:2024,Compliance Frameworks,Regulation,assurance,2,all,Conduct periodic cybersecurity reviews and audits to verify ongoing compliance with the Essential Cybersecurity Controls and identify areas for improvement.,1-8 Periodical Cybersecurity Review and Audit,Subdomains / Page 11,https://cdn.nca.gov.sa/api/files/public/upload/86e09090-44e4-481f-bc28-355673607654_ECC--2024-EN.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
Saudi-NCA-ECC2-2024,Saudi Arabia National Cybersecurity Authority — Essential Cybersecurity Controls ECC-2:2024,Compliance Frameworks,Regulation,assurance,2,all,"Ensure compliance with cybersecurity standards, laws, and regulations through continuous monitoring and assessment by the NCA or self-assessment.","1-7 Compliance with Cybersecurity Standards, Laws and Regulations... The NCA shall evaluate the entities’ compliance with the ECC through multiple means, such as self-assessment... and/or field auditing visits",Subdomains / Page 11; Implementation and Compliance / Page 9,https://cdn.nca.gov.sa/api/files/public/upload/86e09090-44e4-481f-bc28-355673607654_ECC--2024-EN.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
Saudi-NCA-ECC2-2024,Saudi Arabia National Cybersecurity Authority — Essential Cybersecurity Controls ECC-2:2024,Compliance Frameworks,Regulation,governance,2,all,Integrate cybersecurity considerations into information and technology project management to ensure security is addressed throughout the project lifecycle.,1-6 Cybersecurity in Information and Technology Project Management,Subdomains / Page 11,https://cdn.nca.gov.sa/api/files/public/upload/86e09090-44e4-481f-bc28-355673607654_ECC--2024-EN.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
Saudi-NCA-ECC2-2024,Saudi Arabia National Cybersecurity Authority — Essential Cybersecurity Controls ECC-2:2024,Compliance Frameworks,Regulation,governance,2,all,Establish a cybersecurity awareness and training program to ensure personnel understand their security responsibilities and the entity's policies.,1-10 Cybersecurity Awareness and Training Program,Subdomains / Page 11,https://cdn.nca.gov.sa/api/files/public/upload/86e09090-44e4-481f-bc28-355673607654_ECC--2024-EN.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
Saudi-NCA-ECC2-2024,Saudi Arabia National Cybersecurity Authority — Essential Cybersecurity Controls ECC-2:2024,Compliance Frameworks,Regulation,governance,2,all,"Define cybersecurity requirements for human resources processes, including background checks and security obligations for employees and contractors.",1-9 Cybersecurity in Human Resources,Subdomains / Page 11,https://cdn.nca.gov.sa/api/files/public/upload/86e09090-44e4-481f-bc28-355673607654_ECC--2024-EN.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
IN-CERTIN-QBOM-Guidelines-2025,"India CERT-In Technical Guidelines on SBOM, QBOM, CBOM, AIBOM, and HBOM v2.0",Compliance Frameworks,Government Guidance,governance,2,all,"Establish defined roles and responsibilities for SBOM creation, management, and distribution within the organization.",5.1 Establish Roles and Responsibilities... Steps to Establish Roles & Responsibilities,Section 5.1 / Figure 6,"https://www.cert-in.org.in/PDF/TechnicalGuidelines-on-SBOM,QBOM&CBOM,AIBOM_and_HBOM_ver2.0.pdf",high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
IN-CERTIN-QBOM-Guidelines-2025,"India CERT-In Technical Guidelines on SBOM, QBOM, CBOM, AIBOM, and HBOM v2.0",Compliance Frameworks,Government Guidance,governance,2,software,Mandate the inclusion of SBOM requirements in all software procurement and purchase processes.,"It is recommended that all the Government, Public Sector and Essential Services Organizations should include requirements for SBOM in all their software and solutions purchase/procurement.",Section 2.1,"https://www.cert-in.org.in/PDF/TechnicalGuidelines-on-SBOM,QBOM&CBOM,AIBOM_and_HBOM_ver2.0.pdf",high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
IN-CERTIN-QBOM-Guidelines-2025,"India CERT-In Technical Guidelines on SBOM, QBOM, CBOM, AIBOM, and HBOM v2.0",Compliance Frameworks,Government Guidance,inventory,3,libraries,"Maintain a comprehensive inventory of all software components, libraries, and modules used in software construction.","An SBOM is list of all the components, libraries, and modules that make up a software, providing transparency into its composition.",Section 1,"https://www.cert-in.org.in/PDF/TechnicalGuidelines-on-SBOM,QBOM&CBOM,AIBOM_and_HBOM_ver2.0.pdf",high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
IN-CERTIN-QBOM-Guidelines-2025,"India CERT-In Technical Guidelines on SBOM, QBOM, CBOM, AIBOM, and HBOM v2.0",Compliance Frameworks,Government Guidance,inventory,3,software,Document minimum elements for Cryptographic BOM (CBOM) including cryptographic assets and algorithms used.,8.3 Minimum elements of QBOM & CBOM... Table 9 : Minimum Elements pertaining to Cryptographic Asset,Section 8.3 / Table 9,"https://www.cert-in.org.in/PDF/TechnicalGuidelines-on-SBOM,QBOM&CBOM,AIBOM_and_HBOM_ver2.0.pdf",high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
IN-CERTIN-QBOM-Guidelines-2025,"India CERT-In Technical Guidelines on SBOM, QBOM, CBOM, AIBOM, and HBOM v2.0",Compliance Frameworks,Government Guidance,lifecycle,2,software,Integrate SBOM inventory into the vulnerability management workflow to track and patch known vulnerabilities.,It is also recommended that security teams of user organizations should include SBOM inventory in work flow of vulnerability management.,Section 2.1,"https://www.cert-in.org.in/PDF/TechnicalGuidelines-on-SBOM,QBOM&CBOM,AIBOM_and_HBOM_ver2.0.pdf",high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
IN-CERTIN-QBOM-Guidelines-2025,"India CERT-In Technical Guidelines on SBOM, QBOM, CBOM, AIBOM, and HBOM v2.0",Compliance Frameworks,Government Guidance,lifecycle,2,software,Develop a quantum-readiness and migration strategy for cryptographic assets identified in the CBOM.,8.5 Quantum-Readiness and Migration Strategy,Section 8.5,"https://www.cert-in.org.in/PDF/TechnicalGuidelines-on-SBOM,QBOM&CBOM,AIBOM_and_HBOM_ver2.0.pdf",high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
IN-CERTIN-QBOM-Guidelines-2025,"India CERT-In Technical Guidelines on SBOM, QBOM, CBOM, AIBOM, and HBOM v2.0",Compliance Frameworks,Government Guidance,assurance,2,software,Ensure SBOMs are used to streamline adherence to security regulations and provide transparency in software composition.,"v. Assist in Ensuring Compliance: SBOM helps organizations to streamline adherence to security regulations, guidelines and best practices on software security by providing required transparency in software composition.",Section 1,"https://www.cert-in.org.in/PDF/TechnicalGuidelines-on-SBOM,QBOM&CBOM,AIBOM_and_HBOM_ver2.0.pdf",high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
UK-CMORG-PQC-Guidance-2025,CMORG Guidance for Post-Quantum Cryptography (UK Financial Sector),Compliance Frameworks,Government Guidance,inventory,2,all,"Create a comprehensive inventory of all cryptographic assets, identifying usage across data-in-transit, at-rest, and in-use, including metadata on ownership and lifecycle.","Financial Institutions should create a comprehensive inventory of all cryptographic assets within their organisation. This involves identifying where cryptography... is used across data-in-transit, data-at-rest, and data-in-use.","Section 5, Step 1: Cryptographic Inventory",https://www.cmorg.org.uk/sites/default/files/2025-06/CMORG%20-%20Guidance%20for%20Post-Quantum%20Cryptography%20-%20April%202025%20-%20TLP%20CLEAR%20(1).pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
UK-CMORG-PQC-Guidance-2025,CMORG Guidance for Post-Quantum Cryptography (UK Financial Sector),Compliance Frameworks,Government Guidance,inventory,2,keys,"Track cryptographic algorithms and keys, capturing metadata such as ownership, usage, and lifecycle management to ensure a full picture of the landscape.","The inventory should not only track cryptographic algorithm and keys, but also capture metadata like ownership, usage, and lifecycle management.","Section 5, Step 1: Cryptographic Inventory",https://www.cmorg.org.uk/sites/default/files/2025-06/CMORG%20-%20Guidance%20for%20Post-Quantum%20Cryptography%20-%20April%202025%20-%20TLP%20CLEAR%20(1).pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
UK-CMORG-PQC-Guidance-2025,CMORG Guidance for Post-Quantum Cryptography (UK Financial Sector),Compliance Frameworks,Government Guidance,governance,2,all,"Conduct risk assessments to evaluate quantum vulnerability of each asset, accounting for data shelf life, migration timelines, and algorithm-specific threat emergence.","Next, a risk assessment should be conducted to evaluate the quantum vulnerability of each cryptographic asset. This process should account for variability in timelines... Factors to consider include the shelf life of encrypted data...","Section 5, Step 2: Risk Assessment",https://www.cmorg.org.uk/sites/default/files/2025-06/CMORG%20-%20Guidance%20for%20Post-Quantum%20Cryptography%20-%20April%202025%20-%20TLP%20CLEAR%20(1).pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
UK-CMORG-PQC-Guidance-2025,CMORG Guidance for Post-Quantum Cryptography (UK Financial Sector),Compliance Frameworks,Government Guidance,governance,2,all,"Develop a prioritisation framework to address high-risk areas first, focusing on long-lived sensitive data and systems with extensive third-party dependencies.","Developing a prioritisation framework helps in managing resources effectively and ensuring that the most critical vulnerabilities are addressed first. Systems that protect long-lived, sensitive data... may also require more immediate attention.","Section 5, Step 3: Prioritisation",https://www.cmorg.org.uk/sites/default/files/2025-06/CMORG%20-%20Guidance%20for%20Post-Quantum%20Cryptography%20-%20April%202025%20-%20TLP%20CLEAR%20(1).pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
UK-CMORG-PQC-Guidance-2025,CMORG Guidance for Post-Quantum Cryptography (UK Financial Sector),Compliance Frameworks,Government Guidance,lifecycle,2,software,Implement crypto-agile systems capable of quickly adapting to future cryptographic requirements and quantum threats during remediation.,"Additionally, financial institutions must ensure they have crypto-agile systems that can quickly adapt to future cryptographic requirements and quantum threat.","Section 5, Step 4: Remediation",https://www.cmorg.org.uk/sites/default/files/2025-06/CMORG%20-%20Guidance%20for%20Post-Quantum%20Cryptography%20-%20April%202025%20-%20TLP%20CLEAR%20(1).pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
UK-CMORG-PQC-Guidance-2025,CMORG Guidance for Post-Quantum Cryptography (UK Financial Sector),Compliance Frameworks,Government Guidance,lifecycle,2,all,"Adopt a phased approach for integrating Post-Quantum Cryptography standards, collaborating with vendors to minimize disruption during migration.",Collaboration with vendors and implementing a phased approach for integrating PQC will be key to minimising disruptions while securing critical systems against future quantum threats.,"Section 5, Step 4: Remediation",https://www.cmorg.org.uk/sites/default/files/2025-06/CMORG%20-%20Guidance%20for%20Post-Quantum%20Cryptography%20-%20April%202025%20-%20TLP%20CLEAR%20(1).pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
UK-CMORG-PQC-Guidance-2025,CMORG Guidance for Post-Quantum Cryptography (UK Financial Sector),Compliance Frameworks,Government Guidance,governance,2,all,"Assess and align third-party vendor capabilities with quantum-resistant standards to facilitate a seamless transition, given reliance on external solutions.","Given financial institutions’ reliance on third-party solutions, it is imperative to assess and align vendors' capabilities with quantum-resistant standards to facilitate a seamless transition.",Section 1: Executive Summary,https://www.cmorg.org.uk/sites/default/files/2025-06/CMORG%20-%20Guidance%20for%20Post-Quantum%20Cryptography%20-%20April%202025%20-%20TLP%20CLEAR%20(1).pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
FIPS 204,Module-Lattice-Based Digital Signature Standard (ML-DSA),Technical Standards,Digital Signature,governance,2,all,Designate a responsible authority to ensure the overall implementation provides an acceptable level of security.,The responsible authority in each agency or department shall ensure that an overall implementation provides an acceptable level of security.,Announcement Section 14,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.204.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
FIPS 204,Module-Lattice-Based Digital Signature Standard (ML-DSA),Technical Standards,Digital Signature,governance,2,keys,Guard against the disclosure of private keys to maintain the security of the digital signature system.,"Signatories shall, therefore, guard against the disclosure of their private keys.",Announcement Section 14,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.204.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
FIPS 204,Module-Lattice-Based Digital Signature Standard (ML-DSA),Technical Standards,Digital Signature,governance,2,keys,Restrict digital signature key pairs from being used for purposes other than digital signatures.,Agencies are advised that digital signature key pairs shall not be used for other purposes.,Announcement Section 8,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.204.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
FIPS 204,Module-Lattice-Based Digital Signature Standard (ML-DSA),Technical Standards,Digital Signature,assurance,3,libraries,Ensure cryptographic modules implementing the standard are designed and built in a secure manner by the implementer.,It is the responsibility of an implementer to ensure that any module that implements a digital signature capability is designed and built in a secure manner.,Announcement Section 14,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.204.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
FIPS 204,Module-Lattice-Based Digital Signature Standard (ML-DSA),Technical Standards,Digital Signature,assurance,3,libraries,Employ only cryptographic algorithms approved for protecting Federal Government-sensitive information in implementations.,Digital signature implementations that comply with this standard shall employ cryptographic algorithms that have been approved for protecting Federal Government-sensitive information.,Announcement Section 9,https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.204.pdf,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
EU-NIS-CG-Roadmap-v1.1,EU NIS Cooperation Group — Coordinated Implementation Roadmap for PQC Transition v1.1,Compliance Frameworks,International Frameworks,governance,2,all,Establish mature cryptographic asset management to facilitate the transition to PQC and improve cryptographic agility.,It is recommended to ensure that the quantum threat becomes a part of risk management of all relevant entities and to establish mature cryptographic asset management to facilitate the transition to PQC and to improve cryptographic agility in general.,"Executive Summary, Page 2",https://ec.europa.eu/newsroom/dae/redirection/document/117507,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
EU-NIS-CG-Roadmap-v1.1,EU NIS Cooperation Group — Coordinated Implementation Roadmap for PQC Transition v1.1,Compliance Frameworks,International Frameworks,governance,2,all,Initiate a national PQC transition strategy by the end of 2026 and coordinate efforts at the EU level.,"In particular, it is recommended that all Member States initiate a national PQC transition strategy following First Steps by the end of 2026 and coordinate their efforts at the EU level.","Executive Summary, Page 2",https://ec.europa.eu/newsroom/dae/redirection/document/117507,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
EU-NIS-CG-Roadmap-v1.1,EU NIS Cooperation Group — Coordinated Implementation Roadmap for PQC Transition v1.1,Compliance Frameworks,International Frameworks,governance,2,all,Include the quantum threat as part of the risk management processes for all relevant entities.,It is recommended to ensure that the quantum threat becomes a part of risk management of all relevant entities...,"Executive Summary, Page 2",https://ec.europa.eu/newsroom/dae/redirection/document/117507,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
EU-NIS-CG-Roadmap-v1.1,EU NIS Cooperation Group — Coordinated Implementation Roadmap for PQC Transition v1.1,Compliance Frameworks,International Frameworks,lifecycle,2,all,"Transition high-risk use cases to PQC as soon as possible, no later than the end of 2030.","At the same time, high-risk use cases should be transitioned to PQC as soon as possible, no later than the end of 2030.","Executive Summary, Page 2",https://ec.europa.eu/newsroom/dae/redirection/document/117507,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
EU-NIS-CG-Roadmap-v1.1,EU NIS Cooperation Group — Coordinated Implementation Roadmap for PQC Transition v1.1,Compliance Frameworks,International Frameworks,lifecycle,2,all,Complete the PQC transition for as many systems as practically feasible by 2035.,"By 2035, the transition should be completed for as many systems as practically feasible.","Executive Summary, Page 2",https://ec.europa.eu/newsroom/dae/redirection/document/117507,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
EU-NIS-CG-Roadmap-v1.1,EU NIS Cooperation Group — Coordinated Implementation Roadmap for PQC Transition v1.1,Compliance Frameworks,International Frameworks,lifecycle,2,all,Enable quantum-safe upgrades by default during the transition phase.,"Furthermore, quantum-safe upgrades should then be enabled by default and the PQC transition plans should be refined...","Executive Summary, Page 2",https://ec.europa.eu/newsroom/dae/redirection/document/117507,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
EU-NIS-CG-Roadmap-v1.1,EU NIS Cooperation Group — Coordinated Implementation Roadmap for PQC Transition v1.1,Compliance Frameworks,International Frameworks,lifecycle,2,all,"Use standardized and tested hybrid solutions when migrating to post-quantum cryptographic solutions, whenever feasible.","When migrating to post-quantum cryptographic solutions, it is recommended to use standardised and tested hybrid solutions, whenever feasible and suitable.","Executive Summary, Page 2",https://ec.europa.eu/newsroom/dae/redirection/document/117507,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
EU-NIS-CG-Roadmap-v1.1,EU NIS Cooperation Group — Coordinated Implementation Roadmap for PQC Transition v1.1,Compliance Frameworks,International Frameworks,inventory,2,all,Maintain a structured overview of cryptographic assets to support the PQC transition.,cryptographic inventory: A structured overview of cryptographic assets.,"Section 3.2 Definitions, Page 5",https://ec.europa.eu/newsroom/dae/redirection/document/117507,medium,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
Post-Quantum-Credential-Binding-for-x402-Agentic-Payment-Aut,Post-Quantum Credential Binding for x402 Agentic Payment Authorization,Technical Standards,Digital Signature,inventory,2,keys,Maintain a trusted-key registry for issuers to verify public key hashes against credential envelopes before signature verification.,The gateway MUST verify that the [hash] in the envelope matches the [hash] of the issuer's public key in its trusted-key registry before proceeding to signature verification.,Section 2.2,https://datatracker.ietf.org/doc/draft-hopley-x402-pqc-credential-binding/,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
Post-Quantum-Credential-Binding-for-x402-Agentic-Payment-Aut,Post-Quantum Credential Binding for x402 Agentic Payment Authorization,Technical Standards,Digital Signature,lifecycle,2,keys,Rotate Falcon-1024 signing keys at least annually to manage key lifecycle and support versioning via the key_id field.,Issuers SHOULD rotate Falcon-1024 keys at least annually. The key_id field allows gateways to maintain a key registry and identify credentials by key version without revoking the full issuer DID.,Section 7.4,https://datatracker.ietf.org/doc/draft-hopley-x402-pqc-credential-binding/,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
Post-Quantum-Credential-Binding-for-x402-Agentic-Payment-Aut,Post-Quantum Credential Binding for x402 Agentic Payment Authorization,Technical Standards,Digital Signature,observability,2,software,"Track issued session token nonces to detect and reject replayed tokens, ensuring real-time detection of unauthorized reuse.",Gateways MUST track issued [nonce] values and reject replayed tokens.,Section 7.3,https://datatracker.ietf.org/doc/draft-hopley-x402-pqc-credential-binding/,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
Post-Quantum-Credential-Binding-for-x402-Agentic-Payment-Aut,Post-Quantum Credential Binding for x402 Agentic Payment Authorization,Technical Standards,Digital Signature,observability,2,software,Track cumulative spend per agent in-process and reject requests when the limit is exceeded to enforce policy constraints.,"The gateway tracks cumulative spend per [agent_id] in-process... If [spend] > [limit], the gateway MUST reject the request with HTTP 402.",Section 5.1,https://datatracker.ietf.org/doc/draft-hopley-x402-pqc-credential-binding/,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
Cross-Issuer-ZKP-Federation-for-Post-Quantum-Agentic-Payment,Cross-Issuer ZKP Federation for Post-Quantum Agentic Payment Credentials,Technical Standards,Protocols,governance,2,keys,Maintain a registry of trusted issuer public keys and reject credentials from issuers not explicitly listed in this registry.,The validator MUST NOT accept credentials from issuers not in its registry. This is the sole trust boundary: the validator trusts specific issuer keys...,Section 4,https://datatracker.ietf.org/doc/draft-hopley-x402-federation-zkp/,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
Cross-Issuer-ZKP-Federation-for-Post-Quantum-Agentic-Payment,Cross-Issuer ZKP Federation for Post-Quantum Agentic Payment Credentials,Technical Standards,Protocols,lifecycle,2,keys,Rotate the validator's HMAC signing key regularly and revoke outstanding tokens by advancing the token's version upon rotation.,Operators SHOULD rotate the validator key regularly and revoke outstanding tokens on rotation by advancing the token's version.,Section 7.6,https://datatracker.ietf.org/doc/draft-hopley-x402-federation-zkp/,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
Cross-Issuer-ZKP-Federation-for-Post-Quantum-Agentic-Payment,Cross-Issuer ZKP Federation for Post-Quantum Agentic Payment Credentials,Technical Standards,Protocols,governance,2,software,Configure the validator to enforce issuer-DID uniqueness if distinct issuers are required for cross-issuer composition.,Operators that require distinct issuers SHOULD enforce issuer-DID uniqueness in the validator configuration.,Section 8.3,https://datatracker.ietf.org/doc/draft-hopley-x402-federation-zkp/,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
Cross-Issuer-ZKP-Federation-for-Post-Quantum-Agentic-Payment,Cross-Issuer ZKP Federation for Post-Quantum Agentic Payment Credentials,Technical Standards,Protocols,governance,2,software,Configure the validator to require cross-issuer evidence (min_issuers > 1) to demonstrate cross-issuer composition capabilities.,Operators SHOULD configure min_issuers to require cross-issuer evidence. A value of 1 provides single-issuer mode...,Section 8.2,https://datatracker.ietf.org/doc/draft-hopley-x402-federation-zkp/,high,mlx-community/Qwen3.6-27B-8bit,2026-08-31,active,,
