patent_number,title,inventors,assignee,priority_date,issue_date,cpc_codes,one_sentence_summary,primary_inventive_claim,crypto_agility_mode,migration_strategy,quantum_relevance,quantum_notes,protocols,classical_algorithms,pqc_algorithms,quantum_technology,key_management_ops,hardware_components,authentication_factors,standards_referenced,threat_model,entropy_source,primitive_types,application_domain,independent_claim_subjects,performance_claims,data_types_protected,compliance_targets,citation_graph,claim_dependencies,nist_round_status
20230269250,ONBOARDING AND ENROLLMENT OF INTERNET OF THINGS DEVICES VIA FEDERATED WIRELESS NETWORKS AND OPENROAMING FRAMEWORK,CANPOLAT; Necati et al.,Intel Corporation,2022-12-22,2023-08-24,H04L63/0876;H04L9/006;H04L9/0825;H04L9/0894;H04L9/3263;H04L41/0806;H04L61/4511;H04L63/0823,"Systems and methods for zero-touch onboarding of IoT devices to federated wireless networks using OpenRoaming frameworks, PKI certificates, and EAP authentication protocols.",The invention provides a mechanism for zero-touch automatic onboarding of IoT devices by leveraging the Federated OpenRoaming framework. It utilizes PKI-based certificates and tokens provisioned at manufacturing to enable devices to authenticate via EAP with deployment site access networks without prior configuration.,classical_only,none,none,none,PKI; EAP; RADIUS; RadSec; TLS; DNS; IEEE 802.11,,,none,distribution; storage,IoT; mobile; access point,possession,IEEE 802.11; X.509,,,signature; KEM,IoT; telecom; PKI,device for IoT onboarding; non-transitory computer-readable medium; method for IoT onboarding,,,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""device for IoT onboarding""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""IoT provisioning profile establishment""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""tokens, certificates, or NAI realm""}, {""claim"": 4, ""depends_on"": [2], ""subject"": ""OpenRoaming Federation registration""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""obtaining PKI certificate""}, {""claim"": 6, ""depends_on"": [5], ""subject"": ""PKI certificate for secure tunnel""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""profile based on device ID""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""DNS lookup of IoT service platform""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""device control and management""}, {""claim"": 10, ""depends_on"": [], ""subject"": ""non-transitory computer-readable medium""}, {""claim"": 11, ""depends_on"": [10], ""subject"": ""IoT provisioning profile establishment""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""tokens, certificates, or NAI realm""}, {""claim"": 13, ""depends_on"": [11], ""subject"": ""OpenRoaming Federation registration""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""obtaining PKI certificate""}, {""claim"": 15, ""depends_on"": [14], ""subject"": ""PKI certificate for secure tunnel""}, {""claim"": 16, ""depends_on"": [10], ""subject"": ""profile based on device ID""}, {""claim"": 17, ""depends_on"": [10], ""subject"": ""DNS lookup of IoT service platform""}, {""claim"": 18, ""depends_on"": [10], ""subject"": ""device control and management""}, {""claim"": 19, ""depends_on"": [], ""subject"": ""method for IoT onboarding""}, {""claim"": 20, ""depends_on"": [19], ""subject"": ""IoT provisioning profile establishment""}]",[]
20230246819,PUBLIC KEY INFRASTRUCTURE BASED SESSION AUTHENTICATION,"Schumann, III; Robert Walter et al.","Juniper Networks, Inc.",2022-02-01,2023-08-03,H04L9/0825;H04L63/0823;H04L9/006;H04L9/0861;H04L9/14;H04L9/3247;H04L9/3263;H04L63/0227;H04L63/126;H04L63/164;H04L63/20,A network device authenticates sessions by verifying PKI-signed metadata containing identity context information within packets to apply policy rules without external queries.,The invention embeds PKI information and identity context data as metadata distinct from the packet header. A network device verifies this metadata using the embedded public key and applies policy rules based on the verified identity context.,classical_only,none,none,none,PKI; TLS; TCP; UDP; IP,AES; RC4; RC5; RC6; DES; IDEA; Blowfish; SHA-256,,none,generation; exchange; distribution; rotation,smart-card; IoT; mobile,possession,RFC 793; RFC 768,MITM; replay,,symmetric-cipher; signature; hash,telecom; cloud; PKI; government,network device; method; client device,,session-keys; identity-context,,US9729439,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""network device""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""PKI info comprises public key and signature verification""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""symmetric encryption key generation and exchange""}, {""claim"": 4, ""depends_on"": [3], ""subject"": ""symmetric encryption key identifier""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""table mapping key identifier to key and policy rules""}, {""claim"": 6, ""depends_on"": [3], ""subject"": ""interval to generate new symmetric key""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""PKI info from digital certificate""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""identity context information types""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""symmetric encryption of payload""}, {""claim"": 10, ""depends_on"": [], ""subject"": ""method""}, {""claim"": 11, ""depends_on"": [10], ""subject"": ""sending packet with metadata""}, {""claim"": 12, ""depends_on"": [10], ""subject"": ""signature verification""}, {""claim"": 13, ""depends_on"": [10], ""subject"": ""symmetric key exchange""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""TLS connection establishment with certificate validation""}, {""claim"": 15, ""depends_on"": [13], ""subject"": ""symmetric key identifier""}, {""claim"": 16, ""depends_on"": [13], ""subject"": ""key rotation interval""}, {""claim"": 17, ""depends_on"": [10], ""subject"": ""modifying packet with session identifier""}, {""claim"": 18, ""depends_on"": [], ""subject"": ""client device""}, {""claim"": 19, ""depends_on"": [18], ""subject"": ""symmetric key exchange""}, {""claim"": 20, ""depends_on"": [18], ""subject"": ""identity context and PKI info details""}]",[]
11711378,Cybersecurity infection detection system and method,Nemovicher; C. Kerry,CRYTICA SECURITY INC.,2021-05-23,2023-07-25,H04L9/0825;H04L63/0442;H04L9/006;H04L63/1408;H04L63/123;H04L9/50;H04L9/3247;H04L63/0421;H04L63/0428,"A cybersecurity infection detection system using redundant self-monitoring probes and monitors that self-destruct upon compromise, utilizing digital signatures, hashing, and encrypted communication channels to ensure defense in depth.","The invention claims a system comprising redundant probes and monitors that perform mutual monitoring and self-destruction upon detection of defects or failed initialization. It utilizes a public-private key infrastructure where private keys are generated dynamically from component hashes rather than stored, ensuring that compromised components cannot decrypt communications or generate valid signatures.",classical_only,none,none,none,PKI,SHA-256; RSA; ECDSA,,none,generation; destruction,IoT; mobile; FPGA,possession; location,,insider; MITM; replay,deterministic-PRNG,signature; hash; symmetric-cipher,cloud; IoT; government,cybersecurity infection detection system,,transactions; system-elements,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""cybersecurity infection detection system""}]",[]
20230188317,APPARATUS AND METHOD WITH HOMOMORPHIC ENCRYPTION,CHOI; Woosuk et al.,"Samsung Electronics Co., Ltd.,Seoul National University R&DB Foundation,Industry Academic Cooperation Foundation, Chosun University,Daegu Gyeongbuk Institute of Science and Technology",2022-08-16,2023-06-15,H04L9/3093;H04L9/006;H04L9/008,An apparatus and method for performing homomorphic encryption operations on encrypted images by packing data into extended tensors to maintain computational efficiency during convolution with strides greater than one.,"The invention claims a method of generating packed data by mapping an encrypted image to an extended tensor based on a mapping constant derived from tensor dimensions. This packed data is then used in a homomorphic convolution operation, followed by rotation and addition to extract valid values, thereby preventing data density loss associated with strided convolutions.",unclear,none,background_only,"Quantum technology is mentioned only in the Background section (Description) stating that homomorphic encryption is 'lattice-based and thus, resistant to quantum algorithms'. No independent or dependent claims require or describe quantum technology; the invention is a classical optimization for homomorphic encryption.",,,,none,,FPGA; mobile,,,quantum-attack,,symmetric-cipher,cloud,An apparatus comprising processors configured to generate packed data and perform homomorphic encryption; A processor-implemented method comprising generating packed data and performing homomorphic encryption; A processor-implemented method comprising determining a mapping constant and performing a convolution operation,throughput; parallelization,encrypted image,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""An apparatus comprising processors configured to generate packed data and perform homomorphic encryption""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""The apparatus further comprising a receiver""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""The apparatus wherein the encrypted image is generated by encoding an input image""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""The apparatus wherein the weight is encoded as a one-dimensional vector""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""The apparatus wherein generating packed data involves determining a mapping constant""}, {""claim"": 6, ""depends_on"": [5], ""subject"": ""The apparatus wherein the mapping constant is based on channels and interval""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""The apparatus wherein generating packed data involves obtaining a mapped tensor""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""The apparatus wherein generating packed data involves copying and arranging tensors""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""The apparatus wherein performing homomorphic encryption involves convolution, rotation, and addition""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""The apparatus wherein generating result involves multiplying valid values by 0 and remaining by 1""}, {""claim"": 11, ""depends_on"": [9], ""subject"": ""The apparatus wherein the result is configured with repeated ciphertexts""}, {""claim"": 12, ""depends_on"": [], ""subject"": ""A processor-implemented method comprising generating packed data and performing homomorphic encryption""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""The method further comprising receiving the encrypted image and weight""}, {""claim"": 14, ""depends_on"": [12], ""subject"": ""The method wherein the encrypted image is generated by encoding an input image""}, {""claim"": 15, ""depends_on"": [12], ""subject"": ""The method wherein the weight is encoded as a one-dimensional vector""}, {""claim"": 16, ""depends_on"": [12], ""subject"": ""The method wherein generating packed data involves determining a mapping constant""}, {""claim"": 17, ""depends_on"": [16], ""subject"": ""The method wherein determining the mapping constant involves channels and interval""}, {""claim"": 18, ""depends_on"": [12], ""subject"": ""The method wherein generating packed data involves obtaining a mapped tensor""}, {""claim"": 19, ""depends_on"": [18], ""subject"": ""The method wherein generating packed data involves copying and arranging tensors""}, {""claim"": 20, ""depends_on"": [12], ""subject"": ""The method wherein performing homomorphic encryption involves convolution, rotation, and addition""}, {""claim"": 21, ""depends_on"": [20], ""subject"": ""The method wherein generating result involves multiplying valid values by 0 and remaining by 1""}, {""claim"": 22, ""depends_on"": [20], ""subject"": ""The method wherein the result is configured with repeated ciphertexts""}, {""claim"": 23, ""depends_on"": [], ""subject"": ""A non-transitory computer-readable storage medium storing instructions""}, {""claim"": 24, ""depends_on"": [], ""subject"": ""A processor-implemented method comprising determining a mapping constant and performing convolution""}, {""claim"": 25, ""depends_on"": [24], ""subject"": ""The method further comprising performing a homomorphic encryption operation""}]",[]
20230162551,TECHNOLOGIES FOR USING NFC OR QR CODE TO COMMISSION A DEVICE TO THE CLOUD,Baumgarte; Joseph W.,Schlage Lock Company LLC,2021-11-19,2023-05-25,G07C9/27;H04L9/0825;G07C9/22;H04L9/006;G07C9/00309,A method for commissioning offline access control devices to a cloud system using NFC or QR codes to retrieve encrypted commissioning data secured by factory-generated cryptographic key pairs.,"The invention enables in-field commissioning of offline access control devices by scanning a unique identifier (NFC/QR) to retrieve cloud-generated commissioning data. This data is encrypted with a public key received from the manufacturer, ensuring only the specific device with the corresponding private key stored in its cryptography circuit can decrypt and apply the configuration.",classical_only,none,background_only,"Quantum technology is mentioned only in the Detailed Description as a potential future embodiment ('one or more quantum-resistant cryptography algorithms may be leveraged... algorithms leveraging a lattice matrix'). It does not appear in any independent or dependent claims, nor is it required for the primary invention.",PKI; X.509,ECC,,none,generation; distribution; storage,HSM; IoT; mobile; NFC,possession,,,,KEM; signature,IoT; cloud,method of commissioning an access control device; access control system for commissioning an access control device,,session-keys; root-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method of commissioning an access control device""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""receiving a cryptographic public key certificate""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""unique identifier as a URI""}, {""claim"": 4, ""depends_on"": [3], ""subject"": ""unique identifier on an NFC tag""}, {""claim"": 5, ""depends_on"": [3], ""subject"": ""unique identifier in a QR code""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""commissioning data contents""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""cloud-based server""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""creating a device twin""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""offline access control device""}, {""claim"": 10, ""depends_on"": [1], ""subject"": ""transmitting to plurality of mobile devices""}, {""claim"": 11, ""depends_on"": [1], ""subject"": ""scanning and automatic communication""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""storing and transmitting commissioning data""}, {""claim"": 13, ""depends_on"": [], ""subject"": ""access control system for commissioning""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""receiving a cryptographic public key certificate""}, {""claim"": 15, ""depends_on"": [13], ""subject"": ""unique identifier as a URI""}, {""claim"": 16, ""depends_on"": [15], ""subject"": ""unique identifier on an NFC tag""}, {""claim"": 17, ""depends_on"": [15], ""subject"": ""unique identifier in a QR code""}, {""claim"": 18, ""depends_on"": [13], ""subject"": ""commissioning data contents""}, {""claim"": 19, ""depends_on"": [13], ""subject"": ""cloud-based server""}, {""claim"": 20, ""depends_on"": [19], ""subject"": ""creating a device twin""}]",[]
20230132554,SYSTEM AND METHOD TO ENABLE PKI- AND PMI-BASED DISTRIBUTED LOCKING OF CONTENT AND DISTRIBUTED UNLOCKING OF PROTECTED CONTENT AND/OR SCORING OF USERS AND/OR SCORING OF END-ENTITY ACCESS MEANS - ADDED,Kravitz; David W. et al.,"T-CENTRAL, INC.",2022-08-11,2023-05-04,G06Q10/107;G06Q40/00;H04L9/321;H04L63/0464;G06Q10/063;H04L9/3263;H04L63/08;H04L67/53;H04L9/3247;H04L9/006;H04L67/125;H04L9/0825;H04L9/0894;H04L67/10;H04L63/0823;H04L63/0435;G06Q50/60;H04L63/061;G06Q30/018,"A distributed system using a Trusted Third Party Attribute Authority to establish secure communication lines between devices via X.509 PKI and PMI, enabling encrypted content sharing and identity verification without central data management.","The invention establishes secure communication lines between devices by issuing digital certificates to the communication line itself rather than just endpoints, using a mediating service provider to validate transactions without accessing data. It utilizes an Inviter-Invitee protocol suite where users vouch for identities and attribute certificates to manage group memberships and access rules.",classical_only,none,none,none,PKI; X.509; PMI; VPN; Active Directory; LDAP,AES,,none,generation; distribution; storage; rotation; destruction,HSM; mobile; desktop; cloud,knowledge; possession,X.509,MITM; impersonation; insider,OS,symmetric-cipher; signature; hash,banking; healthcare; government; cloud; PKI; telecom,method for establishing secure communication between devices; method for establishing secure communication with group prevention; method for establishing electronic delivery agreements,,PII; financial; transactions; digital assets,,US10567361; US10038678; US9455978; US9270663,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for establishing secure communication between devices""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""including group membership in attribute certificate""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""attribute certificate referencing public key""}, {""claim"": 4, ""depends_on"": [2], ""subject"": ""preventing non-member device communication""}, {""claim"": 5, ""depends_on"": [2], ""subject"": ""group includes sub-groups""}, {""claim"": 6, ""depends_on"": [2], ""subject"": ""group includes associated rules""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""devices assuming different identities""}, {""claim"": 8, ""depends_on"": [], ""subject"": ""method for establishing secure communication with third device prevention""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""including group membership in attribute certificate""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""attribute certificate referencing public key""}, {""claim"": 11, ""depends_on"": [9], ""subject"": ""preventing non-member device communication""}, {""claim"": 12, ""depends_on"": [9], ""subject"": ""group includes sub-groups""}, {""claim"": 13, ""depends_on"": [9], ""subject"": ""group includes associated rules""}, {""claim"": 14, ""depends_on"": [8], ""subject"": ""devices assuming different identities""}, {""claim"": 15, ""depends_on"": [], ""subject"": ""method for establishing electronic delivery agreements""}, {""claim"": 16, ""depends_on"": [15], ""subject"": ""including group membership in attribute certificate""}, {""claim"": 17, ""depends_on"": [16], ""subject"": ""attribute certificate referencing public key""}, {""claim"": 18, ""depends_on"": [16], ""subject"": ""preventing non-member device communication""}, {""claim"": 19, ""depends_on"": [16], ""subject"": ""group includes sub-groups""}, {""claim"": 20, ""depends_on"": [16], ""subject"": ""group includes associated rules""}]",[]
20230104332,HSM-MEMORY-EFFICIENT MEANS OF PROVIDING HSM-BASED PKI OPERATIONS FOR VEHICLE CONTROLLERS,Lambert; Robert et al.,Robert Bosch GmbH,2021-10-06,2023-04-06,G06F3/0604;H04L9/3242;G06F3/0673;H04L9/3268;H04L9/3265;H04L9/006;H04L9/3247;G06F3/0659,A memory-efficient method for validating X.509 certificate chains in vehicle HSMs by sequentially processing certificate pairs and storing cryptographic tags for revalidation.,"The invention validates certificate chains in memory-constrained HSMs by storing only a root certificate and a pair of certificates (subordinate and signer) at any time, deleting the signer after verification. It further enables revalidation by storing cryptographic hashes or MACs of validated certificates instead of the full certificate data.",classical_only,none,none,none,PKI; X.509,SHA-256; HMAC,,none,storage,HSM; IoT,possession,,,,signature; hash; MAC,IoT; PKI,method for using a hardware security module; method for using a hardware security module; method for using a hardware security module,memory-efficiency,root-keys; session-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for using a hardware security module""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""certificate pair ordering""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""certificate pair ordering""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""signature verification using public key""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""calculating and storing cryptographic value""}, {""claim"": 6, ""depends_on"": [5], ""subject"": ""cryptographic value as hash or MAC""}, {""claim"": 7, ""depends_on"": [5], ""subject"": ""storing unique identifier with cryptographic value""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""unique identifier as serial number""}, {""claim"": 9, ""depends_on"": [5], ""subject"": ""revalidating using stored cryptographic value""}, {""claim"": 10, ""depends_on"": [5], ""subject"": ""checking CRL and moving values to second data structure""}, {""claim"": 11, ""depends_on"": [1], ""subject"": ""receiving and checking CRL""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""comparing unique identifiers in CRL""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""streaming CRL portions and deleting""}, {""claim"": 14, ""depends_on"": [11], ""subject"": ""validating CRL certificate chain""}, {""claim"": 15, ""depends_on"": [1], ""subject"": ""storing chain in host device memory""}, {""claim"": 16, ""depends_on"": [15], ""subject"": ""host device as vehicle controller""}, {""claim"": 17, ""depends_on"": [1], ""subject"": ""performing cryptographic operation after validation""}, {""claim"": 18, ""depends_on"": [17], ""subject"": ""identifying chain based on operation certificate""}, {""claim"": 19, ""depends_on"": [], ""subject"": ""method for using a hardware security module""}, {""claim"": 20, ""depends_on"": [], ""subject"": ""method for using a hardware security module""}]",[]
20230091851,TECHNIQUES FOR PROTECTING WEB-ACCESS,TAMIR; Alon et al.,RADWARE. LTD,2021-09-22,2023-03-23,H04L9/006;H04L9/3226;H04L9/0825;H04L63/20;H04L9/0838;H04L9/3239;H04L9/30;H04L9/0866;H04L9/3213;H04L9/0869,"A system generates a unique identity key in a browser iFrame thread containing a device fingerprint, IP address, and public encryption key to enforce access admission via an admission controller and blockchain network.","The invention generates a unique identity key within an internal frame (iFrame) thread of a browser, combining a device fingerprint, IP address, and a public-encryption key. This key is registered with an admission controller to enforce access to a protected entity, optionally utilizing blockchain-based authorization.",classical_only,none,none,none,PKI; HTTP; HTTPS; Blockchain,,,none,generation; storage,mobile; IoT,possession; behavior,,bot; botnet; account_takeover; web_scraping; phishing; DoS,OS,signature; hash,blockchain; cloud; web_security,method for identity-based access admission; non-transitory computer readable medium; system for identity-base access admission,,identity_key; fingerprint; IP_address,GDPR,US11019059,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for identity-based access admission""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""generating seed and PKI keys""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""generating and saving fingerprint""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""spawning iFrame thread""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""including identity key in headers""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""blockchain-based access authorization""}, {""claim"": 7, ""depends_on"": [6], ""subject"": ""bias-based and token-based admission""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""collecting keys and generating baselines""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""enforcing access based on policy""}, {""claim"": 10, ""depends_on"": [], ""subject"": ""non-transitory computer readable medium""}, {""claim"": 11, ""depends_on"": [], ""subject"": ""system for identity-base access admission""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""generating seed and PKI keys""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""generating and saving fingerprint""}, {""claim"": 14, ""depends_on"": [11], ""subject"": ""spawning iFrame thread""}, {""claim"": 15, ""depends_on"": [12], ""subject"": ""including identity key in headers""}, {""claim"": 16, ""depends_on"": [12], ""subject"": ""blockchain-based access authorization""}, {""claim"": 17, ""depends_on"": [16], ""subject"": ""bias-based and token-based admission""}, {""claim"": 18, ""depends_on"": [11], ""subject"": ""collecting keys and generating baselines""}, {""claim"": 19, ""depends_on"": [18], ""subject"": ""enforcing access based on policy""}]",[]
20230027006,METHOD AND SYSTEM FOR SHARING SENSOR INSIGHTS BASED ON APPLICATION REQUESTS,MUKHERJEE; Biswaroop et al.,BlackBerry Limited,2021-07-23,2023-01-26,H04L9/3247;H04L63/0823;H04L9/0825;H04L9/006;H04L9/0891;H04L63/0807;H04L9/088;H04L9/3213,A method for securely sharing sensor insights across distributed domains using signed tokens issued by a network domain to authorize applications accessing synthetic sensors.,"The invention provides a method where an application registers with a local anchor to obtain a signed message, which is exchanged with a network domain to receive signed tokens. These tokens authorize the application to request and receive specific insights from synthetic sensors in a second domain.",classical_only,none,none,none,PKI; HTTPS,RSA; ECDSA; SHA-256,,none,generation; distribution; storage; provisioning,IoT; mobile; HSM,possession,,MITM; replay; insider,,signature; hash,IoT; automotive; cloud,method for obtaining insights; computing device for obtaining insights; computer-readable medium for obtaining insights,,sensor-data; application-identity,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for obtaining insights""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""trust relationship between anchor and network domain""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""secure provisioning of anchor""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""signing information package with app details""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""direct request to synthetic sensor""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""request via gateway""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""token expiration time""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""rules for offline token validity""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""specific offline validity rules""}, {""claim"": 10, ""depends_on"": [1], ""subject"": ""token signed by network domain private key""}, {""claim"": 11, ""depends_on"": [], ""subject"": ""computing device for obtaining insights""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""trust relationship""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""secure provisioning""}, {""claim"": 14, ""depends_on"": [11], ""subject"": ""signing information package""}, {""claim"": 15, ""depends_on"": [11], ""subject"": ""direct request""}, {""claim"": 16, ""depends_on"": [11], ""subject"": ""request via gateway""}, {""claim"": 17, ""depends_on"": [11], ""subject"": ""token expiration""}, {""claim"": 18, ""depends_on"": [17], ""subject"": ""offline rules""}, {""claim"": 19, ""depends_on"": [18], ""subject"": ""offline validity specifics""}, {""claim"": 20, ""depends_on"": [11], ""subject"": ""network domain signing""}, {""claim"": 21, ""depends_on"": [], ""subject"": ""computer-readable medium""}]",[]
20220417313,DIGITAL MEDIA DATA MANAGEMENT SYSTEM COMPRISING SOFTWARE-DEFINED DATA STORAGE AND AN ADAPTIVE BITRATE MEDIA STREAMING PROTOCOL,Vinahradau; Ruslan et al.,"Zorachka, Inc.",2021-01-07,2022-12-29,H04L63/0428;H04L65/1045;H04L9/0894;H04L9/006;H04L9/40;H04L65/80;H04L9/3273;H04L63/06;H04L9/0825;G06F21/105;H04L65/65,A digital media management system featuring a proprietary adaptive bitrate streaming protocol and software-defined storage with embedded encryption and PKI-based mutual authentication for secure data transfer.,"The invention claims a digital media data management system integrating a proprietary adaptive bitrate streaming protocol (HOVSP) and a software-defined storage service (VIS) that utilize embedded encryption and PKI-based mutual authentication. The system enables low-latency streaming and loop recording without requiring external content delivery networks, securing data at the protocol level.",classical_only,none,none,none,TLS; SSL; HTTP; WebSocket; PKI; BLE; Wi-Fi,AES; RSA; ECDSA; ECDH,,none,generation; exchange; distribution; storage,IoT; mobile; camera,possession,,MITM,unclear,symmetric-cipher; KEM; signature,IoT; cloud; telecom,digital media data management system and architecture; software-defined data storage system; software adaptive bitrate streaming protocol,latency; bandwidth; throughput,session-keys; root-keys; media-streams,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""digital media data management system and architecture""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""multi IP data transfer and protocol support""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""media server software system architecture""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""software-defined data storage system""}, {""claim"": 5, ""depends_on"": [], ""subject"": ""software adaptive bitrate streaming protocol""}, {""claim"": 6, ""depends_on"": [5], ""subject"": ""protocol application as independent technique""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""mutual authentication and authorization based on PKI""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""secure pairing routine with PKI and BLE/Wi-Fi""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""secure data propagation and key management""}, {""claim"": 10, ""depends_on"": [5], ""subject"": ""data-buffering organization mechanism""}, {""claim"": 11, ""depends_on"": [3], ""subject"": ""permanent memory arrangement method""}, {""claim"": 12, ""depends_on"": [1], ""subject"": ""software caching subsystem organization""}, {""claim"": 13, ""depends_on"": [1], ""subject"": ""specific data indexing mechanism""}]",[]
