patent_number,title,inventors,assignee,priority_date,issue_date,cpc_codes,one_sentence_summary,primary_inventive_claim,crypto_agility_mode,migration_strategy,quantum_relevance,quantum_notes,protocols,classical_algorithms,pqc_algorithms,quantum_technology,key_management_ops,hardware_components,authentication_factors,standards_referenced,threat_model,entropy_source,primitive_types,application_domain,independent_claim_subjects,performance_claims,data_types_protected,compliance_targets,citation_graph,claim_dependencies,nist_round_status,pqc_migration_score,pqc_migration_reason
20220131708,EFFICIENT HYBRIDIZATION OF CLASSICAL AND POST-QUANTUM SIGNATURES,,Intel Corporation,2021-12-09,2022-04-28,H04L9/3247;H04L9/50;H04L9/3252;H04L9/3249;H04L9/3239,,,,,,,,,,,,,,,,,,,,,,,,,,10,"Directly addresses hybrid classical+PQC signatures, a core NIST migration strategy."
20220129547,APPARATUS AND METHOD FOR PREVENTING SIDE CHANNEL ATTACK FOR NTRU LPRime ALGORITHM,,"SAMSUNG SDS CO., LTD.,Kookmin University Industry Academy Cooperation Foundation",2021-02-01,2022-04-28,G06F21/556;G06F21/54;G06F7/588;G06F21/602;G06F21/75;G06F7/24,,,,,,,,,,,,,,,,,,,,,,,,,,6,"NTRU is a PQC candidate, but focus on side-channel protection limits direct migration relevance."
20220131838,END-TO-END DOUBLE-RATCHET ENCRYPTION WITH EPOCH KEY EXCHANGE,,"QRYPT, INC.",2019-09-09,2022-04-28,H04L9/0841;H04L9/0869;H04L9/0891;H04L9/3226;H04L63/0435;H04L63/0442;H04L63/045;H04L63/061,,,,,,,,,,,,,,,,,,,,,,,,,,2,Focuses on classical ratchet protocols without explicit PQC algorithms or migration strategies.
11316701,Decentralized system for generation and deployment of digital certificates,Perez; Oscar Alfredo,"ZT Group Int'l, Inc.",2019-10-22,2022-04-26,H04L9/3247;H04L9/006;H04L9/0869;H04L9/0825;H04L9/3263,A decentralized system generates unique key pairs and self-signed trust certificates on devices using pre-installed seed data and a shared CA private key upon initial power-on.,"The invention decentralizes certificate issuance by pre-installing a shared CA private key and certificate on all devices in a set. Upon first power-on, each device generates a unique key pair from seed data and signs its own CSR locally to create a trusted certificate without contacting an external authority.",classical_only,none,none,none,PKI; X.509,,,none,generation; storage,IoT; mobile,possession,,,deterministic-PRNG,signature,IoT; PKI,method for decentralized certificate generation; computer program product for decentralized certificate generation; system for decentralized certificate generation,,session-keys; root-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for decentralized certificate generation""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""generating unique key pair using seed data""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""seed data comprising device identifier and random bytes""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""CSR creation using seed data in CN and SAN""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""signing CSR with pre-installed CA private key""}, {""claim"": 6, ""depends_on"": [5], ""subject"": ""CA data pre-installed prior to key generation""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""storing certificate and key pair in persistent storage""}, {""claim"": 8, ""depends_on"": [], ""subject"": ""computer program product for decentralized certificate generation""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""generating unique key pair using seed data""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""seed data comprising device identifier and random bytes""}, {""claim"": 11, ""depends_on"": [8], ""subject"": ""CSR creation using seed data in CN and SAN""}, {""claim"": 12, ""depends_on"": [8], ""subject"": ""signing CSR with pre-installed CA private key""}, {""claim"": 13, ""depends_on"": [8], ""subject"": ""storing certificate and key pair in persistent storage""}, {""claim"": 14, ""depends_on"": [], ""subject"": ""system for decentralized certificate generation""}, {""claim"": 15, ""depends_on"": [14], ""subject"": ""generating unique key pair using seed data""}, {""claim"": 16, ""depends_on"": [14], ""subject"": ""CSR creation using seed data in CN and SAN""}, {""claim"": 17, ""depends_on"": [14], ""subject"": ""signing CSR with pre-installed CA private key and storage""}]",[],,
11316682,Method for implementation of post-quantum key exchange protocol and application thereof,,HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,2020-06-18,2022-04-26,H04L9/0869;H04L9/0819;H04L9/0838;H04L9/0643;H04L9/3093;H04L9/0894,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Title explicitly claims PQC key exchange implementation, directly addressing migration needs."
11316676,"Quantum-proof multiparty key exchange system, quantum-proof multiparty terminal device, quantum-proof multiparty key exchange method, program, and recording medium",,NIPPON TELEGRAPH AND TELEPHONE CORPORATION,2018-11-12,2022-04-26,H04L9/3093;H04L9/085;H04L9/0852;H04L9/0822;H04L9/0869,,,,,,,,,,,,,,,,,,,,,,,,,,6,Relevant to key exchange but lacks explicit NIST PQC algorithm references or hybrid scheme details.
20220119001,VEHICLE LOCATION CORRECTION USING ROADSIDE DEVICES,Schubert; Jochen et al.,"Ford Global Technologies, LLC",2020-10-16,2022-04-21,G01S5/0284;H04W4/44;G01S11/04;B60W60/001;G01S7/4026;G01S13/931;H04L9/3268;H04L9/006;G01S13/0209;H04W12/069;H04L63/0823;H04W12/082,"A vehicle system detects roadside devices using UWB sensors, authenticates them via PKI and V2X certificates, and calculates location correction adjustments to refine navigation data.",The invention provides a system that detects roadside devices via vehicle sensors and determines a location correction adjustment by comparing a GPS-assumed location with a location derived from the fixed position of the authenticated roadside device. This adjustment is used to correct the vehicle's navigation system and potentially alter the vehicle's path.,classical_only,none,none,none,PKI; V2X,,,none,distribution,IoT; mobile,possession,,insider,,signature,IoT; telecom,system for vehicle location correction; method for vehicle location correction,,,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""system for vehicle location correction""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""altering vehicle path""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""actuating vehicle actuators""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""calculating distance via UWB""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""calculating distance via AoA/AoD/ToF""}, {""claim"": 6, ""depends_on"": [4], ""subject"": ""triangulation model""}, {""claim"": 7, ""depends_on"": [6], ""subject"": ""vehicle orientation determination""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""authenticating roadside device""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""V2X certificate authentication""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""PKI protocol authentication""}, {""claim"": 11, ""depends_on"": [9], ""subject"": ""certificate revocation list check""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""server-based revocation list update""}, {""claim"": 13, ""depends_on"": [], ""subject"": ""method for vehicle location correction""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""altering vehicle path""}, {""claim"": 15, ""depends_on"": [14], ""subject"": ""actuating vehicle actuators""}, {""claim"": 16, ""depends_on"": [13], ""subject"": ""calculating distance via UWB""}, {""claim"": 17, ""depends_on"": [16], ""subject"": ""calculating distance via AoA/AoD/ToF""}, {""claim"": 18, ""depends_on"": [16], ""subject"": ""triangulation model""}, {""claim"": 19, ""depends_on"": [18], ""subject"": ""vehicle orientation determination""}, {""claim"": 20, ""depends_on"": [13], ""subject"": ""authenticating roadside device""}]",[],1,Focuses on vehicle location correction; lacks any PQC algorithms or migration relevance.
20220123949,SIDE CHANNEL PROTECTION FOR XMSS SIGNATURE FUNCTION,,Intel Corporation,2021-06-23,2022-04-21,H04L9/085;H04L9/3247;H04L9/3252;H04L9/0643;H04L9/003;H04L9/0825;H04L9/50,,,,,,,,,,,,,,,,,,,,,,,,,,6,"XMSS is a NIST PQC standard, but side-channel protection is a hardware implementation detail, not migration strategy."
11308234,Methods for protecting data,Stapleton; Jeff J.,"Wells Fargo Bank, N.A.",2020-04-02,2022-04-19,G06F21/6245;G06F21/602;H04L9/008;G06F21/64;G06F21/6227,"A method protects sensitive production data by decrypting it, applying homomorphic encryption and masking in a secure middle environment, then storing the masked cleartext in a lower security environment for testing.","The invention utilizes a three-tier architecture where a secure middle environment acts as a proxy to transform production data. It decrypts encrypted production data, re-encrypts it using homomorphic encryption, applies a masking function, and decrypts the result to generate masked cleartext for lower environments.",classical_only,none,none,"The patent text does not mention quantum technology, quantum cryptography, or post-quantum algorithms. The invention relies on classical homomorphic encryption and symmetric/asymmetric ciphers.",SSL; HTTPS; IPSec; Kerberos,AES; 3DES; RSA; TDES,,none,storage; distribution,HSM; FPGA; ASIC,knowledge; possession,,insider; exposure,,symmetric-cipher; hash,banking; cloud,method of protecting data via homomorphic encryption and masking; system comprising processing circuits for data protection,,PII; financial,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method of protecting data""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""production environment inaccessibility""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""provider institution environments""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""encrypted data definition""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""inaccessibility of cleartext and keys""}, {""claim"": 6, ""depends_on"": [4], ""subject"": ""data structure level encryption""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""production environment code execution""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""storage of encrypted cleartext""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""homomorphic encryption operators""}, {""claim"": 10, ""depends_on"": [], ""subject"": ""method maintaining ciphertext data""}, {""claim"": 11, ""depends_on"": [10], ""subject"": ""production environment inaccessibility""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""provider institution environments""}, {""claim"": 13, ""depends_on"": [10], ""subject"": ""ciphertext data definition""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""inaccessibility of cleartext and keys""}, {""claim"": 15, ""depends_on"": [13], ""subject"": ""data structure level encryption""}, {""claim"": 16, ""depends_on"": [10], ""subject"": ""production environment code execution""}, {""claim"": 17, ""depends_on"": [16], ""subject"": ""storage of encrypted cleartext""}, {""claim"": 18, ""depends_on"": [10], ""subject"": ""homomorphic encryption operators""}, {""claim"": 19, ""depends_on"": [], ""subject"": ""system for protecting data""}, {""claim"": 20, ""depends_on"": [19], ""subject"": ""encrypted data definition and inaccessibility""}]",[],,
11308185,System and method for determining modifications of media files,Paczkowski; Lyle Walter et al.,T-Mobile Innovations LLC,2019-09-23,2022-04-19,H04L9/50;G06F21/125;H04L9/006;G06F21/16;G06F21/121;G06F21/64;H04L9/3263;G11B20/00898,"A system generates digital provenance for media files using hash values encrypted with device private keys and network public keys, storing them on a distributed ledger to detect and watermark suspicious modifications.","The invention claims a method where a user device in a trusted execution environment generates a hash of a media file, encrypts it with a device private key and network public key, and stores it on a distributed ledger. Subsequent instances are compared against this stored provenance to detect modifications, triggering the addition of disclaiming watermarks to the content.",classical_only,none,none,none,PKI; DLT,SHA-256; RSA; ECDSA,,none,generation; storage; distribution,mobile; TEE,possession; location,,insider; replay; tampering,OS,hash; signature; commitment,telecom; blockchain,method for determining modifications of media files; computer-readable storage media for determining modifications of media files,,media files; digital provenance,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for determining modifications of media files""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""determining unattested status and modifying content""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""adding visible watermark to image""}, {""claim"": 4, ""depends_on"": [2], ""subject"": ""adding disclaimer content to video""}, {""claim"": 5, ""depends_on"": [2], ""subject"": ""adding content disclaiming veracity""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""contemporaneous characteristic definition""}, {""claim"": 7, ""depends_on"": [6], ""subject"": ""verifying contemporaneous characteristic match""}, {""claim"": 8, ""depends_on"": [], ""subject"": ""computer-readable storage media for determining modifications""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""adding visible watermark to image""}, {""claim"": 10, ""depends_on"": [8], ""subject"": ""adding disclaimer content to video""}, {""claim"": 11, ""depends_on"": [8], ""subject"": ""adding content disclaiming veracity""}, {""claim"": 12, ""depends_on"": [9], ""subject"": ""contemporaneous characteristic examples""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""determining modification based on missing characteristic""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""attestation failure based on missing characteristic""}, {""claim"": 15, ""depends_on"": [8], ""subject"": ""decrypting hash and generating second hash""}, {""claim"": 16, ""depends_on"": [8], ""subject"": ""generating and communicating certificate of authority""}, {""claim"": 17, ""depends_on"": [16], ""subject"": ""attesting device based on certificate of authority""}]",[],1,Focuses on media file modification detection with no mention of PQC algorithms or migration.
11308183,Method and apparatus for creating and using quantum resistant keys,,AMERA IOT INC.,2020-09-30,2022-04-19,G06F21/10;H04W12/0471;G06F21/602;H04L9/0863;H04L9/0866;H04L9/0869;H04L9/0894;H04L9/3228;H04L9/3278;H04L63/0428;H04W12/041,,,,,,,,,,,,,,,,,,,,,,,,,,6,Title claims quantum resistance but CPCs suggest classical crypto; lacks explicit NIST PQC algorithm references.
11310198,"Integrated multi-level or cross-domain network security management appliance, platform and system, and remote management method and system therefor",,Crypto4A Technologies Inc.,2019-11-27,2022-04-19,G06F21/606;H04L9/0897;H04L9/0877;H04L63/0209;G09C1/00;H04L63/0485;G06F21/74;G06F21/87;G06F21/44,,,,,,,,,,,,,,,,,,,,,,,,,,2,Covers general network security and key management but lacks explicit PQC algorithms or migration strategies.
20220116230,METHOD FOR SECURELY PROVIDING A PERSONALIZED ELECTRONIC IDENTITY ON A TERMINAL,DIETRICH; Frank et al.,Bundesdruckerei GMBH,2020-01-08,2022-04-14,H04L9/006;H04L63/064;H04L63/0823;G06F21/45;H04L9/3268;H04L9/3073;H04L9/0825,"A method for securely provisioning a personalized electronic identity on a terminal by generating asymmetric keys, encrypting identity attributes, and storing them with a certificate containing a hash of the attribute.","The invention provides a method where an identity attribute is hashed and recorded onto an electronic certificate, while the attribute itself is encrypted with the terminal's public key and stored locally. This allows the terminal to decrypt the attribute and use the certificate-hash pair for universal authentication with online service providers without exposing the raw attribute during transmission.",classical_only,none,none,none,TLS; S/MIME; PKI; X.509; PACE; EAC,SHA-256; RSA; ECDSA,,none,generation; distribution; storage,mobile; smart-card,possession; knowledge,X.509; ISO/IEC 9594-8; TLS; S/MIME,MITM,OS,KEM; signature; hash,banking; government; PKI,method for securely providing a personalized electronic identity on a terminal,,PII; identity-attributes,,US20180191695; US20150294313,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for securely providing a personalized electronic identity on a terminal""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""asymmetric key pair generated as device-related""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""identification application executed in a further terminal""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""encrypting and decrypting the electronic certificate""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""generating and transmitting report information""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""electronic certificate according to X.509 standard""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""using certificate and attribute for identification with online service provider""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""mutually authenticated data communication connection""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""provision and configuration of identification application with preliminary certificate""}]",[],,
20220116231,CHAIN OF AUTHENTICATION USING PUBLIC KEY INFRASTRUCTURE,CHOI; Unho,CHOI; Unho,2021-09-10,2022-04-14,G06Q10/0832;H04L9/3268;B60L53/30;B60L53/65;G05D1/0291;G05D1/104;G05D1/69;G05D1/695;G06Q20/065;G06Q20/227;G06Q20/321;G06Q20/38215;G06Q20/3829;G06Q20/389;G06Q20/40145;G06Q20/4015;H04L9/006;H04L9/0825;H04L9/088;H04L9/0891;H04L9/14;H04L9/3231;H04L9/3247;H04L9/3263;H04L9/3265;H04L9/50,"A method for sequential chain authentication using PKI where service providers concatenate signed public keys to create level-increasing keys, optionally embedding biometric codes and visualizing trust levels in metaverse environments.",The invention provides a sequential authentication method where an nth service provider generates a level (n+1) key by concatenating a received level n key with their own signed public key. This creates a cumulative chain of authentication that can be visually represented in virtual environments and includes biometric codes within the PKI certificate extensions.,unclear,none,none,none,PKI; X.509; PKCS,,,none,generation; distribution; storage,IoT; mobile; smart-card; wearable,possession; inherence/biometric,X.509; PKCS,MITM; replay; insider,,signature,IoT; blockchain; PKI; metaverse; healthcare; banking,method for chain of authentication; method for virtual meeting,,biometric; PII; financial; transactions,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for chain of authentication between user and service provider""}, {""claim"": 2, ""depends_on"": [], ""subject"": ""general method for chain of authentication with nth service provider""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""verifying the level n key""}, {""claim"": 4, ""depends_on"": [2], ""subject"": ""visually displaying key level in virtual environment""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""specific visual representations of key level""}, {""claim"": 6, ""depends_on"": [2], ""subject"": ""generating keys based on certificate with inserted code""}, {""claim"": 7, ""depends_on"": [2], ""subject"": ""resetting key level""}, {""claim"": 8, ""depends_on"": [2], ""subject"": ""restoring key level""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""recovering key level""}, {""claim"": 10, ""depends_on"": [2], ""subject"": ""decreasing key level and transferring rights""}, {""claim"": 11, ""depends_on"": [], ""subject"": ""method for virtual meeting with authentication status display""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""virtual representation types""}, {""claim"": 13, ""depends_on"": [11], ""subject"": ""authentication status including biometric code""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""biometric code formats""}, {""claim"": 15, ""depends_on"": [11], ""subject"": ""additional authentication status information""}, {""claim"": 16, ""depends_on"": [11], ""subject"": ""displaying privacy information""}, {""claim"": 17, ""depends_on"": [16], ""subject"": ""privacy information settings""}, {""claim"": 18, ""depends_on"": [11], ""subject"": ""evicting participant based on votes""}, {""claim"": 19, ""depends_on"": [18], ""subject"": ""reporting evicted participant""}, {""claim"": 20, ""depends_on"": [11], ""subject"": ""providing trap for forensic evidence""}, {""claim"": 21, ""depends_on"": [11], ""subject"": ""displaying authentication status as angel rings""}, {""claim"": 22, ""depends_on"": [21], ""subject"": ""permitting activities based on rings""}, {""claim"": 23, ""depends_on"": [11], ""subject"": ""various visual forms of authentication status""}, {""claim"": 24, ""depends_on"": [11], ""subject"": ""types of PKI certificates""}, {""claim"": 25, ""depends_on"": [11], ""subject"": ""visibility in virtual space or metaverse""}]",[],,
20220114266,AGENTS AND SYSTEMS FOR RIGHT?S MANAGEMENT,Atkinson; Paul et al.,"Atkinson; Paul,Donner; Jack",2020-10-10,2022-04-14,G06Q20/1235;H04L9/3226;G06Q20/38215;G06F21/604;G06Q30/0185;G06F21/33;G06F16/252;G06Q20/3829;H04L9/50;G06Q50/18;G06Q20/3827;G06Q20/383;G06Q20/405;G06F16/27;H04L9/006;G06F21/64;G06Q20/308;G01D21/02;G06Q20/4012;G06Q10/10;G06F21/44,A hardware agent system autonomously enforces electronic contracts and manages stakeholder rights for assets using immutable data containers and local verification without requiring continuous network connectivity.,"The invention claims a hardware agent comprising a processor, memory, and communication circuit that autonomously performs actions based on immutable electronic contracts and registries stored locally. The agent generates new instances of these contracts or registries compliant with existing rules, enabling trusted transactions and title transfers without external network dependency.",unclear,none,none,none,,hashing; encryption,,none,storage; distribution,IoT; mobile; sensor,possession; knowledge,,tampering; insider,,hash; signature; symmetric-cipher,IoT; blockchain; banking; healthcare; government,"hardware agent comprising processor, memory, event device, communication circuit, and power source",,transactions; financial; title; ownership,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""hardware agent with processor, memory, event device, communication circuit, power source, and immutable electronic contract/registry""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""plurality of stakeholders registered at different times""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""second stakeholder registered after first""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""registration responsive to receiving information from computer system or network entity""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""mobile hardware agent""}, {""claim"": 6, ""depends_on"": [4], ""subject"": ""mobile computer system or network source""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""visual display or audible alarm""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""event device communicating event signal to trigger actions""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""event device as sensor, monitor, clock, receiver, or verification circuitry""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""sensor types including temperature, vibration, humidity, shock, etc.""}, {""claim"": 11, ""depends_on"": [8], ""subject"": ""actions include generating or modifying electronic contract or registry""}, {""claim"": 12, ""depends_on"": [1], ""subject"": ""actions include modifying or generating new contract/registry for transmission""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""new instance determines actions of another entity""}, {""claim"": 14, ""depends_on"": [12], ""subject"": ""actions include transmitting or broadcasting new instance""}, {""claim"": 15, ""depends_on"": [1], ""subject"": ""contract or registry enables features on hardware agent""}, {""claim"": 16, ""depends_on"": [1], ""subject"": ""permanent update of contract or registry by performing action""}, {""claim"": 17, ""depends_on"": [1], ""subject"": ""actions include modifying or generating data container or trust""}, {""claim"": 18, ""depends_on"": [17], ""subject"": ""actions include transmitting new data container or trust""}, {""claim"": 19, ""depends_on"": [1], ""subject"": ""action enables modification by another entity""}, {""claim"": 20, ""depends_on"": [1], ""subject"": ""actions include modifying or generating data structure, distributed ledger, or blockchain""}, {""claim"": 21, ""depends_on"": [20], ""subject"": ""actions include transmitting new data structure, distributed ledger, or blockchain""}, {""claim"": 22, ""depends_on"": [1], ""subject"": ""actions include generating or modifying secure data object or limited data object""}, {""claim"": 23, ""depends_on"": [22], ""subject"": ""actions include transmitting secure data object or limited data object""}, {""claim"": 24, ""depends_on"": [22], ""subject"": ""actions include conducting transaction, enacting payment, or transferring rights""}]",[],1,"Title and codes indicate rights management and classical crypto, lacking any PQC migration signals."
11303440,Method and programmable hardware security module,Aschauer; Hans et al.,Siemens Aktiengesellschaft,2017-12-28,2022-04-12,H04L9/006;H04L9/0877;H04L9/0822;H04L9/3263;H04L9/0897,A programmable hardware security module generates cryptographic key pairs and encrypts private keys using a key-pair-specific transport key derived from a master key and certificate information to enable secure local PKI deployment.,"The invention utilizes a key derivation module to generate a unique key-pair-specific transport key from a master transport key and a derivation parameter based on certificate information. This specific transport key is then used to encrypt the private key of a generated cryptographic key pair, ensuring secure transport and storage within a decentralized local PKI infrastructure.",classical_only,none,none,none,PKI; X.509; Diffie-Hellman,SHA-256; HMAC; HKDF; PBKDF2,,none,generation; derivation; distribution; storage,HSM; IoT,possession,X.509; PKCS#12; PEM,,,KDF; hash; symmetric-cipher,IoT; PKI; industrial automation,programmable hardware security module; corresponding programmable hardware security module; method for protecting a private key; method for securely providing a private key,,private keys; digital certificates,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""programmable hardware security module""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""output unit for encrypted file""}, {""claim"": 3, ""depends_on"": [], ""subject"": ""corresponding programmable hardware security module""}, {""claim"": 4, ""depends_on"": [3], ""subject"": ""interface for transferring transport key""}, {""claim"": 5, ""depends_on"": [3], ""subject"": ""interface for transferring private key""}, {""claim"": 6, ""depends_on"": [], ""subject"": ""method for protecting a private key""}, {""claim"": 7, ""depends_on"": [], ""subject"": ""method for securely providing a private key""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""decrypting and providing private key""}, {""claim"": 9, ""depends_on"": [7], ""subject"": ""providing encrypted file and transport key""}, {""claim"": 10, ""depends_on"": [7], ""subject"": ""authenticating target device""}, {""claim"": 11, ""depends_on"": [8], ""subject"": ""authenticating target device""}, {""claim"": 12, ""depends_on"": [9], ""subject"": ""authenticating target device""}, {""claim"": 13, ""depends_on"": [7], ""subject"": ""target-device-specific key protection""}, {""claim"": 14, ""depends_on"": [6], ""subject"": ""KDF input parameters""}, {""claim"": 15, ""depends_on"": [7], ""subject"": ""KDF input parameters""}, {""claim"": 16, ""depends_on"": [6], ""subject"": ""derivation parameter from certificate""}, {""claim"": 17, ""depends_on"": [16], ""subject"": ""certificate information types""}, {""claim"": 18, ""depends_on"": [7], ""subject"": ""derivation parameter from certificate""}, {""claim"": 19, ""depends_on"": [18], ""subject"": ""certificate information types""}]",[],2,Title and codes suggest general HSM functionality without explicit PQC algorithm or migration signals.
11303429,Combined SHA2 and SHA3 based XMSS hardware accelerator,,INTEL CORPORATION,2019-06-28,2022-04-12,H04L9/0643;H04L9/3247;H04L9/3239;G06F7/503;G06F9/3012;H04L9/50;G09C1/00,,,,,,,,,,,,,,,,,,,,,,,,,,4,XMSS is a NIST standard but not a primary PQC algorithm; hardware focus limits migration relevance.
20220109558,XMSS MANAGEMENT TO ADDRESS RANDOMIZED HASHING AND FEDERAL INFORMATION PROCESSING STANDARDS,,Intel Corporation,2021-12-15,2022-04-07,H04L9/50;H04L9/3247;H04L9/0643,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Explicitly addresses XMSS (NIST PQC standard) and FIPS compliance, directly relevant to PQC migration."
20220108039,POST QUANTUM PUBLIC KEY SIGNATURE OPERATION FOR RECONFIGURABLE CIRCUIT DEVICES,,Intel Corporation,2021-12-15,2022-04-07,H04L9/0643;H04L9/0852;H04L9/3239;G06F21/72;H04L9/3236;H04L9/3247;G06F21/64;G06F21/76,,,,,,,,,,,,,,,,,,,,,,,,,,8,"Focuses on PQC signature implementation on hardware, directly supporting migration of quantum-resistant algorithms."
20220108006,METHOD AND APPARATUS FOR ESTABLISHING A SOFTWARE ROOT OF TRUST ON AN UNTRUSTED COMPUTER SYSTEM,,CARNEGIE MELLON UNIVERSITY,2020-01-24,2022-04-07,G06F21/71;G06F21/57;G06F21/54;G06F21/575,,,,,,,,,,,,,,,,,,,,,,,,,,1,Focuses on classical root of trust mechanisms without any mention of PQC algorithms or migration strategies.
