reference_id,document_title,download_url,initial_publication_date,last_update_date,document_status,short_description,document_type,applicable_industries,authors_or_organization,dependencies,region_scope,AlgorithmFamily,SecurityLevels,ProtocolOrToolImpact,ToolchainSupport,MigrationUrgency,change_status,manual_category,downloadable,local_file,module_ids,misc_info,trusted_source_id,peer_reviewed,vetting_body,github_contribution_url
ENISA-Threat-Landscape-2025,ENISA Threat Landscape 2025,https://www.enisa.europa.eu/publications/enisa-threat-landscape-2025,2025-10-01,2026-01-09,Published,"Annual ENISA threat landscape report analyzing 4,875 incidents from July 2024 to June 2025; identifies quantum computing as a strategic long-term threat requiring proactive PQC transition planning.",Research/Report,Government & Defense; Technology; Critical Infrastructure; Finance & Banking; Healthcare,ENISA,ENISA PQC Guidelines,European Union; Global,N/A,N/A,Quantum threat assessment; PQC transition urgency,N/A,High,New,International Frameworks,yes,public/library/ENISA-Threat-Landscape-2025.html,pqc-risk-management;quantum-threats;compliance-strategy,HNDL; harvest now decrypt later; quantum threat actor,enisa,no,,
ECCG-ACM-v2,ECCG Agreed Cryptographic Mechanisms Version 2.0,https://certification.enisa.europa.eu/document/download/a845662b-aee0-484e-9191-890c4cfa7aaa_en?filename=ECCG+Agreed+Cryptographic+Mechanisms+version+2.pdf,2025-05-06,2025-05-06,Final Standard,"ECCG formally adds ML-KEM (FIPS 203), ML-DSA (FIPS 204), and SLH-DSA (FIPS 205) to the EU certification framework; recommends PQ/T hybrid schemes during the transition period for EUCC-certified ICT products.",Compliance/Guidance,Government & Defense; Technology; Critical Infrastructure,ECCG; ENISA,FIPS 203;FIPS 204;FIPS 205;EUCC v2.0 ACM,European Union,Lattice-based; Hash-based,"L1,L3,L5",EUCC certification; Common Criteria; ICT product assurance,N/A,High,New,International Frameworks,yes,public/library/ECCG-ACM-v2.pdf,compliance-strategy;crypto-agility;pqc-governance;standards-bodies,ML-KEM; ML-DSA; SLH-DSA; PQ/T hybrid; EUCC,enisa,partial,,
draft-ietf-pquip-pqc-hsm-constrained-03,Adapting Constrained Devices for Post-Quantum Cryptography,https://datatracker.ietf.org/doc/draft-ietf-pquip-pqc-hsm-constrained/,2025-06-15,2026-01-26,Internet-Draft,"Guidance for integrating PQC into resource-constrained devices including IoT nodes and lightweight HSMs; covers seed-based key generation, ephemeral key handling, cryptographic task offloading, and post-quantum firmware authentication.",Guidance,IoT; Embedded; HSM; Critical Infrastructure,IETF PQUIP WG,FIPS 203;FIPS 204;FIPS 205,International,Lattice; Hash-based,"L1,L3,L5",Constrained device PQC integration,IoT platforms; HSM firmware,High,New,Migration Guidance,yes,public/library/draft-ietf-pquip-pqc-hsm-constrained-03.html,hsm-pqc;iot-ot-pqc;secure-boot-pqc,,ietf,partial,IETF,
WEF-2026-QuantumSafe-Migration-CryptoDepth,Quantum-Safe Migration: Cryptographic Defence in Depth and the R-Day,https://www.weforum.org/stories/preview/ce35c20a-e144-4032-9c89-8ae67b114560/,2026-01-01,2026-01-01,Published,"World Economic Forum perspective on quantum-safe migration strategy introducing the concept of R-day — the point at which harvest-now-decrypt-later data becomes decryptable to a quantum-capable adversary. Frames cryptographic defence-in-depth as a layered resilience approach combining multiple cryptographic layers to contain breach impact, alongside cryptographic inventory and crypto-agility as the three pillars of migration readiness.",Guidance,All Industries,World Economic Forum (WEF),,Global,,,,,High,New,Industry & Research,yes,public/library/WEF-2026-QuantumSafe-Migration-CryptoDepth.html,arch-quantum-impact;crypto-agility;exec-quantum-impact;pqc-business-case;pqc-governance;pqc-risk-management;standards-bodies,R-day;Q-day;HNDL;harvest now decrypt later;cryptographic agility;cryptographic inventory;defence in depth,wef,partial,,
CRYSTALS-Kyber-Spec-v302,CRYSTALS-Kyber Algorithm Specifications v3.02,https://pq-crystals.org/kyber/data/kyber-specification-round3-20210804.pdf,2021-08-04,2021-08-04,Final,"Official algorithm specification for CRYSTALS-Kyber (now standardized as ML-KEM in FIPS 203). Covers the IND-CCA2-secure KEM construction over module lattices, parameter sets, and security analysis from the KU Leuven COSIC / Ruhr University team.",specification,Government; Finance; Defense; Technology,KU Leuven COSIC; Ruhr University Bochum; CWI Amsterdam,FIPS 203,Global,Lattice-based,"L1,L3,L5",ML-KEM; Key encapsulation,liboqs; Open Quantum Safe,High,New,Algorithm Specifications,yes,public/library/CRYSTALS-Kyber-Spec-v302.pdf,pqc-101,CRYSTALS-Kyber; Module-LWE; Kyber512; Kyber768; Kyber1024,ku-leuven-cosic,no,,
CRYSTALS-Dilithium-Spec-v31,CRYSTALS-Dilithium Algorithm Specifications v3.1,https://pq-crystals.org/dilithium/data/dilithium-specification-round3-20210208.pdf,2021-02-08,2021-02-08,Final,"Official algorithm specification for CRYSTALS-Dilithium (now standardized as ML-DSA in FIPS 204). Covers the lattice-based digital signature scheme over module lattices with EUF-CMA security, parameter sets Dilithium2/3/5, and security proofs.",specification,Government; Finance; Defense; Technology,KU Leuven COSIC; Ruhr University Bochum; INRIA France; ETH Zurich,FIPS 204,Global,Lattice-based,"L2,L3,L5",ML-DSA; Digital signatures,liboqs; Open Quantum Safe,High,New,Algorithm Specifications,yes,public/library/CRYSTALS-Dilithium-Spec-v31.pdf,pqc-101,CRYSTALS-Dilithium; Module-LWE; Module-SIS; Dilithium2; Dilithium3; Dilithium5,ku-leuven-cosic,no,,
SPHINCS-Plus-Spec-v31,SPHINCS+ Stateless Hash-Based Signature Scheme v3.1,https://sphincs.org/data/sphincs+-r3.1-specification.pdf,2022-06-15,2022-06-15,Final,"Official specification for SPHINCS+ (standardized as SLH-DSA in FIPS 205). A stateless hash-based signature scheme providing security based solely on hash function security. Covers SPHINCS+-SHA2 and SPHINCS+-SHAKE parameter sets at security levels 1, 3, and 5.",specification,Government; Finance; Defense; Technology,TU Eindhoven; Ruhr University Bochum; UC Berkeley,FIPS 205,Global,Hash-based,"L1,L3,L5",SLH-DSA; Digital signatures; Code signing,liboqs; Open Quantum Safe,High,New,Algorithm Specifications,yes,public/library/SPHINCS-Plus-Spec-v31.pdf,pqc-101;stateful-signatures,SPHINCS+; hash-based signatures; stateless; WOTS+; FORS; HT,tue-coding,no,,
Falcon-Spec-v12,Falcon: Fast-Fourier Lattice-based Compact Signatures over NTRU v1.2,https://falcon-sign.info/falcon.pdf,2020-10-06,2020-10-06,Final,Official specification for Falcon (standardized as FN-DSA in FIPS 206). A lattice-based signature scheme based on the NTRU lattice with compact signatures using GPV framework and fast Fourier sampling. Provides the smallest signatures among NIST PQC signature finalists.,specification,Government; Finance; Defense; Technology; IoT,INRIA France; MIT CSAIL; NTT Research,FIPS 206,Global,Lattice-based,"L1,L5",FN-DSA; Digital signatures; Compact signatures,liboqs; Open Quantum Safe,High,New,Algorithm Specifications,yes,public/library/Falcon-Spec-v12.pdf,pqc-101,Falcon; NTRU; GPV framework; compact signatures; FN-DSA,inria-crypto,no,,
Classic-McEliece-Spec,Classic McEliece: conservative code-based cryptography,https://classic.mceliece.org/nist/mceliece-20201010.pdf,2017-11-30,2020-10-10,Round 4 Submission,"NIST PQC Round 4 finalist specification for Classic McEliece, a code-based KEM with 50+ years of cryptanalytic scrutiny. Uses binary Goppa codes. Largest key sizes of all NIST finalists but conservative security assumptions and established mathematical foundations.",specification,Government; Defense; Critical Infrastructure,TU Eindhoven; UC Berkeley; CWI Amsterdam,,Global,Code-based,"L1,L3,L5",KEM; Key encapsulation,liboqs; Open Quantum Safe,Medium,New,Algorithm Specifications,yes,public/library/Classic-McEliece-Spec.pdf,pqc-101,Classic McEliece; code-based cryptography; Goppa codes; conservative security,tue-coding,no,,
IACR-2022-1031,CRYSTALS-Kyber: A CCA-Secure Module-Lattice-Based KEM,https://eprint.iacr.org/2017/634.pdf,2017-07-05,2022-01-01,Published,Peer-reviewed academic paper (Journal of Cryptology 2022) presenting the full security analysis and design rationale for CRYSTALS-Kyber / ML-KEM. Proves IND-CCA2 security under Module-LWE assumption in the ROM and QROM. Essential reading for implementers and security evaluators.,academic_paper,Government; Finance; Defense; Technology,KU Leuven COSIC; Ruhr University Bochum,CRYSTALS-Kyber-Spec-v302;FIPS 203,Global,Lattice-based,"L1,L3,L5",ML-KEM; Module-LWE,,High,New,Algorithm Specifications,yes,public/library/IACR-2022-1031.pdf,pqc-101,IACR ePrint 2017/634; Module-LWE; IND-CCA2; QROM security proof,iacr-eprint,no,,
IACR-2018-952,CRYSTALS-Dilithium: A Lattice-Based Digital Signature Scheme,https://eprint.iacr.org/2017/633.pdf,2017-07-05,2021-02-08,Published,Peer-reviewed academic paper (TCHES 2018) presenting the design and security analysis of CRYSTALS-Dilithium / ML-DSA. Proves EUF-CMA security under Module-LWE and Module-SIS assumptions. Covers the Fiat-Shamir with Aborts paradigm and rejection sampling technique.,academic_paper,Government; Finance; Defense; Technology,KU Leuven COSIC; Ruhr University Bochum; INRIA France; ETH Zurich,CRYSTALS-Dilithium-Spec-v31;FIPS 204,Global,Lattice-based,"L2,L3,L5",ML-DSA; Digital signatures,,High,New,Algorithm Specifications,yes,public/library/IACR-2018-952.pdf,pqc-101,IACR ePrint 2017/633; TCHES 2018; Fiat-Shamir with Aborts; rejection sampling,iacr-eprint,no,,
IACR-2019-1086,SPHINCS+: Stateless Hash-Based Signatures (CCS 2019),https://eprint.iacr.org/2019/1086.pdf,2019-09-20,2019-09-20,Published,"Peer-reviewed paper (ACM CCS 2019) presenting the formal security analysis of SPHINCS+ / SLH-DSA. Proves security in the multi-function multi-target one-way (MFOTW) model and analyzes the tight security reductions. Covers the WOTS+ one-time signature, FORS few-time signature, and HT hypertree structure.",academic_paper,Government; Finance; Defense; Technology,TU Eindhoven; Ruhr University Bochum; Stanford ACG; UC Berkeley,SPHINCS-Plus-Spec-v31;FIPS 205,Global,Hash-based,"L1,L3,L5",SLH-DSA; Hash-based signatures,,High,New,Algorithm Specifications,yes,public/library/IACR-2019-1086.pdf,pqc-101;stateful-signatures,IACR ePrint 2019/1086; ACM CCS 2019; WOTS+; FORS; hypertree; tight security,iacr-eprint,no,,
Bernstein-Lange-PQC-Survey,Post-Quantum Cryptography,https://link.springer.com/book/10.1007/978-3-540-88702-7,2009-02-10,2009-02-10,Published,"Foundational academic book edited by Daniel J. Bernstein and Tanja Lange (Springer 2009) covering all major families of post-quantum cryptography: lattice-based, code-based, hash-based, and multivariate. Essential reference for understanding the mathematical foundations of PQC algorithms before the NIST standardization era.",academic_paper,Government; Finance; Defense; Technology; Academia,TU Eindhoven; Ruhr University Bochum,,Global,Lattice-based; Code-based; Hash-based; Multivariate,"L1,L3,L5",PQC foundations; All algorithm families,,Low,New,Algorithm Specifications,yes,public/library/Bernstein-Lange-PQC-Survey.html,pqc-101,Bernstein; Tanja Lange; PQC survey; Springer 2009; foundational reference,tue-coding,no,,
CIRCL-Cloudflare,CIRCL: Cloudflare Interoperable Reusable Cryptographic Library,https://github.com/cloudflare/circl,2019-06-01,2026-03-01,Active,"Go library implementing PQC algorithms (ML-KEM, ML-DSA, SLH-DSA) and hybrid key exchanges. Used in Cloudflare's production PQC deployment.",Implementation,Internet; Cloud; Security,Cloudflare,,Global,ML-KEM; ML-DSA; SLH-DSA; CSIDH; X25519,"L1,L3,L5",TLS 1.3; HPKE; Key Exchange,Go,High,New,PQC Libraries,yes,public/library/CIRCL_Cloudflare_.html,crypto-dev-apis,Production PQC library; Go; Cloudflare infrastructure,cloudflare,partial,Cloudflare Security,
PQClean,PQClean: Clean Portable C Implementations of Post-Quantum Cryptography,https://github.com/PQClean/PQClean,2018-01-01,2026-01-01,Active,Clean reference C implementations of all NIST PQC finalists and candidates. Designed for easy integration and auditing.,Implementation,Security; Embedded; Research,PQClean Contributors,,Global,ML-KEM; ML-DSA; SLH-DSA; HQC; Classic McEliece,"L1,L3,L5",Reference implementations,C,Medium,New,PQC Libraries,yes,public/library/PQClean.html,crypto-dev-apis,Clean C; portable; NIST candidates; reference implementation,github,partial,Community,
Liboqs-python,liboqs-python: Python Wrapper for Open Quantum Safe liboqs,https://github.com/open-quantum-safe/liboqs-python,2019-01-01,2026-01-01,Active,Python wrapper for the liboqs C library providing PQC algorithm access for Python applications and research.,Implementation,Security; Research; Cloud,Open Quantum Safe,liboqs-v0.15.0,Global,ML-KEM; ML-DSA; SLH-DSA; Falcon; HQC,"L1,L3,L5",Python PQC bindings,Python,Medium,New,PQC Libraries,yes,public/library/Liboqs-python.html,crypto-dev-apis,Python; OQS; liboqs wrapper,oqs-project,partial,OQS,
Liboqs-go,liboqs-go: Go Wrapper for Open Quantum Safe liboqs,https://github.com/open-quantum-safe/liboqs-go,2019-01-01,2026-01-01,Active,Go wrapper for the liboqs C library providing PQC algorithm access for Go applications.,Implementation,Security; Cloud; Infrastructure,Open Quantum Safe,liboqs-v0.15.0,Global,ML-KEM; ML-DSA; SLH-DSA; Falcon; HQC,"L1,L3,L5",Go PQC bindings,Go,Medium,New,PQC Libraries,yes,public/library/Liboqs-go.html,crypto-dev-apis,Go; OQS; liboqs wrapper,oqs-project,partial,OQS,
Liboqs-cpp,liboqs-cpp: C++ Wrapper for Open Quantum Safe liboqs,https://github.com/open-quantum-safe/liboqs-cpp,2019-01-01,2026-01-01,Active,C++ wrapper for the liboqs C library providing object-oriented PQC algorithm access.,Implementation,Security; Embedded; Research,Open Quantum Safe,liboqs-v0.15.0,Global,ML-KEM; ML-DSA; SLH-DSA; Falcon; HQC,"L1,L3,L5",C++ PQC bindings,C++,Medium,New,PQC Libraries,yes,public/library/Liboqs-cpp.html,crypto-dev-apis,C++; OQS; liboqs wrapper,oqs-project,partial,OQS,
Lattice-Estimator,Lattice-Estimator: Security Estimation Tool for Lattice-Based Schemes,https://github.com/malb/lattice-estimator,2015-01-01,2025-01-01,Active,SageMath-based tool for estimating the security of lattice-based cryptographic schemes against known attacks.,Tool,Research; Cryptography,Martin Albrecht et al.,,Global,Lattice-based,Analysis,Security analysis of ML-KEM; ML-DSA; FrodoKEM,SageMath; Python,Low,New,Cryptanalysis Tools,yes,public/library/Lattice-Estimator.html,quantum-threats,Lattice security estimation; BKZ; LWE; NTRU,github,yes,Academic,
FPLLL,FPLLL: Fast Library for Lattice Reduction Algorithms,https://github.com/fplll/fplll,2005-01-01,2025-01-01,Active,"C++ library implementing lattice reduction algorithms (LLL, BKZ) used for cryptanalysis of lattice-based PQC schemes.",Tool,Research; Cryptography,FPLLL Contributors,,Global,Lattice-based,Analysis,Lattice reduction; BKZ; LLL; cryptanalysis,C++; Python (fpylll),Low,New,Cryptanalysis Tools,yes,public/library/FPLLL.html,quantum-threats,Lattice reduction; LLL algorithm; BKZ; cryptanalysis,github,yes,Academic,
ETSI-TS-103-673,ETSI TS 103 673: Quantum-Safe Hybrid Key Exchanges,https://www.etsi.org/deliver/etsi_ts/103600_103699/103673/01.01.01_60/ts_103673v010101p.pdf,2022-03-01,2022-03-01,Published,ETSI technical specification defining quantum-safe hybrid key exchange mechanisms for TLS and IKEv2 protocols.,Standard,Telecom; Internet; Government,ETSI TC CYBER QSC,,Europe; Global,Hybrid; ML-KEM,"L1,L3,L5",TLS 1.3; IKEv2; Hybrid Key Exchange,Protocol specification,High,New,Standards,yes,public/library/ETSI_TS_103_673.pdf,standards-bodies,ETSI; hybrid key exchange; TLS; IKEv2; quantum-safe,etsi-cyber,yes,ETSI,
RFC-9242,RFC 9242: Intermediate Exchange in IKEv2,https://datatracker.ietf.org/doc/rfc9242/,2022-05-01,2022-05-01,Published,Defines intermediate exchange for IKEv2 enabling PQC key exchange payloads that exceed single-packet size limits.,Standard,Networking; VPN; Security,IETF,,Global,Protocol,,IKEv2; VPN; PQC key exchange,IPsec implementations,High,New,Standards,yes,public/library/IETF_RFC_9242.html,standards-bodies,IKEv2; intermediate exchange; large PQC payloads; VPN,ietf,yes,IETF,
IEEE-P1931-1-ROSA,IEEE P1931.1: Standard for Post-Quantum Cryptography — ROust Security Architecture (ROSA),https://standards.ieee.org/ieee/1931.1/7556/,2024-01-01,2025-01-01,In Development,IEEE standard defining a robust security architecture for post-quantum cryptography deployment in enterprise systems.,Standard,Enterprise; Government; Critical Infrastructure,IEEE,,Global,Architecture,,Enterprise PQC architecture,Architecture standard,Medium,New,Standards,yes,public/library/IEEE_P1931.1.html,standards-bodies,IEEE; ROSA; enterprise PQC architecture; robust security,ieee-sa,yes,IEEE,
ITU-T-X1811,ITU-T X.1811: Security Guidelines for Applying Quantum-Safe Cryptography,https://www.itu.int/rec/T-REC-X.1811,2024-01-01,2024-01-01,Published,ITU-T recommendation providing security guidelines for the application of quantum-safe cryptographic mechanisms in telecommunications.,Standard,Telecom; Government,ITU-T,,Global,Guidelines,,Telecom PQC guidelines,Telecom standards,Medium,New,Standards,yes,public/library/ITU-T_X.1811.html,standards-bodies,ITU-T; telecom; quantum-safe guidelines; X.1811,itu,yes,ITU,
IBM-Quantum-Safe-Research,IBM Research: Post-Quantum Cryptography Standards and Research,https://www.research.ibm.com/blog/nist-pqc-standards,2024-08-01,2025-01-01,Active,IBM Research contributions to NIST PQC standards including co-invention of CRYSTALS-Kyber (ML-KEM) and CRYSTALS-Dilithium (ML-DSA).,Research,Enterprise; Government; Finance,IBM Research,FIPS 203;FIPS 204,Global,ML-KEM; ML-DSA,"L1,L2,L3,L5",NIST PQC standards development,IBM Quantum Safe Toolkit,High,New,Research,yes,public/library/IBM_Quantum_Safe.html,standards-bodies,IBM; CRYSTALS-Kyber; CRYSTALS-Dilithium; NIST co-inventor,ibm-research,yes,NIST,
Microsoft-PQC-Research,Microsoft Research: Post-Quantum Cryptography Project,https://www.microsoft.com/en-us/research/project/post-quantum-cryptography/,2015-01-01,2025-01-01,Active,"Microsoft Research PQC project including lattice-based and isogeny-based cryptography research, SymCrypt PQC integration.",Research,Enterprise; Cloud; OS,Microsoft Research,,Global,Lattice-based; Code-based,,Windows; Azure; SymCrypt PQC,SymCrypt; Windows CNG,High,New,Research,yes,public/library/Microsoft_Research_PQC_.html,standards-bodies,Microsoft; SymCrypt; Windows PQC; Azure; lattice cryptography,microsoft,yes,Academic,
Intel-PQC-Research,Intel Labs: Post-Quantum Cryptography Research and Hardware Acceleration,https://www.intel.com/content/www/us/en/research/blogs/post-quantum-cryptography.html,2023-01-01,2025-01-01,Active,Intel Labs research on hardware acceleration for PQC algorithms including optimized ML-KEM and ML-DSA implementations for Intel platforms.,Research,Hardware; Enterprise; Cloud,Intel Labs,,Global,ML-KEM; ML-DSA,,Hardware acceleration; CPU instructions,Intel IPP; Intel ISA-L,Medium,New,Research,yes,public/library/Intel_Labs_PQC_.html,quantum-threats,Intel; hardware acceleration; CPU; ML-KEM; ML-DSA,intel,partial,Intel,
SandboxAQ-PQC-Readiness-2025,State of PQC Readiness 2025 — Annual Industry Survey,https://www.sandboxaq.com/pqc-readiness-2025,2025-11-01,2025-11-01,Active,"SandboxAQ annual survey measuring enterprise PQC readiness across industries, covering crypto-agility, migration timelines, and executive awareness.",Survey/Report,All,SandboxAQ,,Global,,,Crypto-agility; migration readiness,,High,New,Industry Survey,yes,public/library/State-of-PQC-Readiness-2025-November-2025.pdf,pqc-business-case;migration-program,PQC readiness; crypto-agility; migration maturity; executive survey; industry benchmark,sandboxaq,no,SandboxAQ,
TNO-PQC-Migration-WP-2025,Migration to Post-Quantum Cryptography — Whitepaper 2025,,2025-01-01,2025-01-01,Active,TNO (Netherlands Organisation for Applied Scientific Research) whitepaper on practical migration strategies to post-quantum cryptography.,Whitepaper,Government; Enterprise; Telecommunications,TNO,,Europe; Netherlands,ML-KEM; ML-DSA,,TLS; PKI; VPN; SSH,,High,New,Government & Policy,yes,public/library/Migration-to-post-quantum-cryptography-WhitePaper_2025.pdf,migration-program;pqc-101,TNO; Netherlands; migration strategy; practical guidance; cryptographic inventory,,no,TNO,
NIST-PQC-Workshop-Yassir-2020,NIST PQC Workshop — Post-Quantum Cryptography Standardization Presentation (Yassir 2020),,2020-08-19,2020-08-19,Active,NIST PQC standardization workshop presentation from August 2020 covering evaluation criteria and selection process.,Presentation,Standards Bodies; Government,NIST,,United States; Global,Lattice-based; Code-based; Multivariate; Hash-based,NIST Levels 1-5,,,Medium,New,NIST Standards,yes,public/library/6-Yassir-NIST- 20200819-8.pdf,pqc-101,NIST PQC competition; standardization process; round 2; evaluation criteria,nist-csrc,yes,NIST,
JPMorgan-RWPQC-2025,JPMorgan Chase — Real World PQC 2025 Presentation,,2025-01-01,2025-01-01,Active,JPMorgan Chase presentation at Real World PQC 2025 conference on financial sector PQC migration challenges and strategies.,Presentation,Finance & Banking,JPMorgan Chase,,Global,ML-KEM; ML-DSA,,TLS; Payment systems; PKI,,Critical,New,Industry Reports,yes,public/library/Day1-1530-JPMorgan_Chase_RWPQC25.pdf,pqc-business-case;migration-program,RWPQC 2025; financial services; PQC migration; banking; harvest now decrypt later,,no,JPMorgan Chase,
arXiv-2403-11741,Post-Quantum Cryptography: Securing Digital Communication in the Quantum Era,https://arxiv.org/abs/2403.11741,2024-03-18,2024-03-18,Active,"Academic survey on PQC covering lattice-based, code-based, multivariate, and hash-based schemes with analysis of quantum threats to classical cryptography.",Research Paper,Academic; All,Dr. G S Mamatha; Rasha Sinha (R.V. College of Engineering),,Global,Lattice-based; Code-based; Multivariate; Hash-based,,,,Medium,New,Research,yes,public/library/2403.11741v1.pdf,pqc-101;research-quantum-impact,Shor's algorithm; RSA; ECC; lattice; code-based; quantum threat; survey,,partial,Academic,
NTNU-PQC-Challenges-Silde,Challenges and Opportunities from Quantum-Safe Cryptography,,2025-01-01,2025-01-01,Active,"Presentation by Tjerand Silde (NTNU / PONE Biometrics) on quantum-safe cryptography challenges including FIDO, secure authentication, and SNDL threats.",Presentation,Academic; Authentication; Biometrics,Tjerand Silde (NTNU; PONE Biometrics),,Europe; Norway,Lattice-based,,FIDO; Authentication; Biometrics,,Medium,New,Research,yes,public/library/PQC.pdf,pqc-101;research-quantum-impact,FIDO; biometrics; store now decrypt later; quantum-safe authentication; NTNU,,no,Academic,
EPC-342-08-Crypto-Guidelines-v16,EPC 342-08 v16.0 — Guidelines on Cryptographic Algorithms Usage and Key Management (2026),https://www.europeanpaymentscouncil.eu/document-library/guidance-documents/guidelines-cryptographic-algorithms-usage-and-key-management,2019-01-01,2026-03-13,Active,"European Payments Council v16.0 guidelines (73pp) on cryptographic algorithm selection and key management for SEPA payment schemes. Dedicated Chapter 4 on Post-Quantum Cryptography: CRQC impact on RSA/ECC, Harvest Now Decrypt Later (HNDL) and Harvest Now Forge Later (HNFL) threats, 3-step PQC transition (inventory → crypto agility → hybrid migration). Rec 4 mandates crypto agility integration and hybrid key establishment/digital signatures combining classical and PQC algorithms. Covers AES, SHA-2, RSA, ECC, TLS 1.3, key hierarchy, TRSM requirements, blockchain/DLT security, and 18 formal recommendations. References ML-KEM (FIPS 203), ML-DSA (FIPS 204), SLH-DSA (FIPS 205), CRYSTALS-Kyber/Dilithium, FALCON, SPHINCS+.",Technical Standard,Finance & Banking; Payments,European Payments Council (EPC) PSSG,,Europe; SEPA,RSA; ECC; AES; SHA-2; ML-KEM; ML-DSA; SLH-DSA,L1; L3; L5,SEPA; Payment processing; Key management; TLS,OpenSSL; HSM; TRSM,High,Updated,International Frameworks,yes,public/library/EPC342-08-v16.0-Guidelines-Cryptographic-Algorithms-Key-Management.pdf,pqc-business-case;migration-program;crypto-agility,SEPA; EPC; payments; cryptographic algorithm lifecycle; key management; European Payments Council; HNDL; HNFL; crypto agility; hybrid migration; CRQC; 18 recommendations; TRSM; blockchain; DLT; PSD2; DORA; eIDAS,,yes,European Payments Council,
FIPS-180-4,"Secure Hash Standard (SHS) — SHA-1, SHA-224, SHA-256, SHA-384, SHA-512",https://nvlpubs.nist.gov/nistpubs/FIPS/NIST.FIPS.180-4.pdf,2015-08-04,2015-08-04,Published,"Specifies SHA-1, SHA-224, SHA-256, SHA-384, SHA-512, SHA-512/224, and SHA-512/256 hash functions. SHA-256 and SHA-512 are used in PQC hybrid signing mechanisms (CKM_SHA256_RSA_PKCS, CKM_ECDSA_SHA256) and as the digest algorithm in CMS SignedData firmware envelopes.",Standard,Government; Defense; Finance; All,NIST,,USA; Global,Hash Functions,,TLS; CMS; PKCS#11; Firmware Signing; Code Signing,OpenSSL; NSS; BouncyCastle; SoftHSM,Low,New,NIST Standards,yes,public/library/FIPS-180-4.pdf,secure-boot-pqc,SHA-256; SHA-384; SHA-512; SHA-1; SHA-224; hash standard; digest; FIPS 180,nist-csrc,yes,NIST,
UEFI-SPEC-2.10-SecureBoot,UEFI Specification 2.10 — Secure Boot and Driver Signing (Chapter 32),https://uefi.org/specs/UEFI/2.10/32_Secure_Boot_and_Driver_Signing.html,2023-08-01,2023-08-01,Published,"Defines UEFI Secure Boot: authenticating firmware images via EFI_CERT_X509 entries in the Secure Boot database (db). Specifies key enrollment, dbx revocation, and signature verification using PKCS#7 SignedData at boot time. Relevant to PQC migration as RSA/ECDSA signing keys must be replaced with ML-DSA or SLH-DSA.",Specification,Hardware; Server; IoT; Embedded; Defense,UEFI Forum,FIPS 204;FIPS 205;FIPS 186-5;RFC 5652,Global,Digital Signatures; Firmware Signing,,UEFI Secure Boot; Firmware Signing; Key Management; Boot Chain,sbsign; pesign; efitools; openssl,High,New,Firmware Security,yes,public/library/UEFI-SPEC-2.10-SecureBoot.pdf,secure-boot-pqc,UEFI Secure Boot; firmware signing; db; dbx; EFI_CERT_X509; ML-DSA; SLH-DSA; quantum-safe boot; PKCS#7,uefi-forum,partial,UEFI Forum,
RFC-9935,Internet X.509 PKI — Algorithm Identifiers for ML-KEM,https://www.rfc-editor.org/rfc/rfc9935,2025-01-01,2025-01-01,Standards Track RFC,"Defines algorithm identifiers (OIDs) for ML-KEM-512, ML-KEM-768, and ML-KEM-1024 for use in X.509 certificates and CRLs. Direct complement to RFC 9881 (ML-DSA identifiers). Required for post-quantum PKI certificate issuance.",PKI/Certificate,Government; Finance; Enterprise; PKI,IETF LAMPS WG,FIPS 203;RFC 5280,Global,Lattice-based,"L1,L3,L5",X.509 certificates; PKI,Certificate authorities; PKI libraries,High,New,PKI Certificate Management,yes,public/library/RFC-9935.html,pki-workshop;hybrid-crypto,ML-KEM OIDs; X.509 PKI algorithm identifiers; complement to RFC 9881,ietf,partial,IETF,
draft-reddy-tls-composite-mldsa,Use of Composite ML-DSA in TLS 1.3,https://datatracker.ietf.org/doc/draft-reddy-tls-composite-mldsa/,2024-06-01,2026-03-01,Individual Internet-Draft,"Defines the use of Composite ML-DSA hybrid signatures in TLS 1.3, combining ML-DSA with classical algorithms (ECDSA, RSA) for backward-compatible migration. Extends draft-ietf-lamps-pq-composite-sigs into the TLS layer.",Protocol,Web; Cloud; Enterprise; Government,T. Reddy; IETF TLS WG,FIPS 204;RFC 8446;draft-ietf-lamps-pq-composite-sigs-15,Global,Lattice-based; PQ/T Hybrid,"L2,L3,L5",TLS 1.3 composite signatures,TLS libraries,Medium,New,Protocols,yes,public/library/draft-reddy-tls-composite-mldsa.html,tls-basics;hybrid-crypto,Composite ML-DSA; hybrid signatures; TLS 1.3; backward compatibility,ietf,no,IETF,
