patent_number,title,inventors,assignee,priority_date,issue_date,cpc_codes,one_sentence_summary,primary_inventive_claim,crypto_agility_mode,migration_strategy,quantum_relevance,quantum_notes,protocols,classical_algorithms,pqc_algorithms,quantum_technology,key_management_ops,hardware_components,authentication_factors,standards_referenced,threat_model,entropy_source,primitive_types,application_domain,independent_claim_subjects,performance_claims,data_types_protected,compliance_targets,citation_graph,claim_dependencies,nist_round_status,pqc_migration_score,pqc_migration_reason
20200250339,ENABLING NEGATIVE REPUTATION SUBMISSIONS IN MANNERS THAT REDUCE CHANCES OF RETALIATION,Rosedale; Philip,"High Fidelity, Inc.",2019-02-06,2020-08-06,G06T19/006;G06F21/33;H04L63/00;G06Q20/02;G06T13/40;H04L9/3239;G06T15/005;H04L9/0643;G06F3/011;H04N7/15;H04L63/12;H04L12/1822;G06F3/012;G06Q20/4016;H04L9/006;H04L9/3255;H04L67/131,,,classical_only,none,,,,,,,,,,,,,,,,,,,,,,,
20200252217,SYSTEM AND METHOD FOR PRODUCING A UNIQUE STABLE BIOMETRIC CODE FOR A BIOMETRIC HASH,Mathieu; Gilles,Global Bionic Optics Limited,2020-01-28,2020-08-06,G06F21/30;G06N3/08;H04L9/0643;G06N3/0464;H04L63/08;H04L9/0891;H04L9/0866;H04L9/006;H04W12/06;H04L9/3231;H04L9/3236,,,classical_only,none,,,,,,,,,,,,,,,,,,,,,,,
10733284,Trusted execution environment secure element communication,Broumas; Antonios Dimitrios et al.,"Samsung Electronics Co., Ltd.",2016-10-06,2020-08-04,G06F21/575;H04L9/3273;G06F21/74;G06F21/606;H04L9/0869;G06F21/44;H04L9/0838;H04L9/006;G06F21/53,"A method for secure communication binds an isolated environment to a secure component, performing tamper checks via trusted boot attestation before acting as an encrypted intermediary for data exchange.","The invention establishes a secure communication channel between an isolated environment (TEE) and a secure component (SE) by binding them via encrypted channels. It utilizes the isolated environment to perform tamper checks, including trusted boot attestation and device root key verification, before acting as an intermediary to decrypt and forward data to normal world applications.",negotiated,none,none,none,PKI,RSA; AES,,none,storage; exchange; distribution,smart-card; mobile; HSM,knowledge; possession; inherence/biometric; location,,tampering; replay; compromised_application,OS,symmetric-cipher; KEM; signature,telecom; banking; IoT,method for secure communication; apparatus for secure communication; non-transitory computer-readable medium,,root-keys; session-keys; credentials,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for secure communication""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""authentication using secured credentials""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""identifying compromised application""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""secure component operated within isolated environment""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""establishing PKI or symmetric encryption""}, {""claim"": 6, ""depends_on"": [], ""subject"": ""apparatus for secure communication""}, {""claim"": 7, ""depends_on"": [6], ""subject"": ""authentication using secured credentials""}, {""claim"": 8, ""depends_on"": [6], ""subject"": ""identifying compromised application""}, {""claim"": 9, ""depends_on"": [6], ""subject"": ""secure component operated within isolated environment""}, {""claim"": 10, ""depends_on"": [6], ""subject"": ""establishing PKI or symmetric encryption""}, {""claim"": 11, ""depends_on"": [], ""subject"": ""non-transitory computer-readable medium""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""authentication using secured credentials""}, {""claim"": 13, ""depends_on"": [11], ""subject"": ""identifying compromised application""}, {""claim"": 14, ""depends_on"": [11], ""subject"": ""secure component operated within isolated environment""}, {""claim"": 15, ""depends_on"": [1], ""subject"": ""device root key installed on both environments""}, {""claim"": 16, ""depends_on"": [6], ""subject"": ""device root key installed on both environments""}, {""claim"": 17, ""depends_on"": [11], ""subject"": ""device root key installed on both environments""}]",[],,
10735196,Password-less authentication for access management,Shastri; Venugopal Padmanabhan et al.,Oracle International Corporation,2018-11-07,2020-08-04,H04L9/3231;G06F21/36;H04L9/00;H04L63/0861;H04L9/006;H04L63/0853;H04L9/30;H04L9/3228;G06F21/32;H04L9/14;H04L9/3234,,,unclear,none,,,,,,,,,,,,,,,,,,,,,,,
10735395,Conducting secure interactions utilizing reliability information,Wang; Quan et al.,Visa International Service Association,2017-11-07,2020-08-04,H04L9/3239;H04L63/08;H04L63/0435;H04L63/04;H04L9/006;H04W12/66,,,classical_only,none,,,,,,,,,,,,,,,,,,,,,,,
20200244466,Vehicle Integration Platform (VIP) Security,Way; Matthew James et al.,"UATC, LLC",2019-06-27,2020-07-30,H04L9/006;H04W4/44;G06F21/64;H04L9/3228;H04L9/007;H04L9/3268;H04L9/3247;H04W12/069;H04W12/068;H04W4/40;H04L63/0823;H04L9/0825,A vehicle integration platform security system using a PKI with registration and certificate authorities to issue time-limited credentials for signing and validating messages among autonomous vehicles.,The invention provides a communication infrastructure where a registration authority generates time-limited client-specific credentials and a certificate authority normalizes requests into a hierarchy of licensing certificates. A security library accessible by clients and platform components implements logic for signing and validating messages based on these credentials to ensure message integrity and authenticity.,unclear,none,none,none,PKI; TLS,,,none,generation; distribution; rotation,IoT; mobile,possession,,MITM; replay,,signature,IoT; telecom; PKI,computing system implementing communication infrastructure; computer-implemented method for facilitating secure communications; non-transitory computer-readable media storing instructions for secure communications,,,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""computing system implementing communication infrastructure""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""signing messages in accordance with client-specific credentials""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""clients comprising autonomous vehicles and system clients""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""client-specific credentials expiring after predetermined time period""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""generating license to operate certificate""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""signed message including message bytes and signature bytes""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""message transport framework for propagating validated messages""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""logging dropped messages""}, {""claim"": 9, ""depends_on"": [], ""subject"": ""computer-implemented method for facilitating secure communications""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""signing messages in accordance with time-limited credentials""}, {""claim"": 11, ""depends_on"": [9], ""subject"": ""generating provisioning process request and receiving license to operate certificate""}, {""claim"": 12, ""depends_on"": [9], ""subject"": ""vehicle integration platform with APIs for autonomous vehicles""}, {""claim"": 13, ""depends_on"": [9], ""subject"": ""time-limited credentials expiring after predetermined time period""}, {""claim"": 14, ""depends_on"": [9], ""subject"": ""signed message including message bytes and signature bytes""}, {""claim"": 15, ""depends_on"": [], ""subject"": ""non-transitory computer-readable media for secure communications""}, {""claim"": 16, ""depends_on"": [15], ""subject"": ""client comprising autonomous vehicle""}, {""claim"": 17, ""depends_on"": [15], ""subject"": ""client comprising system client""}, {""claim"": 18, ""depends_on"": [15], ""subject"": ""generating license to operate certificate upon authentication""}, {""claim"": 19, ""depends_on"": [15], ""subject"": ""signed message including message bytes and signature bytes""}, {""claim"": 20, ""depends_on"": [15], ""subject"": ""time-limited credentials expiring after predetermined time period""}]",[],,
20200244441,ONE-TIME PASSWORD WITH UNPREDICTABLE MOVING FACTOR,Madineni; Narayana Aditya et al.,International Business Machines Corporation,2019-01-25,2020-07-30,H04L9/3239;H04L9/0637;H04L9/3242;H04L9/006;H04L9/3247;H04L9/0643;H04L9/3228,A method for generating one-time passwords using a shared secret key and a current blockchain hash value as an unpredictable moving factor to prevent replay attacks.,"The invention utilizes a current blockchain hash value as an unpredictable moving factor in a one-time password generation algorithm. This replaces predictable time-based or counter-based factors, rendering tokens obsolete immediately after use as the blockchain updates.",classical_only,none,none,none,PKI,RSA; HMAC; SHA-1; SHA-2; SHA-3; MD4; MD5; MD6; RIPEMD; Whirlpool; Blake; Streebog,,none,generation; exchange; storage; derivation,mobile; IoT,knowledge; possession; inherence/biometric; location,,replay; eavesdropping,deterministic-PRNG,hash; KDF; MAC; signature,blockchain; cloud,computer-implemented method for authenticating device; computer-implemented method for authenticator server; system comprising processor and storage medium,,transactions; session-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for retrieving blockchain hash and generating secure token""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""satisfying access parameter and synchronizing blockchain""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""access parameter is alphanumeric password""}, {""claim"": 4, ""depends_on"": [2], ""subject"": ""access parameter is geolocation""}, {""claim"": 5, ""depends_on"": [2], ""subject"": ""access parameter is time parameter""}, {""claim"": 6, ""depends_on"": [2], ""subject"": ""access parameter is biometric parameter""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""generating token using KDF""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""generating token using HMAC""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""signing token with private key""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""registering device by storing public key in blockchain""}, {""claim"": 11, ""depends_on"": [1], ""subject"": ""receiving access privileges""}, {""claim"": 12, ""depends_on"": [], ""subject"": ""method for server receiving token and generating verification token""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""validating digital signature using public key from blockchain""}, {""claim"": 14, ""depends_on"": [12], ""subject"": ""recording authentication in blockchain""}, {""claim"": 15, ""depends_on"": [14], ""subject"": ""recording causes token obsolescence""}, {""claim"": 16, ""depends_on"": [12], ""subject"": ""generating verification token using KDF""}, {""claim"": 17, ""depends_on"": [12], ""subject"": ""generating verification token using HMAC""}, {""claim"": 18, ""depends_on"": [], ""subject"": ""system with processor and storage medium""}, {""claim"": 19, ""depends_on"": [18], ""subject"": ""instructions downloaded over network""}, {""claim"": 20, ""depends_on"": [18], ""subject"": ""storage medium is server data processing system""}]",[],,
20200244444,"BLOCKCHAIN-BASED ADVERTISEMENT MONITORING METHOD AND APPARATUS, AND ELECTRONIC DEVICE",SUN; Jiankang et al.,ALIBABA GROUP HOLDING LIMITED,2020-04-14,2020-07-30,H04L9/3247;H04L63/126;H04L9/3239;H04L9/006;G06Q30/0269;H04L9/3297;H04L9/0643,,,classical_only,none,,,,,,,,,,,,,,,,,,,,,,,
10728043,Method and apparatus for providing secure communication among constrained devices,Moses; Timothy Edward,"Entrust, Inc.",2016-07-20,2020-07-28,H04L9/083;H04L9/006;H04L9/3263;H04L9/0825;H04L9/0833;H04L9/0891;H04L63/0428;H04L9/30;H04L63/0435;H04L9/16;H04L9/3234;H04L63/06,A method for managing cryptographic updates in constrained IoT devices by identifying communication partners via certificates and synchronizing algorithm replacements to maintain compatibility.,The invention issues cryptographic communication rights (certificates or tickets) to constrained devices that store only one algorithm per function. It identifies a subset of devices that must share the same algorithm to communicate and coordinates a simultaneous update of their cryptographic code modules to prevent communication breaks.,classical_only,in_place_upgrade,none,none,PKI; X.509,RSA; ECC; SHA-1; SHA-2,,none,distribution; rotation,IoT,possession,X.509; PKCS #7; PKIX,cryptanalysis,,symmetric-cipher; KEM; signature; hash,IoT,method for secure communication between constrained devices; apparatus comprising processors for issuing rights; system comprising constrained devices and servers,,session-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for secure communication between constrained devices""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""provisioning replacement cryptographic code module""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""issuing request by software update server""}, {""claim"": 4, ""depends_on"": [1], ""subject"": ""issuing request by network management device""}, {""claim"": 5, ""depends_on"": [], ""subject"": ""apparatus comprising processors""}, {""claim"": 6, ""depends_on"": [], ""subject"": ""system comprising constrained devices and servers""}, {""claim"": 7, ""depends_on"": [6], ""subject"": ""system comprising network management server""}]",[],,
10728044,User authentication with self-signed certificate and identity verification and migration,Melo; Nelson et al.,BEYOND IDENTITY INC.,2020-02-20,2020-07-28,H04L9/0825;H04L9/14;H04L63/083;H04L9/3265;H04L9/006;H04L9/3271;H04L63/0428;H04L9/0861;H04L9/3247;G06F16/2379;G06F16/214;H04L9/0894;H04L9/0897;H04L63/126;H04L9/3073;H04L63/0823;H04L9/3268;G06F21/46;H04L63/061,"A user authentication system replaces passwords with self-signed certificate chains, allowing users to act as their own Certificate Authority and migrate trust between devices via secure enclaves.",The invention enables users to generate a self-signed root certificate and intermediate certificates signed by that root to form a chain of trust. This chain is used to authenticate the user to a verifying party and can be migrated to new devices by signing new intermediate certificates with the root key.,classical_only,in_place_upgrade,none,none,TLS; PKI; X.509; WebAuthn,RSA; ECDSA; SHA-256,,none,generation; storage; distribution; rotation; escrow,HSM; mobile; smart-card,possession,X.509; TLS; WebAuthn,MITM; replay; phishing,OS,signature; hash,cloud; PKI; banking,method for authenticating a user to a verifying party computer; non-transitory computer readable medium for authenticating a user,,PII; root-keys; session-keys,,US20130145151; US20120036364; US20190075099,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for authenticating a user to a verifying party computer""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""migrating step comprising generating key pair and sending CSR""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""generating second user device key pair and sending CSR""}, {""claim"": 4, ""depends_on"": [3], ""subject"": ""validating CSR, signing new intermediate certificate""}, {""claim"": 5, ""depends_on"": [3], ""subject"": ""bundling leaf packages and encrypting payload""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""migrating certificate chain to third user device""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""downloading signing application and creating private key""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""storing root private key in external server and deleting from device""}, {""claim"": 9, ""depends_on"": [8], ""subject"": ""recovering root private key from credential recovery service""}, {""claim"": 10, ""depends_on"": [], ""subject"": ""method for authenticating a user to a verifying party computer""}, {""claim"": 11, ""depends_on"": [10], ""subject"": ""migrating comprising generating key pair and sending CSR""}, {""claim"": 12, ""depends_on"": [11], ""subject"": ""generating second user device key pair and sending CSR""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""validating CSR, signing new intermediate certificate""}, {""claim"": 14, ""depends_on"": [13], ""subject"": ""migrating certificate chain to third user device""}, {""claim"": 15, ""depends_on"": [], ""subject"": ""non-transitory computer readable medium for authenticating a user""}, {""claim"": 16, ""depends_on"": [15], ""subject"": ""storing intermediate private key in signing application""}, {""claim"": 17, ""depends_on"": [15], ""subject"": ""creating root private key with signing application""}, {""claim"": 18, ""depends_on"": [17], ""subject"": ""downloading signing application over network""}]",[],,
10728038,Multiple secrets in quorum based data processing,,PQ Solutions Limited,2017-03-23,2020-07-28,H04L9/0894;H04L63/061;H04L63/0442;H04L9/0631;H04L63/062;H04L9/304;H04L63/0435;H04L9/085;G06F21/40;H04L63/065;H04L9/3242;H04L9/0643;H04L9/3247;G06F11/14,Methods for quorum-based secret key reconstruction using polynomial secret sharing and nested non-linear circuits to generate identical keys from different participant subsets.,"The invention claims a method and device for generating quorum key components by applying a key index to a series of nested non-linear computation modules (e.g., hash functions or encryption devices). The outputs are multiplied by secret data values derived from polynomials and Lagrange coefficients, allowing any k participants to reconstruct an identical secret key.",unclear,none,background_only,"Quantum computers are mentioned in the Background of the Invention as a threat model ('vulnerable to advances in high power computing coming for example from implementations of quantum computers'). The patent does not claim quantum technologies, nor does it implement post-quantum cryptography in the independent claims, although it mentions McEliece (a PQC scheme) in dependent claim 13. The primary invention is classical secret sharing.",,AES; SHA-256,Classic McEliece,none,generation; derivation; distribution; destruction,HSM; smart-card; IoT; mobile,possession,,insider; quantum-attack,TRNG,symmetric-cipher; signature; hash; KDF,blockchain; cloud; banking,computing device for quorum key component generation; method of generating a quorum key component; non-transitory computer-readable medium for generating a quorum key component,,root-keys; transactions,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""computing device for quorum key component generation""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""access control based on quorum""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""functional cryptographic key for encryption/decryption""}, {""claim"": 4, ""depends_on"": [], ""subject"": ""method of generating a quorum key component""}, {""claim"": 5, ""depends_on"": [4], ""subject"": ""reconstructing key from sum of components""}, {""claim"": 6, ""depends_on"": [1], ""subject"": ""implementation using hash function""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""implementation using encryption function""}, {""claim"": 8, ""depends_on"": [1], ""subject"": ""implementation using general mapping function""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""encryption of document using key index""}, {""claim"": 10, ""depends_on"": [1], ""subject"": ""digital signature generation""}, {""claim"": 11, ""depends_on"": [1], ""subject"": ""cryptocurrency block signing""}, {""claim"": 12, ""depends_on"": [1], ""subject"": ""blinded cipher text generation""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""McEliece public key cryptosystem""}, {""claim"": 14, ""depends_on"": [1], ""subject"": ""key derivation for third party""}, {""claim"": 15, ""depends_on"": [14], ""subject"": ""cloud storage system""}, {""claim"": 16, ""depends_on"": [4], ""subject"": ""transmission of key components""}, {""claim"": 17, ""depends_on"": [4], ""subject"": ""use of same polynomials""}, {""claim"": 18, ""depends_on"": [4], ""subject"": ""multiplication by Lagrange-based value""}, {""claim"": 19, ""depends_on"": [4], ""subject"": ""identical original data values""}, {""claim"": 20, ""depends_on"": [19], ""subject"": ""polynomial coefficients from original data""}, {""claim"": 21, ""depends_on"": [20], ""subject"": ""randomly chosen remaining coefficients""}, {""claim"": 22, ""depends_on"": [19], ""subject"": ""Lagrange coefficient calculation""}, {""claim"": 23, ""depends_on"": [4], ""subject"": ""encryption function in computation module""}, {""claim"": 24, ""depends_on"": [4], ""subject"": ""general mapping function in computation module""}, {""claim"": 25, ""depends_on"": [4], ""subject"": ""delaying inputs for synchronization""}, {""claim"": 26, ""depends_on"": [1], ""subject"": ""generation of secret data values""}, {""claim"": 27, ""depends_on"": [], ""subject"": ""non-transitory computer-readable medium""}]",[],2,"Assignee name suggests PQC, but title and CPCs indicate classical secret sharing, lacking explicit PQC algorithm referen"
20200235907,Securing Cluster Communications In a Non-Secure Network,Ponnuswamy; Senthilkumar et al.,"EMC IP HOLDING COMPANY, LLC",2019-01-18,2020-07-23,H04L9/085;H04L9/0825;H04L9/3273;H04L9/006;H04L9/083;H04L9/3268;H04L9/3247;G06F9/45558;H04L63/0823;H04L63/0272,A method for securing virtual machine cluster communications in non-secure networks by embedding initial pre-shared keys in node images to establish trust and exchange permanent keys for PKI certificate generation.,"The invention establishes secure communications in a non-secure environment by embedding an initial pre-shared secret key directly into the virtual machine image of a new cluster node. This initial trust enables the secure exchange of a permanent shared secret key, which is then used to facilitate the exchange and signing of public key infrastructure certificates without user intervention.",classical_only,none,none,none,TLS; PKI; X.509; SSL,,,none,generation; exchange; distribution; storage,,knowledge,,MITM,OS,symmetric-cipher; signature,cloud; PKI,method of establishing secure communications between virtual machines; computer program product for establishing secure communications,,session-keys; root-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method of establishing secure communications between virtual machines""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""configuring cluster to have virtual scale-out architecture""}, {""claim"": 3, ""depends_on"": [1], ""subject"": ""automatically deploying new virtual cluster node""}, {""claim"": 4, ""depends_on"": [2], ""subject"": ""monitoring operating conditions and dynamically spawning node""}, {""claim"": 5, ""depends_on"": [1], ""subject"": ""communicating permanent shared key via trusted connections""}, {""claim"": 6, ""depends_on"": [5], ""subject"": ""using OpenSSL connections""}, {""claim"": 7, ""depends_on"": [5], ""subject"": ""signing CSR to create certificate hierarchy""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""sending trusted CA certificates""}, {""claim"": 9, ""depends_on"": [1], ""subject"": ""configuring nodes from common object""}, {""claim"": 10, ""depends_on"": [1], ""subject"": ""configuring master node to execute virtual scale-out software""}, {""claim"": 11, ""depends_on"": [1], ""subject"": ""keys comprising random numbers""}, {""claim"": 12, ""depends_on"": [], ""subject"": ""computer program product for establishing secure communications""}, {""claim"": 13, ""depends_on"": [12], ""subject"": ""configuring cluster to have virtual scale-out architecture""}, {""claim"": 14, ""depends_on"": [12], ""subject"": ""automatically deploying new virtual cluster node""}, {""claim"": 15, ""depends_on"": [14], ""subject"": ""monitoring operating conditions and dynamically spawning node""}, {""claim"": 16, ""depends_on"": [12], ""subject"": ""communicating permanent shared key via trusted connections""}, {""claim"": 17, ""depends_on"": [16], ""subject"": ""signing CSR to create certificate hierarchy""}, {""claim"": 18, ""depends_on"": [12], ""subject"": ""sending trusted CA certificates""}, {""claim"": 19, ""depends_on"": [12], ""subject"": ""configuring nodes from common object""}]",[],,
20200235943,INFORMATION ASSURANCE (IA) USING AN INTEGRITY AND IDENTITY RESILIENT BLOCKCHAIN,Salimi; Alireza et al.,Accenture Global Solutions Limited,2019-08-20,2020-07-23,H04L9/006;H04L9/0643;H04L9/0637;H04L9/3247;H04L9/0894;H04L9/3239;G06F8/65;H04L9/3263;H04L9/0891,,,classical_only,none,,,,,,,,,,,,,,,,,,,,,,,
20200228518,UNIVERSAL ACCESS TO DOCUMENT TRANSACTION PLATFORM,Steeves; David et al.,"DocuSign, Inc.",2019-08-21,2020-07-16,G06F21/645;H04L9/3242;H04L63/0823;G06Q20/367;H04L9/006;H04L63/062;G06F21/604;H04L9/3247;H04L63/10,"A document transaction management platform coordinates trust actions across multiple external trust service providers using tokens to access user information and transaction data, returning proofs of action performance.","The invention provides a connector module that coordinates trust actions between a digital transaction management platform and various trust service providers. It utilizes tokens to access user information and transaction data, enabling the platform to select specific providers based on policies and receive cryptographic proofs of completed actions.",unclear,none,none,none,PKI; X.509,SHA-256; RSA; ECDSA,,none,storage; distribution,mobile; IoT,knowledge; possession,,,,signature; hash,cloud; PKI,method for coordinating trust actions via connector module,,transactions; PII,,US8949708; US20140250491,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""method for coordinating trust actions via connector module""}]",[],,
20200228334,METHOD AND SYSTEM FOR DATA OWNERSHIP CONFIRMATION BASED ON ENCRYPTION,MIAO; Fang et al.,"Chengdu Yunshuzhilian Technology Co., Ltd.",2020-03-25,2020-07-16,H04L9/30;H04L9/32,,,classical_only,none,,,,,,,,,,,,,,,,,,,,,,,
10713363,System and method of configuring information handling systems,Savage; Marshal F. et al.,Dell Products L.P.,2018-04-27,2020-07-14,G06F21/572;H04L41/0806;H04L63/0823;H04L9/3247;H04L63/10;G06F21/6218;H04L9/0897;H04L9/3268;H04L9/321;H04L63/126,,,classical_only,none,,,,,,,,,,,,,,,,,,,,,,,
20200220715,Visual Image Authentication,Fiske; Michael Stephen,Fiske; Michael Stephen,2020-03-15,2020-07-09,H04L9/0819;H04L9/0841;H04L9/0852;H04L9/3242;H04L9/14;H04L9/3239;H04L9/085;H04L9/006,"A visual image authentication system uses quantum randomness to vary image properties, enabling users to verify shared secrets and detect man-in-the-middle attacks during key exchange.","The invention establishes a shared secret via group operations and derives visual images from that secret using a one-way function. These images are communicated over a distinct channel to allow human verification of the key exchange, preventing man-in-the-middle attacks.",unclear,none,background_only,"Quantum randomness is mentioned in the Abstract and Description (e.g., Figs 16-18) as a mechanism to vary image location, generate noise, or change texture. However, no independent or dependent claims explicitly require quantum technology; the claims rely on 'group operations' and 'one-way functions' without specifying the entropy source. The primary invention functions with standard randomness, making quantum an optional embodiment described in the background.",PKI,SHA-256,,qrng,generation; derivation; exchange,mobile; QRNG; photonic,knowledge; inherence/biometric,,MITM; HNDL,QRNG,KEM; hash,banking; telecom,method for establishing a shared secret; system for establishing a shared key; method for establishing a shared key,,transactions; session-keys,,,"[{""claim"": 1, ""depends_on"": [], ""subject"": ""machine-implemented method for establishing a shared secret""}, {""claim"": 2, ""depends_on"": [1], ""subject"": ""second party computing shared secret and deriving images""}, {""claim"": 3, ""depends_on"": [2], ""subject"": ""communicating visual images between parties""}, {""claim"": 4, ""depends_on"": [2], ""subject"": ""deriving images using a one-way function""}, {""claim"": 5, ""depends_on"": [2], ""subject"": ""deriving images using a one-way hash function""}, {""claim"": 6, ""depends_on"": [3], ""subject"": ""transmitting public keys and images over distinct channels""}, {""claim"": 7, ""depends_on"": [1], ""subject"": ""displaying images on a mobile device""}, {""claim"": 8, ""depends_on"": [7], ""subject"": ""mobile device is a mobile phone""}, {""claim"": 9, ""depends_on"": [], ""subject"": ""system for establishing a shared key""}, {""claim"": 10, ""depends_on"": [9], ""subject"": ""second party computing shared secret and deriving images""}, {""claim"": 11, ""depends_on"": [10], ""subject"": ""communicating visual images between parties""}, {""claim"": 12, ""depends_on"": [10], ""subject"": ""deriving images using a one-way function""}, {""claim"": 13, ""depends_on"": [10], ""subject"": ""deriving images using a one-way hash function""}, {""claim"": 14, ""depends_on"": [11], ""subject"": ""transmitting public keys and images over distinct channels""}, {""claim"": 15, ""depends_on"": [9], ""subject"": ""displaying images on a mobile device""}, {""claim"": 16, ""depends_on"": [15], ""subject"": ""mobile device is a mobile phone""}, {""claim"": 17, ""depends_on"": [], ""subject"": ""method for establishing a shared key""}, {""claim"": 18, ""depends_on"": [17], ""subject"": ""second party computing shared secret and deriving images""}, {""claim"": 19, ""depends_on"": [18], ""subject"": ""communicating visual images between parties""}, {""claim"": 20, ""depends_on"": [19], ""subject"": ""shared secret used to execute a secure transaction""}]",[],,
20200220863,SERVER FOR DETECTING A PROXY DEVICE IN A COMMUNICATIONS PATH AND RELATED METHODS,Athlur; Anudeep et al.,"CITRIX SYSTEMS, INC.",2019-01-08,2020-07-09,H04L9/3226;H04L63/0428;H04L9/3268;H04L63/083;H04L63/0823;H04L63/06;H04L43/0811;H04L63/0892;H04L63/0281;G06F21/44;H04L9/006;H04L63/168;H04L9/3273;H04L9/321;H04L9/0643;H04L67/56,,,classical_only,none,,,,,,,,,,,,,,,,,,,,,,,
20200221295,APPARATUS AND METHOD FOR SHARING CREDENTIALS IN AN INTERNET OF THINGS (IOT) SYSTEM,ALTIN; DANIEL et al.,"Afero, Inc.",2019-12-30,2020-07-09,H04W12/50;H04L9/0877;H04W4/70;H04L9/065;H04L9/0841;H04L9/006;H04L9/0866;H04W12/43;H04L9/0827;H04W12/04;H04L9/0637;H04W12/02;H04L67/12,,,unclear,none,,,,,,,,,,,,,,,,,,,,,,,
10708047,"Computer-readable recording medium storing update program and update method, and computer-readable recording medium storing management program and management method",Maruyama; Hidefumi,FUJITSU LIMITED,2016-12-13,2020-07-07,H04L63/0869;H04L63/045;H04L9/3268;H04L9/006;H04L63/062;H04L63/0823;H04L9/3247;H04L63/126;H04L63/0428;H04L9/0891,,,classical_only,in_place_upgrade,,,,,,,,,,,,,,,,,,,,,,,
10708070,System and method for utilizing connected devices to enable secure and anonymous electronic interaction in a decentralized manner,Fallah; Jay et al.,NXM LABS CANADA INC.,2018-05-24,2020-07-07,H04L9/3265;H04L9/006;H04L9/30;H04L67/1044;H04L9/3297;H04L9/3239,,,classical_only,none,,,,,,,,,,,,,,,,,,,,,,,
