software_name,cert_type,cert_id,cert_vendor,cert_product,pqc_algorithms,certification_level,status,cert_date,cert_link
Google Tink,FIPS 140-3,4444,"Google, LLC.",BoringCrypto SoC,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-02-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4444
Google Tink,FIPS 140-3,5104,"Google, LLC",BoringCrypto,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-12-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5104
Google Workspace Identity,ACVP,A7700,"Google, Inc.",BoringCrypto,"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-11-21,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20486
Google Workspace Identity,FIPS 140-3,4156,"Google, LLC.",BoringCrypto Android,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-02-16,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4156
Google Workspace Identity,FIPS 140-3,4444,"Google, LLC.",BoringCrypto SoC,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-02-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4444
Google Workspace Identity,FIPS 140-3,5104,"Google, LLC",BoringCrypto,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-12-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5104
IBM Cloud HSM (Utimaco),ACVP,A7400,Utimaco IS GmbH,Lattice Module - ML,"ML-DSA, ML-KEM",,Active,2025-09-17,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20181
IBM Cloud HSM (Utimaco),ACVP,A7401,Utimaco IS GmbH,Stateful hash based Module - HBS,LMS,,Active,2025-09-17,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20182
IBM Cloud HSM (Utimaco),Common Criteria,cc-ibm-z-os-version-2-release-5-5rp1,IBM Corporation (Scheme: IT),IBM z/OS Version 2 Release 5,HSS,None,Active,2024-10-21,https://www.commoncriteriaportal.org/files/epfiles/st_zos_v2r5_v2.17.pdf
IBM Cloud HSM (Utimaco),Common Criteria,cc-ibm-z-os-version-2-release-5-xged,IBM Corporation (Scheme: IT),IBM z/OS Version 2 Release 5,HSS,"EAL4+,ALC_FLR.3",Active,2025-09-29,https://www.commoncriteriaportal.org/files/epfiles/st_zos_v2r5_eal4+_2.17.pdf
IBM Cloud HSM (Utimaco),FIPS 140-3,3886,Utimaco IS GmbH,CryptoServer CSe-Series,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2021-04-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/3886
IBM Cloud HSM (Utimaco),FIPS 140-3,3925,Utimaco IS GmbH,CryptoServer Se-Series Gen2,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2021-05-10,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/3925
IBM Guardium Key Lifecycle Manager,Common Criteria,cc-ibm-z-os-version-2-release-5-5rp1,IBM Corporation (Scheme: IT),IBM z/OS Version 2 Release 5,HSS,None,Active,2024-10-21,https://www.commoncriteriaportal.org/files/epfiles/st_zos_v2r5_v2.17.pdf
IBM Guardium Key Lifecycle Manager,Common Criteria,cc-ibm-z-os-version-2-release-5-xged,IBM Corporation (Scheme: IT),IBM z/OS Version 2 Release 5,HSS,"EAL4+,ALC_FLR.3",Active,2025-09-29,https://www.commoncriteriaportal.org/files/epfiles/st_zos_v2r5_eal4+_2.17.pdf
IBM Guardium Key Lifecycle Manager,FIPS 140-3,2691,IBM® Corporation,"IBM® z/OS® Version 2 Release 1 Security Server RACF® Signature Verification Module [1], IBM® z/OS® Version 2 Release 2 Security Server RACF® Signature Verification Module [2], IBM® z/OS® Version 2 Release 3 Security Server RACF® Signature Verification Module [3] and IBM® z/OS® Version 2 Release 4 Security Server RACF® Signature Verification Module [4][5]",No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2016-07-28,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/2691
IBM Guardium Key Lifecycle Manager,FIPS 140-3,4079,IBM Corporation,IBM 4769-001 Cryptographic Coprocessor Security Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2021-11-29,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4079
IBM Guardium Key Lifecycle Manager,FIPS 140-3,4404,IBM Corporation,IBM Cloud Object Storage System’s™ FIPS Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-01-04,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4404
IBM Guardium Key Lifecycle Manager,FIPS 140-3,4432,IBM Corporation,IBM® Security QRadar® SIEM Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-02-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4432
IBM Guardium Key Lifecycle Manager,FIPS 140-3,4530,IBM Corporation,IBM® z/VM® Version 7 Release 2 System SSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-06-05,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4530
IBM Guardium Key Lifecycle Manager,FIPS 140-3,4553,IBM,IBM 4769-001 Enterprise PKCS#11 HSM Cryptographic Coprocessor Security Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-07-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4553
IBM Guardium Key Lifecycle Manager,FIPS 140-3,4558,IBM,IBM 4770-001 Enterprise PKCS#11 HSM Cryptographic Coprocessor Security Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-08-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4558
IBM Guardium Key Lifecycle Manager,FIPS 140-3,4591,IBM Corporation,IBM® z/OS® Version 2 Release 4 ICSF PKCS #11 Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-09-11,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4591
IBM Guardium Key Lifecycle Manager,FIPS 140-3,4618,IBM Corporation,IBM® z/OS® Version 2 Release 4 System SSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-09-28,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4618
IBM Guardium Key Lifecycle Manager,FIPS 140-3,4755,IBM Corporation,IBM® Crypto for C,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4755
IBM Guardium Key Lifecycle Manager,FIPS 140-3,4789,IBM,IBM DataPower FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-09-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4789
IBM Guardium Key Lifecycle Manager,FIPS 140-3,5078,IBM(R) Corporation,IBM® NVMe FlashCore™ Module 2,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-10-03,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5078
IBM Guardium Key Lifecycle Manager,FIPS 140-3,5088,IBM(R) Corporation,IBM® NVMe FlashCore™ Module 3,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-11-03,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5088
IBM Guardium Key Lifecycle Manager,FIPS 140-3,5094,IBM Corporation,IBM COS Linux Kernel Cryptographic API Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-11-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5094
IBM Guardium Quantum Safe,Common Criteria,cc-ibm-z-os-version-2-release-5-5rp1,IBM Corporation (Scheme: IT),IBM z/OS Version 2 Release 5,HSS,None,Active,2024-10-21,https://www.commoncriteriaportal.org/files/epfiles/st_zos_v2r5_v2.17.pdf
IBM Guardium Quantum Safe,Common Criteria,cc-ibm-z-os-version-2-release-5-xged,IBM Corporation (Scheme: IT),IBM z/OS Version 2 Release 5,HSS,"EAL4+,ALC_FLR.3",Active,2025-09-29,https://www.commoncriteriaportal.org/files/epfiles/st_zos_v2r5_eal4+_2.17.pdf
IBM Guardium Quantum Safe,FIPS 140-3,2691,IBM® Corporation,"IBM® z/OS® Version 2 Release 1 Security Server RACF® Signature Verification Module [1], IBM® z/OS® Version 2 Release 2 Security Server RACF® Signature Verification Module [2], IBM® z/OS® Version 2 Release 3 Security Server RACF® Signature Verification Module [3] and IBM® z/OS® Version 2 Release 4 Security Server RACF® Signature Verification Module [4][5]",No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2016-07-28,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/2691
IBM Guardium Quantum Safe,FIPS 140-3,4079,IBM Corporation,IBM 4769-001 Cryptographic Coprocessor Security Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2021-11-29,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4079
IBM Guardium Quantum Safe,FIPS 140-3,4404,IBM Corporation,IBM Cloud Object Storage System’s™ FIPS Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-01-04,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4404
IBM Guardium Quantum Safe,FIPS 140-3,4432,IBM Corporation,IBM® Security QRadar® SIEM Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-02-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4432
IBM Guardium Quantum Safe,FIPS 140-3,4530,IBM Corporation,IBM® z/VM® Version 7 Release 2 System SSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-06-05,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4530
IBM Guardium Quantum Safe,FIPS 140-3,4553,IBM,IBM 4769-001 Enterprise PKCS#11 HSM Cryptographic Coprocessor Security Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-07-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4553
IBM Guardium Quantum Safe,FIPS 140-3,4558,IBM,IBM 4770-001 Enterprise PKCS#11 HSM Cryptographic Coprocessor Security Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-08-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4558
IBM Guardium Quantum Safe,FIPS 140-3,4591,IBM Corporation,IBM® z/OS® Version 2 Release 4 ICSF PKCS #11 Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-09-11,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4591
IBM Guardium Quantum Safe,FIPS 140-3,4618,IBM Corporation,IBM® z/OS® Version 2 Release 4 System SSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-09-28,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4618
IBM Guardium Quantum Safe,FIPS 140-3,4755,IBM Corporation,IBM® Crypto for C,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4755
IBM Guardium Quantum Safe,FIPS 140-3,4789,IBM,IBM DataPower FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-09-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4789
IBM Guardium Quantum Safe,FIPS 140-3,5078,IBM(R) Corporation,IBM® NVMe FlashCore™ Module 2,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-10-03,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5078
IBM Guardium Quantum Safe,FIPS 140-3,5088,IBM(R) Corporation,IBM® NVMe FlashCore™ Module 3,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-11-03,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5088
IBM Guardium Quantum Safe,FIPS 140-3,5094,IBM Corporation,IBM COS Linux Kernel Cryptographic API Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-11-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5094
IBM Quantum Safe Toolkit,Common Criteria,cc-ibm-z-os-version-2-release-5-5rp1,IBM Corporation (Scheme: IT),IBM z/OS Version 2 Release 5,HSS,None,Active,2024-10-21,https://www.commoncriteriaportal.org/files/epfiles/st_zos_v2r5_v2.17.pdf
IBM Quantum Safe Toolkit,Common Criteria,cc-ibm-z-os-version-2-release-5-xged,IBM Corporation (Scheme: IT),IBM z/OS Version 2 Release 5,HSS,"EAL4+,ALC_FLR.3",Active,2025-09-29,https://www.commoncriteriaportal.org/files/epfiles/st_zos_v2r5_eal4+_2.17.pdf
IBM Quantum Safe Toolkit,FIPS 140-3,2691,IBM® Corporation,"IBM® z/OS® Version 2 Release 1 Security Server RACF® Signature Verification Module [1], IBM® z/OS® Version 2 Release 2 Security Server RACF® Signature Verification Module [2], IBM® z/OS® Version 2 Release 3 Security Server RACF® Signature Verification Module [3] and IBM® z/OS® Version 2 Release 4 Security Server RACF® Signature Verification Module [4][5]",No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2016-07-28,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/2691
IBM Quantum Safe Toolkit,FIPS 140-3,4079,IBM Corporation,IBM 4769-001 Cryptographic Coprocessor Security Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2021-11-29,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4079
IBM Quantum Safe Toolkit,FIPS 140-3,4404,IBM Corporation,IBM Cloud Object Storage System’s™ FIPS Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-01-04,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4404
IBM Quantum Safe Toolkit,FIPS 140-3,4432,IBM Corporation,IBM® Security QRadar® SIEM Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-02-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4432
IBM Quantum Safe Toolkit,FIPS 140-3,4530,IBM Corporation,IBM® z/VM® Version 7 Release 2 System SSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-06-05,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4530
IBM Quantum Safe Toolkit,FIPS 140-3,4553,IBM,IBM 4769-001 Enterprise PKCS#11 HSM Cryptographic Coprocessor Security Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-07-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4553
IBM Quantum Safe Toolkit,FIPS 140-3,4558,IBM,IBM 4770-001 Enterprise PKCS#11 HSM Cryptographic Coprocessor Security Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-08-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4558
IBM Quantum Safe Toolkit,FIPS 140-3,4591,IBM Corporation,IBM® z/OS® Version 2 Release 4 ICSF PKCS #11 Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-09-11,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4591
IBM Quantum Safe Toolkit,FIPS 140-3,4618,IBM Corporation,IBM® z/OS® Version 2 Release 4 System SSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-09-28,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4618
IBM Quantum Safe Toolkit,FIPS 140-3,4755,IBM Corporation,IBM® Crypto for C,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4755
IBM Quantum Safe Toolkit,FIPS 140-3,4789,IBM,IBM DataPower FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-09-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4789
IBM Quantum Safe Toolkit,FIPS 140-3,5078,IBM(R) Corporation,IBM® NVMe FlashCore™ Module 2,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-10-03,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5078
IBM Quantum Safe Toolkit,FIPS 140-3,5088,IBM(R) Corporation,IBM® NVMe FlashCore™ Module 3,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-11-03,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5088
IBM Quantum Safe Toolkit,FIPS 140-3,5094,IBM Corporation,IBM COS Linux Kernel Cryptographic API Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-11-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5094
IBM Security Guardium Data Protection,Common Criteria,cc-ibm-z-os-version-2-release-5-5rp1,IBM Corporation (Scheme: IT),IBM z/OS Version 2 Release 5,HSS,None,Active,2024-10-21,https://www.commoncriteriaportal.org/files/epfiles/st_zos_v2r5_v2.17.pdf
IBM Security Guardium Data Protection,Common Criteria,cc-ibm-z-os-version-2-release-5-xged,IBM Corporation (Scheme: IT),IBM z/OS Version 2 Release 5,HSS,"EAL4+,ALC_FLR.3",Active,2025-09-29,https://www.commoncriteriaportal.org/files/epfiles/st_zos_v2r5_eal4+_2.17.pdf
IBM Security Guardium Data Protection,FIPS 140-3,2691,IBM® Corporation,"IBM® z/OS® Version 2 Release 1 Security Server RACF® Signature Verification Module [1], IBM® z/OS® Version 2 Release 2 Security Server RACF® Signature Verification Module [2], IBM® z/OS® Version 2 Release 3 Security Server RACF® Signature Verification Module [3] and IBM® z/OS® Version 2 Release 4 Security Server RACF® Signature Verification Module [4][5]",No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2016-07-28,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/2691
IBM Security Guardium Data Protection,FIPS 140-3,4079,IBM Corporation,IBM 4769-001 Cryptographic Coprocessor Security Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2021-11-29,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4079
IBM Security Guardium Data Protection,FIPS 140-3,4404,IBM Corporation,IBM Cloud Object Storage System’s™ FIPS Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-01-04,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4404
IBM Security Guardium Data Protection,FIPS 140-3,4432,IBM Corporation,IBM® Security QRadar® SIEM Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-02-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4432
IBM Security Guardium Data Protection,FIPS 140-3,4530,IBM Corporation,IBM® z/VM® Version 7 Release 2 System SSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-06-05,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4530
IBM Security Guardium Data Protection,FIPS 140-3,4553,IBM,IBM 4769-001 Enterprise PKCS#11 HSM Cryptographic Coprocessor Security Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-07-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4553
IBM Security Guardium Data Protection,FIPS 140-3,4558,IBM,IBM 4770-001 Enterprise PKCS#11 HSM Cryptographic Coprocessor Security Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-08-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4558
IBM Security Guardium Data Protection,FIPS 140-3,4591,IBM Corporation,IBM® z/OS® Version 2 Release 4 ICSF PKCS #11 Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-09-11,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4591
IBM Security Guardium Data Protection,FIPS 140-3,4618,IBM Corporation,IBM® z/OS® Version 2 Release 4 System SSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-09-28,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4618
IBM Security Guardium Data Protection,FIPS 140-3,4755,IBM Corporation,IBM® Crypto for C,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4755
IBM Security Guardium Data Protection,FIPS 140-3,4789,IBM,IBM DataPower FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-09-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4789
IBM Security Guardium Data Protection,FIPS 140-3,5078,IBM(R) Corporation,IBM® NVMe FlashCore™ Module 2,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-10-03,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5078
IBM Security Guardium Data Protection,FIPS 140-3,5088,IBM(R) Corporation,IBM® NVMe FlashCore™ Module 3,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-11-03,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5088
IBM Security Guardium Data Protection,FIPS 140-3,5094,IBM Corporation,IBM COS Linux Kernel Cryptographic API Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-11-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5094
IDEMIA Digital Identity Platform,ACVP,A6961,IDEMIA Secure Transactions,IDEMIA Sphere Cryptographic Library,"LMS, ML-DSA, ML-KEM, SLH-DSA",,Active,2025-05-28,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19694
IDEMIA Digital Identity Platform,FIPS 140-3,3864,IDEMIA,ID-One PIV 2.4 on Cosmo V8.2 SPE Configurations,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2021-03-24,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/3864
IDEMIA Digital Identity Platform,FIPS 140-3,3863,IDEMIA,ID-One PIV 2.4 on Cosmo V8.2 NPIVP & CIV Configurations,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2021-03-24,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/3863
IDEMIA Digital Identity Platform,FIPS 140-3,4827,IDEMIA,FIPS Applet on RookySE,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-11,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4827
IDEMIA Digital Identity Platform,FIPS 140-3,5024,IDEMIA,ID-One PIV 243 in NPIVP & CIV Configurations,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-06-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5024
IDEMIA Digital Identity Platform,FIPS 140-3,5027,IDEMIA,ID-One PIV 243 in SPE Configurations,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-06-17,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5027
IDEMIA PQC Secure Element,ACVP,A6961,IDEMIA Secure Transactions,IDEMIA Sphere Cryptographic Library,"LMS, ML-DSA, ML-KEM, SLH-DSA",,Active,2025-05-28,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=19694
IDEMIA PQC Secure Element,FIPS 140-3,3864,IDEMIA,ID-One PIV 2.4 on Cosmo V8.2 SPE Configurations,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2021-03-24,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/3864
IDEMIA PQC Secure Element,FIPS 140-3,3863,IDEMIA,ID-One PIV 2.4 on Cosmo V8.2 NPIVP & CIV Configurations,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2021-03-24,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/3863
IDEMIA PQC Secure Element,FIPS 140-3,4827,IDEMIA,FIPS Applet on RookySE,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-10-11,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4827
IDEMIA PQC Secure Element,FIPS 140-3,5024,IDEMIA,ID-One PIV 243 in NPIVP & CIV Configurations,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-06-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5024
IDEMIA PQC Secure Element,FIPS 140-3,5027,IDEMIA,ID-One PIV 243 in SPE Configurations,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-06-17,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5027
Intel Platform Trust Technology (PTT),ACVP,A7332,Intel Corporation,liboqs,"ML-DSA, ML-KEM",,Active,2025-08-14,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20098
Intel Platform Trust Technology (PTT),ACVP,A7795,Best PQC Intelligent Cybersecurity Ltd.,Best PQC MLKEM,ML-KEM,,Active,2025-12-15,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20590
Intel Platform Trust Technology (PTT),FIPS 140-3,4025,Intel Corporation,Intel® Offload and Crypto Subsystem (OCS),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2021-09-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4025
Intel Platform Trust Technology (PTT),FIPS 140-3,4150,Intel Corporation,"Intel® Converged Security and Manageability Engine (CSME) Crypto Module for Tiger Point PCH, Mule Creek Canyon PCH, and Rocket Lake PCH",No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-02-10,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4150
Intel Platform Trust Technology (PTT),FIPS 140-3,4158,Intel Corporation,Cryptographic Module for Intel® Converged Security and Manageability Engine (CSME),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-02-17,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4158
Intel Platform Trust Technology (PTT),FIPS 140-3,4648,Intel Corporation,Cryptographic Module for Intel® Platforms' Security Engine Chipset,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-10-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4648
Intel Platform Trust Technology (PTT),FIPS 140-3,4749,Intel Corporation,Crypto Module for Intel® Alder Point PCH Converged Security and Manageability Engine (CSME),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-08-02,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4749
Intel Platform Trust Technology (PTT),FIPS 140-3,5032,Intel Corporation,Intel® QuickAssist Technology (QAT) Provider,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2025-06-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5032
Intel TDX (Trust Domain Extensions),ACVP,A7332,Intel Corporation,liboqs,"ML-DSA, ML-KEM",,Active,2025-08-14,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20098
Intel TDX (Trust Domain Extensions),ACVP,A7795,Best PQC Intelligent Cybersecurity Ltd.,Best PQC MLKEM,ML-KEM,,Active,2025-12-15,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20590
Intel TDX (Trust Domain Extensions),FIPS 140-3,4025,Intel Corporation,Intel® Offload and Crypto Subsystem (OCS),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2021-09-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4025
Intel TDX (Trust Domain Extensions),FIPS 140-3,4150,Intel Corporation,"Intel® Converged Security and Manageability Engine (CSME) Crypto Module for Tiger Point PCH, Mule Creek Canyon PCH, and Rocket Lake PCH",No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2022-02-10,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4150
