industry,use_case_id,use_case_label,use_case_icon,protocols_current,protocols_target,pqc_claim_basis,classical_mechanisms,pqc_mechanisms,migration_status,summary,related_standards,main_source,source_url,trusted_source_id,local_file,peer_reviewed,vetting_body,confidence_score,last_verified,status,deprecated_at,deprecated_reason,learn_module_id,playground_tools,mechanism_refs,no_protocol_reason,source_library_ref,source_citation_type,migrate_product_refs,fips_140,fips_140_level,common_criteria,common_criteria_profile,common_criteria_scheme,pci_certification,pci_certification_program,national_certification,national_certification_scheme,hsm_certification_logic,hsm_certification_refs,certification_future,certification_future_date,certification_future_refs
Rail / Transit,rail-etcs,Train control key management (ETCS),TrainFront,tls-1-2;x509;est-cmp,tls-1-3;x509;est-cmp,none,RSA;ECDSA,,none,ETCS online key management (UNISIG SUBSET-137) distributes KMAC keys via RSA/ECDSA-authenticated channels; signalling assets have 30+-year lifecycles.,,UNISIG SUBSET-137 — On-line Key Management FFFIS (KMC-ETCS),https://www.era.europa.eu/system/files/2023-09/index083_-_SUBSET-137_v400.pdf,era-rail,threats/RAIL-001.pdf,no,UNISIG; European Union Agency for Railways,0.85,2026-07-29,active,,,iot-ot-pqc,pki-enrollment;pki-workshop,RFC 5280;RFC 9881,,UNISIG-SUBSET-137-ERTMS-ETCS-On-line-Key-Management-FFFIS,technical,,none,,none,,,none,,none,,,UNISIG-SUBSET-137-ERTMS-ETCS-On-line-Key-Management-FFFIS;UNISIG-SUBSET-114,,,
Rail / Transit,rail-frmcs,Railway mobile communications (GSM-R → FRMCS),Antenna,tls-1-3;ike-ipsec,tls-1-3;ike-ipsec,standardised,RSA;ECDSA,ML-KEM,draft,"FRMCS, the 5G successor to GSM-R, authenticates with ECDSA/RSA under ETSI TS 103 719 and 3GPP profiles; migrating rail radio is a multi-decade infrastructure program.",,ETSI TS 103 764 (FRMCS System Architecture) + ETSI TS 103 765-1/-2 (Transport/Service Stratum) / 3GPP TS 22.289 / TS 23.289,https://www.etsi.org/deliver/etsi_ts/103700_103799/103764/01.01.00_30/ts_103764v010100va.pdf,etsi-cyber,threats/RAIL-003.html,no,,0.85,2026-07-30,active,,,iot-ot-pqc,suci-flow;vpn-sim;tls-simulator,RFC-9846-The-Transport-Layer-Security-TLS-Protocol-Version-1;draft-ietf-tls-ecdhe-mlkem-05,,ETSI-TS-103-764-Rail-Telecommunications-RT-FRMCS-System-Arch,driver,,none,,none,,,none,,none,,,ETSI-TS-103-764-Rail-Telecommunications-RT-FRMCS-System-Arch;ETSI-TS-103-765-1-Rail-Telecommunications-RT-FRMCS-Transport;EU-CRA-REG-2024-2847,,,
Rail / Transit,rail-ptc,Positive Train Control PKI,TrainFront,x509,x509,none,RSA;ECDSA,,none,"US Positive Train Control mandated by 49 CFR 236 Subpart I relies on PKI-authenticated wireless messaging between locomotives, wayside units, and back offices.",,49 CFR Part 236 Subpart I — Positive Train Control Systems (eCFR),https://www.ecfr.gov/current/title-49/subtitle-B/chapter-II/part-236/subpart-I,fra-us,threats/RAIL-004.html,yes,FRA,0.85,2026-07-29,active,,,iot-ot-pqc,pki-workshop;cert-capacity,RFC 5280;RFC 9881,,49-CFR-Part-236-Subpart-I-Positive-Train-Control-Systems,driver,,none,,none,,,none,,none,,,49-CFR-Part-236-Subpart-I-Positive-Train-Control-Systems;FRA-Information-Guide-on-Positive-Train-Control-in-49-CFR-Pa,,,
Retail & E-Commerce,retail-checkout,Online checkout & POS,ShoppingCart,tls-1-3;tls-1-2,tls-1-3,adopted,RSA;ECDSA;ECDH;X25519,ML-KEM,production,Checkout and point-of-sale traffic is TLS under PCI DSS; hybrid ML-KEM is production-ready in modern commerce stacks.,,PCI DSS v4.0.1,https://www.middlebury.edu/sites/default/files/2025-01/PCI-DSS-v4_0_1.pdf,pci-ssc,threats/RETAIL-001.html,no,PCI Security Standards Council,0.85,2026-07-29,active,,,emv-payment-pqc,tls-simulator;sbx-tls;sbx-browser-tls,RFC-9846-The-Transport-Layer-Security-TLS-Protocol-Version-1;draft-ietf-tls-ecdhe-mlkem-05,,PCI-DSS-v4-0-1-Requirements-and-Testing-Procedures,technical,,none,,none,,,mandated,PCI PTS POI with SRED (P2PE 3.1),none,,all-of,PCI-P2PE-Security-Requirements-v3-1,,,
Supply Chain / Logistics,supply-maritime,Port & vessel identity systems,Ship,x509;tls-1-2,x509;tls-1-3,none,RSA;ECDSA,,none,"Port management PKI, vessel identity certificates, and maritime VPNs fall under IMO cyber-risk management guidance; fleet IT refresh cycles are long.",,IMO Maritime Cyber Risk Management Guidelines,https://www.imo.org/en/OurWork/Security/Pages/Cyber-security.aspx,imo,threats/SUPPLY-001.pdf,no,,0.85,2026-07-29,active,,,,pki-workshop;tls-simulator,RFC 5280;RFC 9881,,IMO-Maritime-Cyber-Risk-Management-Guidelines,driver,,none,,none,,,none,,none,,,IMO-MSC-FAL-1-Circ-3-Rev-2-Guidelines-on-Maritime-Cyber-Risk;EU-CRA-REG-2024-2847,,,
Supply Chain / Logistics,supply-ebl,Electronic bills of lading & trade docs,FileText,jose;x509,jose;x509,none,RSA;ECDSA,,none,DCSA electronic bill-of-lading standards sign trade documents with RSA/ECDSA; negotiable instruments demand signature validity across multi-year disputes.,,DCSA Electronic Bill of Lading Standards,https://dcsa.org/standards/bill-of-lading,csa-cloud,threats/SUPPLY-002.html,no,,0.85,2026-07-29,active,,,,api-security-jwt;pki-workshop,RFC 7515,,DCSA-Information-Model-v3-0,driver,,none,,none,,,none,,none,,,DCSA-Information-Model-v3-0,,,
Supply Chain / Logistics,supply-customs,Customs declarations & single windows,Stamp,x509,x509,none,RSA;ECDSA,,none,Customs single-window platforms and AEO certificates under the WCO SAFE framework authenticate declarations with classical digital signatures.,,WCO SAFE Framework of Standards,https://www.wcoomd.org/en/topics/facilitation/instrument-and-tools/frameworks-of-standards/safe_package.aspx,wco,threats/SUPPLY-003.html,no,,0.85,2026-07-29,active,,,,pki-workshop;cert-capacity,RFC 5280;RFC 9881,,WCO-SAFE-Framework-of-Standards-2021,driver,,none,,none,,,none,,none,,,WCO-SAFE-Framework-of-Standards-2021,,,
Telecommunications,telco-suci,Subscriber identity concealment (5G SUCI),Smartphone,5g-suci,5g-suci,proposed,ECDH;X25519,ML-KEM,draft,5G SUCI conceals subscriber identifiers with ECIES (Curve25519/P-256); 3GPP study items and NIST CSWP 36A chart the ML-KEM-based replacement.,NIST-CSWP-36A;ATIS-5G-Quantum,3GPP TS 33.501 5G Security Architecture,https://www.etsi.org/deliver/etsi_ts/133500_133599/133501/18.09.00_60/ts_133501v180900p.pdf,etsi,threats/TELCO-003.pdf,partial,3GPP; ETSI,0.85,2026-07-29,active,,,5g-security,suci-flow,3GPP TS 33.501 Rel-19;PQ-SUCI-MLKEM-Profile-C-2025,,3GPP TS 33.501 Rel-19,technical,,none,,de-facto,BSI-CC-PP-0084 (security IC) + BSI-CC-PP-0089 (eUICC),BSI / SOG-IS,none,,mandated,India NCCS ComSec/ITSAR (MTCTE); China SCA/OSCCA (Art.26),all-of,3GPP TS 33.501 Rel-19;China-Cryptography-Law-2019-NPC,,,
Telecommunications,telco-transport,Backhaul & core transport (IPsec/TLS),Antenna,ike-ipsec;tls-1-3,ike-ipsec;tls-1-3,standardised,RSA;ECDSA;ECDH,ML-KEM,pilot,Inter-site N2/N3 IPsec and SBA TLS carry the mobile core; GSMA's PQ.03 guidelines sequence the telco network migration and IKEv2 PQ extensions are standardized.,GSMA-PQ.03;RFC-9370;ATIS-5G-Quantum,GSMA Post-Quantum Telco Network Taskforce,https://www.gsma.com/newsroom/wp-content/uploads/PQ.03-Post-Quantum-Cryptography-Guidelines-for-Telecom-Use-v1.0.pdf,gsma,threats/TELCO-002.pdf,no,GSMA,0.85,2026-07-29,active,,,5g-security,vpn-sim;tls-simulator;sbx-vpn,IETF RFC 7296;draft-ietf-ipsecme-ikev2-pqc-auth-08;RFC 8784;draft-ietf-tls-ecdhe-mlkem-05,,GSMA PQ.03 PQC Guidelines,technical,,none,,none,,,none,,mandated,India NCCS ComSec/ITSAR (MTCTE); China SCA/OSCCA (Art.26). Voluntary: GSMA NESAS,all-of,China-Cryptography-Law-2019-NPC,,,
Telecommunications,telco-certs,Network function & gNB certificates,KeyRound,x509;est-cmp,x509;est-cmp,standardised,RSA;ECDSA,ML-DSA,draft,3GPP TS 33.310 certificate profiles for network functions and base stations use RSA/ECDSA today; ML-DSA profiles track the LAMPS certificate work.,,3GPP TS 33.501 5G Security Architecture,https://www.etsi.org/deliver/etsi_ts/133500_133599/133501/18.09.00_60/ts_133501v180900p.pdf,etsi,threats/TELCO-003.pdf,partial,3GPP; ETSI,0.85,2026-07-29,active,,,5g-security,pki-enrollment;pki-workshop;sbx-stepca,RFC 5280;RFC 9881,,3GPP TS 33.501 Rel-19,driver,,none,,none,,,none,,mandated,India NCCS ComSec/ITSAR (MTCTE); China SCA/OSCCA (Art.26). Voluntary: GSMA NESAS,all-of,3GPP TS 33.501 Rel-19;China-Cryptography-Law-2019-NPC,,,
Telecommunications,telco-subscriber,Legacy subscriber authentication,Signal,ike-ipsec,ike-ipsec,in-progress,RSA;ECDSA;ECDH,ML-KEM;ML-DSA,none,Legacy generations and roaming interconnects still depend on classical asymmetric authentication and key exchange flagged in GSMA security guidance.,GSMA-PQ.03,GSMA Security Guidelines,https://www.gsma.com/newsroom/wp-content/uploads/PQ.03-Post-Quantum-Cryptography-Guidelines-for-Telecom-Use-v1.0.pdf,gsma,threats/TELCO-001.html,no,GSMA,0.85,2026-07-29,active,,,5g-security,vpn-sim;suci-flow,IETF RFC 7296;draft-ietf-ipsecme-ikev2-pqc-auth-08;RFC 8784;draft-wang-ipsecme-kem-auth-ikev2-03,,GSMA PQ.03 PQC Guidelines,technical,,none,,mandated,BSI-CC-PP-0084/0035 (hardware) + BSI-CC-PP-0089 (eUICC),BSI / SOG-IS,none,,mandated,GSMA SAS-UP + SAS-SM; India NCCS ComSec/ITSAR; China SCA/OSCCA (Art.26),all-of,3GPP TS 33.501 Rel-19;GSMA-SGP24-v2-4-4;China-Cryptography-Law-2019-NPC,,,
Water / Wastewater,water-scada,Treatment plant SCADA & remote ops,Droplets,ike-ipsec;tls-1-2,ike-ipsec;tls-1-3,none,RSA;ECDSA;ECDH,,none,Water utility SCADA authentication and remote-monitoring VPNs fall under America's Water Infrastructure Act assessments; OT asset lifecycles stretch decades.,,EPA America's Water Infrastructure Act (AWIA) 2018 / CISA,https://www.epa.gov/waterresilience/awia-section-2013,cisa,threats/WATER-001.html,no,CISA,0.85,2026-07-29,active,,,energy-utilities-pqc,vpn-sim;tls-simulator,IETF RFC 7296;draft-ietf-ipsecme-ikev2-pqc-auth-08;RFC 8784,,EPA-America-s-Water-Infrastructure-Act-AWIA-Section-2013,driver,,none,,none,,,none,,mandated,China SCA/OSCCA commercial cryptography product certification (Cryptography Law Art.26 -- China-market modules only),all-of,China-Cryptography-Law-2019-NPC,,,
Water / Wastewater,water-ami,Water metering & sensor networks,Gauge,x509;dtls-1-2,x509;dtls-1-3,none,RSA;ECDSA;ECDH,,none,Smart water meters and sensor-to-gateway bootstrap use RSA/ECC provisioning per EPA water-sector cybersecurity guidance.,,EPA Cybersecurity for Water Sector (August 2024),https://www.epa.gov/cyberwater/epa-cybersecurity-water-sector,epa-us,threats/WATER-003.pdf,no,EPA,0.85,2026-08-17,active,,,energy-utilities-pqc,pki-workshop;cert-capacity;sbx-iot-mqtt,RFC 5280;RFC 9881;draft-ietf-lamps-pq-composite-kem-19,,EPA-Cybersecurity-for-the-Water-Sector,driver,,none,,none,,,none,,mandated,China SCA/OSCCA commercial cryptography product certification (Cryptography Law Art.26 -- China-market modules only),all-of,China-Cryptography-Law-2019-NPC,,,
Water / Wastewater,water-dams,Dam & hydropower remote access,Waves,ike-ipsec,ike-ipsec,none,RSA;ECDH,,none,FERC's hydropower security program covers certificate-based remote access to dam control systems — classical VPN cryptography guarding kinetic infrastructure.,,FERC Security Program for Hydropower Projects,https://www.ferc.gov/dam-safety-and-inspections/security-program-hydropower-projects,ferc,threats/WATER-005.html,no,FERC,0.85,2026-07-29,active,,,energy-utilities-pqc,vpn-sim;sbx-vpn,IETF RFC 7296;RFC 8784,,FERC-Security-Program-for-Hydropower-Projects-Division-of-Da,driver,,none,,none,,,none,,mandated,China SCA/OSCCA commercial cryptography product certification (Cryptography Law Art.26 -- China-market modules only),all-of,China-Cryptography-Law-2019-NPC,,,
Insurance,ins-policyholder-data,Policyholder data & HNDL exposure,Database,tls-1-3;tls-1-2,tls-1-3,standardised,RSA;ECDSA;ECDH,ML-KEM,none,"Insurers hold decades-sensitive policyholder and claims data behind TLS and classically-encrypted stores; Munich Re's 2025 cyber-trends report flags harvest-now-decrypt-later theft and the NIST PQC transition (RSA vulnerable to quantum decryption, protection horizon ~2030) as a sector concern.",,Munich Re — Cyber Insurance: Risks and Trends 2025 (quantum computing security section),https://www.munichre.com/en/insights/cyber/cyber-insurance-risks-and-trends-2025.html,munich-re,industry-landscape/ins-munichre-cyber-trends-2025.html,no,,0.8,2026-07-29,active,,,pqc-risk-management,tls-simulator;envelope-encrypt,RFC-9846-The-Transport-Layer-Security-TLS-Protocol-Version-1;draft-ietf-tls-ecdhe-mlkem-05,,Munich-Re-Cyber-Insurance-Risks-and-Trends-2025,technical,,none,,none,,,none,,none,,,NY-DFS-23-NYCRR-500-A2;NAIC-Insurance-Data-Security-Model-Law-MDL-668;DORA-REG-2022-2554,,,
Insurance,ins-cyber-underwriting,Cyber underwriting & quantum accumulation risk,ClipboardCheck,,,none,,,none,Cyber insurers carry accumulation exposure if a cryptographically relevant quantum computer breaks the RSA/ECDSA protecting their insureds en masse; Munich Re's 2025 cyber-trends report treats the PQC transition as an underwriting-relevant risk trend.,,Munich Re — Cyber Insurance: Risks and Trends 2025 (quantum computing security section),https://www.munichre.com/en/insights/cyber/cyber-insurance-risks-and-trends-2025.html,munich-re,industry-landscape/ins-munichre-cyber-trends-2025.html,no,,0.8,2026-07-29,active,,,pqc-risk-management,sbx-cbom-compliance;sbx-migration-impact,,"Underwriting and accumulation modelling are actuarial processes, not a wire protocol.",Munich-Re-Cyber-Insurance-Risks-and-Trends-2025,,,none,,none,,,none,,none,,,Munich-Re-Cyber-Insurance-Risks-and-Trends-2025,,,
Payment Card Industry,Mastercard-PQC-industry-awareness-payment-ecosystem-quantum,Mastercard PQC industry awareness (payment ecosystem quantum-migration whitepaper),Lock,tls-1-3,tls-1-3,standardised,RSA;ECDSA,ML-KEM;ML-DSA;SLH-DSA,none,"Mastercard's 2025 R&D white paper (verified 2026-07-31 from the downloaded PDF). Frames HNDL as the central driver and compares PQC against Quantum Key Distribution (QKD) as the two quantum-safe technology categories, favoring PQC for deployability. Cites industry-wide TLS 1.3 PQC adoption data from Cloudflare (nearly 2% of connections by March 2024, reaching double digits by end of 2024) as evidence of momentum -- this is an internet-wide statistic the paper quotes, not a claim about Mastercard's own network. States no QKD trial or pilot of its own. Its concrete recommendation to financial institutions is to invest in cryptographic inventory tooling now, 'regardless of the timeline for PQC migration that it deems to be ideal' -- the paper does not commit to a specific readiness timeline (no 3- or 5-year figure appears in the text).",,Mastercard — Migration to Post-Quantum Cryptography (WhitePaper 2025),https://www.mastercard.com/content/dam/mccom/shared/news-and-trends/stories/2025/quantum-explainer-and-white-paper/Migration-to-post-quantum-cryptography-WhitePaper_2025.pdf,mastercard-incorporated,industry-landscape/Mastercard-PQC-industry-awareness-payment-ecosystem-quantum.pdf,no,,0.85,2026-08-13,active,,,emv-payment-pqc,tls-simulator;sbx-migration-impact;sbx-cbom-compliance,RFC-9846-The-Transport-Layer-Security-TLS-Protocol-Version-1;draft-ietf-tls-ecdhe-mlkem-05;draft-ietf-tls-mldsa-04;FIPS 205,,Mastercard-Migration-to-Post-Quantum-Cryptography-White-Pape,technical,,none,,none,,,none,,none,,,,,,
Cross-Industry,cross-openpgp,OpenPGP email & file encryption,Mail,openpgp,openpgp,standardised,RSA;ECDH;X25519,ML-KEM;ML-DSA;SLH-DSA,draft,"OpenPGP messaging and file encryption use RSA and ECDH/X25519 key establishment with RSA/EdDSA signatures; the OpenPGP PQC extension specifies composite ML-KEM+ECDH encryption, composite ML-DSA signatures and standalone SLH-DSA for long-lived archives.",,draft-ietf-openpgp-pqc — Post-Quantum Cryptography in OpenPGP,https://datatracker.ietf.org/doc/draft-ietf-openpgp-pqc/,ietf,library/draft-ietf-openpgp-pqc-17.html,yes,IETF,0.85,2026-08-15,active,,,,,draft-ietf-openpgp-pqc-17,,draft-ietf-openpgp-pqc-17,technical,,none,,none,,,none,,none,,all-of,draft-ietf-openpgp-pqc-17,,,
Cross-Industry,cross-dnssec,DNSSEC zone signing,Globe,dnssec,dnssec,proposed,RSA;ECDSA,ML-DSA;SLH-DSA,none,"DNSSEC zone and record signing uses RSA and ECDSA; post-quantum adoption is constrained by signature size against DNS message limits, and the active proposals explore SLH-DSA with Merkle Tree Ladder mode and ML-DSA rather than a drop-in replacement.",,draft-fregly-dnsop-slh-dsa-mtl-dnssec — SLH-DSA with MTL mode for DNSSEC,https://datatracker.ietf.org/doc/draft-fregly-dnsop-slh-dsa-mtl-dnssec/,ietf,library/draft-fregly-dnsop-slh-dsa-mtl-dnssec-06.html,no,IETF,0.8,2026-08-15,active,,,,,draft-fregly-dnsop-slh-dsa-mtl-dnssec-06,,draft-fregly-dnsop-slh-dsa-mtl-dnssec-06,technical,,mandated,140-3 L3,none,,,none,,none,,all-of,ICANN-Root-Zone-KSK-DPS-8th-Edition;draft-fregly-dnsop-slh-dsa-mtl-dnssec-06,,,
IT Industry / Software,it-kerberos,Kerberos PKINIT enterprise authentication,KeyRound,kerberos,kerberos,in-progress,RSA;ECDH,ML-KEM,none,"Kerberos' core ticket exchange is symmetric and not directly quantum-exposed, but PKINIT — the public-key path used for smart-card and certificate-based initial authentication — relies on RSA and ECDH key transport; an active draft specifies ML-KEM encapsulation for that exchange.",,Post-quantum Key Encapsulation with ML-KEM in PKINIT for Kerberos,https://datatracker.ietf.org/doc/draft-ietf-kitten-pq-kerberos/,ietf,library/Post-quantum-Key-Encapsulation-with-ML-KEM-in-Public-Key-Cry.html,no,IETF,0.8,2026-08-15,active,,,crypto-dev-apis,,Post-quantum-Key-Encapsulation-with-ML-KEM-in-Public-Key-Cry,,Post-quantum-Key-Encapsulation-with-ML-KEM-in-Public-Key-Cry,technical,,none,,none,,,none,,none,,all-of,IETF RFC 4556,,,
Telecommunications,telco-routing,Routing security (RPKI / BGPsec),Network,rpki-bgpsec,rpki-bgpsec,in-progress,ECDSA,ML-DSA,none,"RPKI route-origin authorisations and BGPsec per-hop path signatures are ECDSA P-256 throughout; a post-quantum signature profile and migration plan proposes ML-DSA, with signature size and per-hop verification cost as the binding constraints.",,Post-Quantum Signature Algorithm Profile and Migration Considerations for RPKI,https://datatracker.ietf.org/doc/draft-ietf-sidrops-pq-signature/,ietf,library/Post-Quantum-Signature-Algorithm-Profile-and-Migration-Consi.html,no,IETF,0.8,2026-08-15,active,,,5g-security,,Post-Quantum-Signature-Algorithm-Profile-and-Migration-Consi,,Post-Quantum-Signature-Algorithm-Profile-and-Migration-Consi,technical,,de-facto,140-3 L4,none,,,none,,mandated,China SCA/OSCCA commercial cryptography product certification (Cryptography Law Art.26 -- China-market modules only),all-of,Post-Quantum-Signature-Algorithm-Profile-and-Migration-Consi;IETF-RFC-6484;China-Cryptography-Law-2019-NPC,,,
Cryptocurrency / Blockchain,crypto-solana-signing,Solana account & transaction signing,KeyRound,,,proposed,EdDSA,FN-DSA,none,"Solana accounts are identified by Ed25519 public keys and every transaction — including validator vote transactions, which are ordinary transactions in Solana's architecture rather than a separate consensus scheme — carries a 64-byte Ed25519 signature per signer. SIMD-0461 proposed a Falcon (FN-DSA) verification syscall as an exploratory, verification-only addition that would not replace Ed25519; its own author closed the PR in 2026-06 for lack of demand in favor of a separate SBF-native implementation, and as of 2026-08 the network has not committed to any PQC migration strategy.",,Solana Docs — Transactions,https://solana.com/docs/core/transactions,solana-foundation,library/Solana-Docs-Transactions.html,no,Solana Foundation,0.85,2026-08-16,active,,,digital-assets,solana-flow,Solana-Docs-Transactions;SIMD-0461-Falcon-FN-DSA-Signature-Verification-Precompile,"Solana's wire/gossip protocol is chain-specific, not a standardised network protocol tracked by the matrix.",Solana-Docs-Transactions,,,none,,none,,,none,,none,,,Solana-Docs-Transactions,,,
Cryptocurrency / Blockchain,crypto-cardano-signing,Cardano wallet & transaction signing,KeyRound,,,none,EdDSA,,none,"Cardano wallets derive keys via ED25519-BIP32 (CIP-3): a 96-byte extended private key made of a 64-byte extended Ed25519 secret key plus a 32-byte chain code, enabling BIP-32-style hierarchical derivation over the Ed25519 curve. The Icarus scheme is current and recommended; the original Byron scheme is deprecated. IOG's Vision 2026 research program lists signatures among the primitives it aims to eventually replace with post-quantum alternatives, but as of 2026-08 no specific PQC signature family has been named for wallet signing.",,CIP-3 — Wallet Key Generation,https://cips.cardano.org/cip/CIP-3,cardano-foundation,library/CIP-3-Wallet-key-generation-BIP32-Ed25519.html,no,,0.85,2026-08-16,active,,,digital-assets,,CIP-3-Wallet-key-generation-BIP32-Ed25519,"Cardano's wallet key-derivation scheme is a chain-specific standard (CIP-3), not a standardised network protocol tracked by the matrix.",CIP-3-Wallet-key-generation-BIP32-Ed25519,technical,,none,,none,,,none,,none,,,CIP-3-Wallet-key-generation-BIP32-Ed25519,,,
Cryptocurrency / Blockchain,crypto-cardano-consensus,Cardano Ouroboros consensus (VRF + KES),Network,,,none,EdDSA,,none,"Cardano's Ouroboros Praos consensus uses two Ed25519-based primitives in production: a verifiable random function (VRF suite ECVRF-ED25519-SHA512-ELL2, RFC 9381's suite 0x04) for private, unbiasable slot-leader election, and a Key-Evolving Signature scheme (Sum6Kes — the 'sum' forward-secure construction over Ed25519, 2^6 = 64 key evolutions) for block signing. The academic Ouroboros Praos paper describes both primitives abstractly without naming a curve; the concrete Ed25519 instantiation is IOG's own engineering choice. IOG's Vision 2026 research program names a 'novel post-quantum VRF' and PQC replacements for KES among its research goals, explicitly framed as early-stage science with no committed timeline and no specific PQC algorithm family named yet.",,"Ouroboros Praos: An Adaptively-Secure, Semi-synchronous Proof-of-Stake Protocol",https://eprint.iacr.org/2017/573.pdf,iacr-eprint,library/Ouroboros-Praos-An-Adaptively-Secure-Semi-synchronous-Proof.pdf,yes,EUROCRYPT 2018,0.9,2026-08-16,active,,,digital-assets,,Cardano-cardano-crypto-praos-VRF-suite-ECVRF-ED25519-SHA512;input-output-hk-kes-Cardano-Key-Evolving-Signatures-Sum6Kes,"Cardano's Ouroboros consensus is a chain-specific protocol layer, not a standardised network protocol tracked by the matrix.",Ouroboros-Praos-An-Adaptively-Secure-Semi-synchronous-Proof,driver,input-output-hk-kes;cardano-crypto-praos,none,,none,,,none,,none,,,Ouroboros-Praos-An-Adaptively-Secure-Semi-synchronous-Proof;Cardano-cardano-crypto-praos-VRF-suite-ECVRF-ED25519-SHA512;input-output-hk-kes-Cardano-Key-Evolving-Signatures-Sum6Kes,,,
Cryptocurrency / Blockchain,crypto-defi-multisig,DeFi multisig treasury wallets,Wallet,,,none,ECDSA,,none,"Safe (formerly Gnosis Safe), the dominant DeFi multisig standard, enforces an M-of-N owner threshold on-chain: checkNSignatures() requires signatures from at least the configured threshold of owners, each verified independently via ecrecover (ECDSA/secp256k1), with owner addresses checked in strict ascending order to prevent duplicates. This is a plain multisig — N independent classical signatures checked against a count — not a cryptographic threshold-signature scheme (no MPC key-splitting). Safe also accepts EIP-1271 contract signatures and, more recently, secp256r1 (passkey) signatures via the RIP-7212 precompile, but the underlying primitive for owner keys remains classical ECDSA.",,Safe{Wallet} — Safe.sol (multisig signature verification),https://raw.githubusercontent.com/safe-global/safe-smart-account/main/contracts/Safe.sol,safe-global,library/Safe-Wallet-Safe-sol-multisig-signature-verification.html,no,,0.85,2026-08-16,active,,,digital-assets,,Safe-Wallet-Safe-sol-multisig-signature-verification,"Multisig verification is an on-chain smart-contract mechanism, not a standardised network protocol tracked by the matrix.",Safe-Wallet-Safe-sol-multisig-signature-verification,technical,Safe-Smart-Account,none,,none,,,none,,none,,,Safe-Wallet-Safe-sol-multisig-signature-verification,,,
Cryptocurrency / Blockchain,crypto-defi-bridge,Cross-chain bridge attestation,Cable,,,none,ECDSA,,none,"Wormhole, a major cross-chain bridge, secures message passing with a 19-member Guardian network. Each Guardian independently signs a keccak256 double-hash of the message body with ECDSA (secp256k1); once 13 of 19 (two-thirds supermajority) signatures are collected, they are combined with the message and metadata into a VAA (Verifiable Action Approval) for on-chain verification. Like Safe's multisig, this is N independent classical signatures checked against a threshold count, not an aggregated cryptographic threshold signature.",,Wormhole Docs — VAAs (Guardian signature scheme),https://wormhole.com/docs/protocol/infrastructure/vaas/,wormhole-foundation,library/Wormhole-Docs-VAAs-Guardian-signature-scheme.html,no,,0.85,2026-08-16,active,,,digital-assets,,Wormhole-Docs-VAAs-Guardian-signature-scheme,"Cross-chain bridge attestation is a chain-specific/protocol-specific mechanism (Wormhole's Guardian network), not a standardised network protocol tracked by the matrix.",Wormhole-Docs-VAAs-Guardian-signature-scheme,technical,,none,,none,,,none,,none,,,Wormhole-Docs-VAAs-Guardian-signature-scheme,,,
Cryptocurrency / Blockchain,crypto-defi-oracle,DeFi oracle price/data feeds,Radio,,,none,ECDSA;EdDSA,,none,"Chainlink's Off-chain Reporting protocol (OCR3), the dominant DeFi price oracle mechanism, uses two signature layers: protocol-internal consensus among oracle nodes is 'typically' signed with EdDSA, while the final on-chain attestation that a consuming smart contract actually verifies is 'typically implemented by ECDSA' — both are described as elliptic-curve schemes chosen 'depending on context and the target blockchain', not a single fixed algorithm. No aggregated/threshold signature (e.g. BLS) is used despite OCR combining many nodes' reports into one on-chain transaction.",,Chainlink Off-chain Reporting Protocol 3.0 (OCR3),https://research.chain.link/ocr3.pdf,chainlink-labs,library/Chainlink-Off-chain-Reporting-Protocol-3-0-OCR3.pdf,no,,0.85,2026-08-16,active,,,digital-assets,,Chainlink-Off-chain-Reporting-Protocol-3-0-OCR3,"Oracle reporting is a chain-agnostic, protocol-specific mechanism (Chainlink's OCR), not a standardised network protocol tracked by the matrix.",Chainlink-Off-chain-Reporting-Protocol-3-0-OCR3,technical,,none,,none,,,none,,none,,,Chainlink-Off-chain-Reporting-Protocol-3-0-OCR3,,,
Cryptocurrency / Blockchain,crypto-polkadot-signing,Polkadot account signing & BABE consensus,KeyRound,,,none,Schnorr;EdDSA;ECDSA,,none,"Polkadot/Substrate accounts support three separate signature schemes: sr25519 (Schnorrkel — Schnorr signatures over Ristretto-compressed Curve25519, the default), Ed25519, and ECDSA over secp256k1 — the official wiki is explicit these are three distinct options, not curve variants of one scheme. sr25519 is dual-purpose like Solana's Ed25519: the same keys back BABE block-production consensus, which needs a verifiable random function for slot-leader election as well as ordinary signing — sr25519 provides both. sr25519 also supports native key aggregation and hierarchical derivation (HDKD) that plain Ed25519 lacks.",,"Polkadot Wiki — Cryptography (sr25519, BABE)",https://wiki.polkadot.com/learn/learn-cryptography/,web3-foundation,library/Polkadot-Wiki-Cryptography-sr25519-BABE.html,no,,0.85,2026-08-16,active,,,digital-assets,,Polkadot-Wiki-Cryptography-sr25519-BABE,"Polkadot's account signing and BABE consensus are chain-specific mechanisms, not standardised network protocols tracked by the matrix.",Polkadot-Wiki-Cryptography-sr25519-BABE,technical,Schnorrkel,none,,none,,,none,,none,,,Polkadot-Wiki-Cryptography-sr25519-BABE,,,
