software_name,product_id,cert_type,cert_id,cert_vendor,cert_product,pqc_algorithms,certification_level,status,cert_date,cert_link,deprecated_at,deprecated_reason,pqc_cert_flag,cert_link_quality,data_quality_notes,date_stamp
Google Tink,google-tink,ACVP,A8355,"Google, LLC",Trusty TEE,"ML-DSA, ML-KEM, SLH-DSA",,deprecated,2026-05-19,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=21185,2026-06-06,not in regen,,,,2026-07-09
Google Tink,google-tink,FIPS 140-3,5087,"Google, LLC.",OpenSK Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2025-10-23,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5087,2026-06-06,not in regen,,,,2026-07-09
Google Tink,google-tink,FIPS 140-3,5104,"Google, LLC",BoringCrypto,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2025-12-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5104,2026-05-10,not in regen,no_pqc_cert_classical_only,url_authoritative,CMVP #5104: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
Google Tink,google-tink,FIPS 140-3,5165,"Google, LLC.",River Redux Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-03-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5165,2026-06-06,not in regen,,,,2026-07-09
Google Tink,google-tink,FIPS 140-3,5244,"Google, LLC",BoringCrypto,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5244,2026-06-04,not in regen,,,,2026-07-09
Google Tink,google-tink,FIPS 140-3,5296,"Google, LLC",BoringCrypto,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-06-02,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5296,2026-06-06,not in regen,,,,2026-07-09
Google Workspace Identity,,FIPS 140-3,5087,"Google, LLC.",OpenSK Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2025-10-23,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5087,2026-06-02,not in regen,,,,
Google Workspace Identity,,FIPS 140-3,5165,"Google, LLC.",River Redux Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-03-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5165,2026-06-02,not in regen,,,,
Google Workspace Identity,,FIPS 140-3,5244,"Google, LLC",BoringCrypto,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5244,2026-06-02,not in regen,,,,
HID Global Cryptographic Module,hid-global-cryptographic-module,FIPS 140-3,5123,HID Global Corporation,HID Global Cryptographic Module,"HSS, LMS",FIPS 140-3 L1,Active,2026-01-13,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5123,,,,,,
HP Endpoint Security Controller Cryptographic Library,hp-endpoint-security-controller-cryptographic-library,FIPS 140-3,5198,HP Inc.,HP Endpoint Security Controller Cryptographic Library,LMS,FIPS 140-3 L1,Active,2026-03-13,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5198,,,,,,
HP Enterprise Printers PQC,hp-enterprise-printers-pqc,FIPS 140-3,5124,HP Inc.,HPI Crypto Module for Java,"HSS, LMS",FIPS 140-3 L1,deprecated,2026-01-13,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5124,2026-06-06,not in regen,,,,2026-07-09
HP Enterprise Printers PQC,hp-enterprise-printers-pqc,FIPS 140-3,5198,HP Inc.,HP Endpoint Security Controller Cryptographic Library,LMS,FIPS 140-3 L1,deprecated,2026-03-13,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5198,2026-06-06,not in regen,,,,2026-07-09
HP Enterprise Printers PQC,hp-enterprise-printers-pqc,FIPS 140-3,5199,HP Inc,HP Anyware Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-03-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5199,2026-06-06,not in regen,,,,2026-07-09
HPE Alletra MP,hpe-alletra-mp,FIPS 140-3,5011,"Hewlett Packard, Inc.",HP Poly Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2025-04-29,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5011,2026-06-06,not in regen,,,,2026-07-09
HPE Alletra MP,hpe-alletra-mp,FIPS 140-3,5148,Hewlett Packard Enterprise,HPE Java Cryptographic Module,"HSS, LMS",FIPS 140-3 L1,deprecated,2026-01-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5148,2026-06-06,not in regen,,,,2026-07-09
HPE Alletra MP,hpe-alletra-mp,FIPS 140-3,5152,HPE Aruba Networking,HPE Aruba Networking AOS-CX Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-02-04,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5152,2026-06-06,not in regen,,,,2026-07-09
HPE Aruba ArubaOS-CX,hpe-aruba-arubaos-cx,FIPS 140-3,4067,"Aruba, a Hewlett Packard Enterprise company","Aruba AP-318, AP-344, AP-345, AP-374, AP-375, AP-377 and AP-387 Outdoor Access Points with ArubaOS FIPS Firmware",No PQC Mechanisms Detected,FIPS 140-3 L2,Active,2021-11-04,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4067,,,,,,
HPE Aruba ArubaOS-CX,hpe-aruba-arubaos-cx,FIPS 140-3,4543,"Aruba, a Hewlett Packard Enterprise company","Aruba IAP-315, IAP-345, IAP-377, IAP-503H, IAP-505H, IAP-504, IAP-505, IAP-514, IAP-515, IAP-534, IAP-535, IAP-555, IAP-635, and IAP-655 Wireless Access Points",No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2023-06-29,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4543,2026-06-06,not in regen,,,,2026-07-09
HPE Aruba ArubaOS-CX,hpe-aruba-arubaos-cx,FIPS 140-3,4916,"Aruba, a Hewlett Packard Enterprise company","AP-514, AP-515, AP-534, AP-535, AP-584, AP-585, AP-587, AP-635 and AP-655 Access Points",No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2024-12-12,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4916,2026-06-06,not in regen,,,,2026-07-09
HPE Aruba ArubaOS-CX,,FIPS 140-3,5148,Hewlett Packard Enterprise,HPE Java Cryptographic Module,"HSS, LMS",FIPS 140-3 L1,deprecated,2026-01-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5148,2026-06-06,not in regen,,,,
HPE Aruba ArubaOS-CX,hpe-aruba-arubaos-cx,FIPS 140-3,5152,HPE Aruba Networking,HPE Aruba Networking AOS-CX Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,Active,2026-02-04,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5152,,,,,,
HPE Cryptographic Module,HPE-Cryptographic-Module,ACVP,A7669,Hewlett Packard Enterprise,HPE Cryptographic Module,"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-11-03,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20448,,,,,,
HPE ProLiant Gen12,hpe-proliant-gen12,FIPS 140-3,5011,"Hewlett Packard, Inc.",HP Poly Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2025-04-29,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5011,2026-06-06,not in regen,,,,2026-07-09
HPE ProLiant Gen12,hpe-proliant-gen12,FIPS 140-3,5148,Hewlett Packard Enterprise,HPE Java Cryptographic Module,"HSS, LMS",FIPS 140-3 L1,deprecated,2026-01-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5148,2026-06-06,not in regen,,,,2026-07-09
HPE ProLiant Gen12,hpe-proliant-gen12,FIPS 140-3,5152,HPE Aruba Networking,HPE Aruba Networking AOS-CX Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-02-04,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5152,2026-06-06,not in regen,,,,2026-07-09
HYCU Cryptographic Library Module,HYCU-Cryptographic-Library-Module,FIPS 140-3,5053,"HYCU, Inc.",HYCU Cryptographic Library Module,"HSS, LMS",FIPS 140-3 L1,Active,2025-08-12,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5053,,,,,,
HiPKI SafGuard 2000 PQC Library,HiPKI-SafGuard-2000-PQC-Library,ACVP,A7735,"Chunghwa Telecom Co., Ltd. Telecommunication Laboratories",HiPKI SafGuard 2000 PQC Library,"ML-DSA, ML-KEM, SLH-DSA",,Active,2025-12-05,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20507,,,,,,
Higher Ground CipherLinq,Higher-Ground-CipherLinq,FIPS 140-3,5062,Higher Ground LLC,CipherLinq,"HSS, LMS",FIPS 140-3 L1,Active,2025-09-19,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5062,,,,,,
Hikvision FIPS Provider,Hikvision-FIPS-Provider,ACVP,A7986,"Hangzhou Hikvision Digital Technology Co., Ltd.",Hikvision FIPS Provider,"ML-KEM, SLH-DSA",,Active,2026-01-30,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20788,,,,,,
Huawei PQC Network Security,huawei-pqc-network-security,FIPS 140-3,4235,"Huawei Technologies CO., Ltd.",Huawei EulerOS 2.0 OpenSSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2022-05-25,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4235,2026-06-06,not in regen,,,,2026-07-09
Huawei PQC Network Security,huawei-pqc-network-security,FIPS 140-3,4261,"Huawei Technologies Co., Ltd.",HSSD_V6 Series,No PQC Mechanisms Detected,FIPS 140-3 L2,deprecated,2022-07-08,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4261,2026-06-06,not in regen,,,,2026-07-09
I4P Trident HSM,i4p-trident-hsm,Common Criteria,cc-trident-version-3-1-3-92411081,I4P-informatikai Kft. (I4P Informatics Ltd.),Trident version 3.1.3,SPHINCS+,"EAL4+,ALC_FLR.3,AVA_VAN.5",deprecated,2024-04-16,https://www.commoncriteriaportal.org/files/epfiles/st_trident_313_v3.5.pdf,2026-08-29,not in regen,,,,
I4P Trident HSM,i4p-trident-hsm,Common Criteria,cc-trident-version-3-2-3-1e88e9c5,I4P-informatikai Kft. (I4P Informatics Ltd.),Trident version 3.2.3,"ML-KEM, ML-DSA, SLH-DSA","EAL4+,ALC_FLR.3,AVA_VAN.5",Active,2025-08-04,https://www.commoncriteriaportal.org/files/epfiles/st_trident_323_v.4.1.pdf,,,,,,
IBM Aspera,ibm-aspera,FIPS 140-3,4755,IBM Corporation,IBM® Crypto for C,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-08-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4755,2026-05-10,not in regen,no_pqc_cert_classical_only,url_authoritative,CMVP #4755: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
IBM Aspera,ibm-aspera,FIPS 140-3,4789,IBM,IBM DataPower FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-09-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4789,2026-06-06,not in regen,,,,2026-07-09
IBM Aspera,ibm-aspera,FIPS 140-3,4889,IBM,AIX FIPS Crypto Provider for OpenSSL 3,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4889,2026-06-06,not in regen,,,,2026-07-09
IBM Aspera,ibm-aspera,FIPS 140-3,5221,IBM Corporation,IBM ClevOS 3 OpenSSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5221,2026-06-06,not in regen,,,,2026-07-09
IBM Cloud HSM (Utimaco),,ACVP,A7400,Utimaco IS GmbH,Lattice Module - ML,"ML-DSA, ML-KEM",,deprecated,2025-09-17,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20181,2026-06-06,not in regen,,,,
IBM Cloud HSM (Utimaco),,ACVP,A7401,Utimaco IS GmbH,Stateful hash based Module - HBS,LMS,,deprecated,2025-09-17,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20182,2026-06-06,not in regen,,,,
IBM Cloud HSM (Utimaco),ibm-cloud-hsm-utimaco,FIPS 140-3,3886,Utimaco IS GmbH,CryptoServer CSe-Series,No PQC Mechanisms Detected,FIPS 140-2 L3,deprecated,2021-04-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/3886,2026-05-10,not in regen,no_pqc_cert_classical_only,url_authoritative,CMVP #3886: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
IBM Cloud HSM (Utimaco),,FIPS 140-3,3925,Utimaco IS GmbH,CryptoServer Se-Series Gen2,No PQC Mechanisms Detected,FIPS 140-2 L3,deprecated,2021-05-10,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/3925,2026-05-16,not in regen,,,,
IBM Cloud HSM (Utimaco),ibm-cloud-hsm-utimaco,FIPS 140-3,4151,Utimaco IS GmbH,u.trust Anchor,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2022-02-10,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4151,2026-05-10,not in regen,no_pqc_cert_classical_only,url_authoritative,CMVP #4151: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
IBM Cloud HSM (Utimaco),,FIPS 140-3,4992,Utimaco Inc.,Atalla Cryptographic Subsystem (ACS),No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2025-03-25,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4992,2026-06-06,not in regen,,,,
IBM Cloud HSM (Utimaco),,FIPS 140-3,5223,Utimaco IS GmbH,u.trust Anchor,No PQC Mechanisms Detected,FIPS 140-3 L3,deprecated,2026-04-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5223,2026-06-06,not in regen,,,,
IBM Db2,ibm-db2,ACVP,A8454,IBM Corporation,IBM 4770-001 CCA Hardware Security Module (CLIC),"ML-DSA, ML-KEM",,deprecated,2026-06-02,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=21295,2026-06-06,not in regen,,,,2026-07-09
IBM Db2,ibm-db2,FIPS 140-3,4755,IBM Corporation,IBM® Crypto for C,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-08-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4755,2026-05-10,not in regen,no_pqc_cert_classical_only,url_authoritative,CMVP #4755: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
IBM Db2,ibm-db2,FIPS 140-3,4789,IBM,IBM DataPower FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-09-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4789,2026-06-06,not in regen,,,,2026-07-09
IBM Db2,ibm-db2,FIPS 140-3,4889,IBM,AIX FIPS Crypto Provider for OpenSSL 3,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4889,2026-06-06,not in regen,,,,2026-07-09
IBM Db2,ibm-db2,FIPS 140-3,5221,IBM Corporation,IBM ClevOS 3 OpenSSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5221,2026-06-06,not in regen,,,,2026-07-09
IBM Guardium Key Lifecycle Manager,ibm-guardium-key-lifecycle-manager,ACVP,A8454,IBM Corporation,IBM 4770-001 CCA Hardware Security Module (CLIC),"ML-DSA, ML-KEM",,deprecated,2026-06-02,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=21295,2026-06-06,not in regen,,,,2026-07-09
IBM Guardium Key Lifecycle Manager,ibm-guardium-key-lifecycle-manager,FIPS 140-3,4079,IBM Corporation,IBM 4769-001 Cryptographic Coprocessor Security Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2021-11-29,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4079,2026-06-06,not in regen,,,,2026-07-09
IBM Guardium Key Lifecycle Manager,ibm-guardium-key-lifecycle-manager,FIPS 140-3,4553,IBM,IBM 4769-001 Enterprise PKCS#11 HSM Cryptographic Coprocessor Security Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2023-07-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4553,2026-06-06,not in regen,,,,2026-07-09
IBM Guardium Key Lifecycle Manager,ibm-guardium-key-lifecycle-manager,FIPS 140-3,4558,IBM,IBM 4770-001 Enterprise PKCS#11 HSM Cryptographic Coprocessor Security Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2023-08-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4558,2026-06-06,not in regen,,,,2026-07-09
IBM Guardium Key Lifecycle Manager,ibm-guardium-key-lifecycle-manager,FIPS 140-3,4789,IBM,IBM DataPower FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-09-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4789,2026-05-10,not in regen,no_pqc_cert_classical_only,url_authoritative,CMVP #4789: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
IBM Guardium Key Lifecycle Manager,ibm-guardium-key-lifecycle-manager,FIPS 140-3,4889,IBM,AIX FIPS Crypto Provider for OpenSSL 3,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4889,2026-06-06,not in regen,,,,2026-07-09
IBM Guardium Key Lifecycle Manager,ibm-guardium-key-lifecycle-manager,FIPS 140-3,5221,IBM Corporation,IBM ClevOS 3 OpenSSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5221,2026-06-06,not in regen,,,,2026-07-09
IBM Guardium Quantum Safe,ibm-guardium-quantum-safe,FIPS 140-3,4755,IBM Corporation,IBM® Crypto for C,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-08-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4755,2026-05-10,not in regen,no_pqc_cert_classical_only,url_authoritative,CMVP #4755: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
IBM Guardium Quantum Safe,ibm-guardium-quantum-safe,FIPS 140-3,4789,IBM,IBM DataPower FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-09-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4789,2026-06-06,not in regen,,,,2026-07-09
IBM Guardium Quantum Safe,ibm-guardium-quantum-safe,FIPS 140-3,4889,IBM,AIX FIPS Crypto Provider for OpenSSL 3,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4889,2026-06-06,not in regen,,,,2026-07-09
IBM Guardium Quantum Safe,ibm-guardium-quantum-safe,FIPS 140-3,5221,IBM Corporation,IBM ClevOS 3 OpenSSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5221,2026-06-06,not in regen,,,,2026-07-09
IBM Guardium Safe,ibm-guardium-safe,FIPS 140-3,4755,IBM Corporation,IBM® Crypto for C,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-08-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4755,2026-05-10,not in regen,no_pqc_cert_classical_only,url_authoritative,CMVP #4755: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
IBM Guardium Safe,ibm-guardium-safe,FIPS 140-3,4789,IBM,IBM DataPower FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-09-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4789,2026-06-06,not in regen,,,,2026-07-09
IBM Guardium Safe,ibm-guardium-safe,FIPS 140-3,4889,IBM,AIX FIPS Crypto Provider for OpenSSL 3,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4889,2026-06-06,not in regen,,,,2026-07-09
IBM Guardium Safe,ibm-guardium-safe,FIPS 140-3,5221,IBM Corporation,IBM ClevOS 3 OpenSSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5221,2026-06-06,not in regen,,,,2026-07-09
IBM LinuxONE PQC,ibm-linuxone-pqc,FIPS 140-3,4755,IBM Corporation,IBM® Crypto for C,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-08-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4755,2026-05-10,not in regen,no_pqc_cert_classical_only,url_authoritative,CMVP #4755: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
IBM LinuxONE PQC,ibm-linuxone-pqc,FIPS 140-3,4789,IBM,IBM DataPower FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-09-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4789,2026-06-06,not in regen,,,,2026-07-09
IBM LinuxONE PQC,ibm-linuxone-pqc,FIPS 140-3,4889,IBM,AIX FIPS Crypto Provider for OpenSSL 3,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4889,2026-06-06,not in regen,,,,2026-07-09
IBM LinuxONE PQC,ibm-linuxone-pqc,FIPS 140-3,5221,IBM Corporation,IBM ClevOS 3 OpenSSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5221,2026-06-06,not in regen,,,,2026-07-09
IBM MQ,ibm-mq,FIPS 140-3,4755,IBM Corporation,IBM® Crypto for C,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-08-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4755,2026-05-10,not in regen,no_pqc_cert_classical_only,url_authoritative,CMVP #4755: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
IBM MQ,ibm-mq,FIPS 140-3,4789,IBM,IBM DataPower FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-09-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4789,2026-06-06,not in regen,,,,2026-07-09
IBM MQ,ibm-mq,FIPS 140-3,4889,IBM,AIX FIPS Crypto Provider for OpenSSL 3,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4889,2026-06-06,not in regen,,,,2026-07-09
IBM MQ,ibm-mq,FIPS 140-3,5221,IBM Corporation,IBM ClevOS 3 OpenSSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5221,2026-06-06,not in regen,,,,2026-07-09
IBM Quantum Safe Toolkit,ibm-quantum-safe-toolkit,FIPS 140-3,4755,IBM Corporation,IBM® Crypto for C,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-08-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4755,2026-05-10,not in regen,no_pqc_cert_classical_only,url_authoritative,CMVP #4755: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
IBM Quantum Safe Toolkit,ibm-quantum-safe-toolkit,FIPS 140-3,4789,IBM,IBM DataPower FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-09-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4789,2026-06-06,not in regen,,,,2026-07-09
IBM Quantum Safe Toolkit,ibm-quantum-safe-toolkit,FIPS 140-3,4889,IBM,AIX FIPS Crypto Provider for OpenSSL 3,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4889,2026-06-06,not in regen,,,,2026-07-09
IBM Quantum Safe Toolkit,ibm-quantum-safe-toolkit,FIPS 140-3,5221,IBM Corporation,IBM ClevOS 3 OpenSSL Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2026-04-01,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/5221,2026-06-06,not in regen,,,,2026-07-09
IBM Security Guardium Data Protection,ibm-security-guardium-data-protection,FIPS 140-3,4755,IBM Corporation,IBM® Crypto for C,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-08-09,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4755,2026-05-10,not in regen,no_pqc_cert_classical_only,url_authoritative,CMVP #4755: Classical cryptography only. PQC (ML-KEM/ML-DSA/SLH-DSA) not yet validated under this certificate. CMVP PQC module validation anticipated 2026-2027 per NIST CMVP roadmap.,2026-05-06
IBM Security Guardium Data Protection,ibm-security-guardium-data-protection,FIPS 140-3,4789,IBM,IBM DataPower FIPS Provider,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-09-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4789,2026-06-06,not in regen,,,,2026-07-09
IBM Security Guardium Data Protection,ibm-security-guardium-data-protection,FIPS 140-3,4889,IBM,AIX FIPS Crypto Provider for OpenSSL 3,No PQC Mechanisms Detected,FIPS 140-3 L1,deprecated,2024-11-18,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4889,2026-06-06,not in regen,,,,2026-07-09
