software_name,category_id,category_name,infrastructure_layer,pqc_support,pqc_capability_description,license_type,license,latest_version,release_date,fips_validated,pqc_migration_priority,primary_platforms,target_industries,authoritative_source,repository_url,product_brief,source_type,verification_status,last_verified_date,migration_phases,learning_modules,vendor_id,trusted_source_id,evidence_flags
CREDEBL,CSC-051,Digital Identity & Verifiable Credentials,Application,Unknown,,Open Source,Apache-2.0,Current,2024,No,Medium,Docker Kubernetes Node.js Linux,Government; Identity; Enterprise; Healthcare,https://www.credebl.id/,https://github.com/credebl,Enterprise open-source verifiable credential platform. W3C VCs AnonCreds and OpenID4VCI issuance via REST API. Multi-tenant. Government-focused digital identity deployments.,Open Source Foundation,Pending Verification,2026-03-19,"test,migrate",crypto-dev-apis;digital-id;healthcare-pqc,VND-219,microsoft,
Paradym (Animo Solutions),CSC-051,Digital Identity & Verifiable Credentials,Application,Unknown,,Open Source/Commercial,Apache-2.0/Commercial,Current,2024,No,High,iOS Android Node.js TypeScript,Government; Identity; Finance; Healthcare,https://paradym.id/,https://github.com/animo,EUDI-certified wallet SDK by Animo Solutions. OpenID4VCI/VP SD-JWT VC and mDL support. Used in NOBID and EWC EU Large-Scale Pilots.,Trusted Vendor,Verified,2026-03-19,"test,migrate",digital-id;healthcare-pqc,VND-214,microsoft,
Azure Dedicated HSM (Marvell LiquidSecurity),CSC-046,Cloud Hardware Security Module (HSM),Hardware,"Yes (ACVP: ML-DSA, ML-KEM)","Azure Dedicated HSM uses Marvell LiquidSecurity HSM hardware (FIPS 140-2 Level 3 validated). Microsoft has announced PQC algorithm support as part of its quantum readiness initiative targeting 2026. Supports PKCS#11, JCA/JCE, and CNG/KSP interfaces. Dedicated single-tenant hardware for highest compliance requirements.",Commercial,Commercial (Microsoft Azure),,,Yes (FIPS 140-2 Level 3) (classical algorithms only; PQC not in FIPS scope),Critical,Microsoft Azure,Finance Government Healthcare Defense,https://azure.microsoft.com/en-us/products/azure-dedicated-hsm,,Azure single-tenant HSM service using Marvell LiquidSecurity hardware. FIPS 140-2 L3. PQC support on Microsoft quantum readiness roadmap.,Trusted Vendor,Partially Verified,2026-03-30,"assess,plan",aerospace-pqc;healthcare-pqc;hsm-pqc;migration-program,VND-026,microsoft,fips-classical-only
IBM Cloud HSM (Utimaco),CSC-046,Cloud Hardware Security Module (HSM),Hardware,"Yes (ACVP: LMS, ML-DSA, ML-KEM)",IBM Cloud HSM uses Utimaco SecurityServer hardware backend. FIPS 140-2 Level 3 validated. IBM Quantum Safe roadmap includes HSM firmware updates for ML-KEM and ML-DSA support aligned with NIST standards. Part of IBM Quantum Safe portfolio.,Commercial,Commercial (IBM),,,Yes (FIPS 140-2 Level 3),High,IBM Cloud,Finance Government Healthcare,https://cloud.ibm.com/catalog/infrastructure/hardware-security-module,,IBM Cloud managed HSM backed by Utimaco SecurityServer. FIPS 140-2 L3. PQC roadmap aligned with IBM Quantum Safe initiative.,Trusted Vendor,Needs Verification,2026-03-04,"assess,plan",healthcare-pqc;hsm-pqc;migration-program,VND-042,q360-alliance,
Infineon OPTIGA TPM SLB 9672,CSC-034,Hardware Security and Semiconductors,Hardware,Unknown,,Commercial,Commercial (Infineon),SLB 9672,,No,High,x86 ARM Embedded,Enterprise Government IoT Automotive,https://www.infineon.com/cms/en/product/security-smart-card-solutions/optiga-embedded-security-solutions/optiga-tpm/,,Enterprise TPM 2.0 chip from Infineon. CC EAL4+. Deployed in millions of laptops and servers. PQC migration requires next-generation hardware.,Trusted Vendor,Verified,2026-03-30,assess,automotive-pqc;hsm-pqc;migration-program;secure-boot-pqc,VND-021,ietf,
Intel Platform Trust Technology (PTT),CSC-034,Hardware Security and Semiconductors,Hardware,"Yes (ACVP: ML-DSA, ML-KEM)","Intel PTT is a firmware-based TPM 2.0 implementation built into Intel Core and Xeon processors. It uses the CPU security enclave rather than a discrete chip. Current TPM 2.0 operations are classical (RSA, ECC). PQC support would require firmware/microcode update from Intel. No public PQC roadmap as of Q1 2026.",Proprietary,Proprietary (Intel),,,No,High,Intel x86,Enterprise Government,https://www.intel.com/content/www/us/en/support/articles/000007452/technologies.html,,Firmware TPM 2.0 integrated into Intel processors. Replaces discrete TPM chip. PQC requires firmware update; no public roadmap published.,Trusted Vendor,Needs Verification,2026-03-04,assess,confidential-computing;migration-program;secure-boot-pqc,VND-022,cmvp,
Yubico YubiHSM 2,CSC-002,Hardware Security Module (HSM) Software,Hardware,Unknown,,Commercial,Commercial (Yubico),2.5,,Yes (FIPS 140-2 Level 3),Medium,Linux Windows macOS,Finance Enterprise Government,https://www.yubico.com/product/yubihsm-2/,https://github.com/Yubico/yubihsm-shell,Compact USB HSM for server-side cryptographic operations. FIPS 140-2 L3. No PQC support — replacement required for quantum-safe migration.,Trusted Vendor,Partially Verified,2026-03-04,assess,hsm-pqc;migration-program,VND-044,cmvp,
Google OpenTitan,CSC-034,Hardware Security and Semiconductors,Hardware,"Yes (ACVP: ML-DSA, ML-KEM, SLH-DSA)",OpenTitan is now shipping in production Chromebooks (announced March 2026) with SLH-DSA secure boot — the first commercially available open-source root-of-trust with PQC secure boot. Second generation will add ML-DSA and ML-KEM. Open-source silicon root-of-trust project led by lowRISC and Google.,Open Source,Apache 2.0,,,No,High,Custom Silicon Embedded,Cloud Infrastructure Defense Government,https://opentitan.org,https://github.com/lowRISC/opentitan,Open-source silicon root-of-trust. Auditable hardware replacing proprietary secure enclaves. ML-DSA planned for firmware signing.,Open Source Foundation,Verified,2026-03-30,"assess,plan",aerospace-pqc;confidential-computing;hsm-pqc;secure-boot-pqc,VND-018,cmvp,
TianoCore EDK2 (UEFI Firmware),CSC-026,Secure Boot and Firmware Security,Hardware,Unknown,,Open Source,BSD-2-Clause-Patent,,,No,Critical,x86 x86-64 ARM,Enterprise Government Defense Cloud,https://www.tianocore.org,https://github.com/tianocore/edk2,Reference UEFI firmware implementation. Basis for Secure Boot on virtually all x86 platforms. PQC migration requires ML-DSA support for firmware signing.,Open Source Foundation,Partially Verified,2026-03-04,"assess,plan",aerospace-pqc;code-signing;migration-program;secure-boot-pqc,VND-207,microsoft,
ARM TrustZone,CSC-034,Hardware Security and Semiconductors,Hardware,Unknown,,Proprietary,ARM Architecture License,,,No,Medium,ARM Cortex-A ARM Cortex-M,Mobile IoT Embedded Automotive,https://www.arm.com/technologies/trustzone-for-cortex-a,,"ARM hardware isolation architecture for Trusted Execution Environments. PQC support depends on TEE software (OP-TEE, proprietary). Platform upgrade required.",Trusted Vendor,Verified,2026-03-04,assess,automotive-pqc;confidential-computing;iot-ot-pqc,VND-149,ietf,
Microchip ATECC608B,CSC-054,Smart Cards & Secure Elements,Hardware,Unknown,,Commercial,Commercial (Microchip),ATECC608B,,No,High,Embedded IoT,IoT Manufacturing Automotive,https://www.microchip.com/en-us/product/atecc608b,https://github.com/MicrochipTech/cryptoauthlib,ECC-only crypto co-processor for IoT device authentication. No PQC — hardware replacement required. Hundreds of millions deployed globally.,Trusted Vendor,Verified,2026-03-04,assess,automotive-pqc;iot-ot-pqc,VND-151,microsoft,
Qualcomm Snapdragon Trusted Execution Environment,CSC-034,Hardware Security and Semiconductors,Hardware,Unknown,,Proprietary,Proprietary (Qualcomm),,,No,High,Android Mobile,Mobile Government Defense Enterprise,https://www.qualcomm.com/products/mobile/snapdragon/smartphones/snapdragon-8-series-mobile-platforms,,Qualcomm Secure Processing Unit in Snapdragon SoCs. Handles mobile device key storage and crypto. PQC planned under CNSA 2.0 alignment.,Trusted Vendor,Needs Verification,2026-03-04,assess,aerospace-pqc;confidential-computing,VND-150,ietf,
Linux LUKS / dm-crypt,CSC-006,Disk and File Encryption Software,OS,Unknown,,Open Source,GPL-2.0,2.8.4,2026-01,No (relies on kernel crypto API),Critical,Linux,Enterprise Government Finance Healthcare Cloud,https://gitlab.com/cryptsetup/cryptsetup,https://gitlab.com/cryptsetup/cryptsetup,Standard Linux disk encryption using dm-crypt kernel module. AES-256-XTS bulk is quantum-safe; passphrase/key-slot wrapping needs PQC extension.,Open Source,Verified,2026-03-30,"assess,plan",data-asset-sensitivity;healthcare-pqc;kms-pqc,VND-198,pki-consortium,
Wind River VxWorks,CSC-056,Real-Time Operating Systems,OS,Unknown,,Commercial,Commercial (Wind River),24.09,2024-09,Yes (FIPS 140-3 via Wind River Crypto) (classical algorithms only; PQC not in FIPS scope),Critical,x86 ARM PowerPC MIPS,Aerospace Defense Industrial Automotive Medical,https://www.windriver.com/products/vxworks,,"Industry-leading RTOS for safety-critical systems. Used in aerospace, defense, and industrial control. PQC support planned via Wind River Studio for CNSA 2.0 compliance.",Trusted Vendor,Verified,2026-03-30,"assess,plan",aerospace-pqc;automotive-pqc;healthcare-pqc;iot-ot-pqc,VND-043,cmvp,fips-classical-only
FreeRTOS,CSC-056,Real-Time Operating Systems,OS,Unknown,,Open Source,MIT,11.2.0,2024-09,No,High,ARM Cortex-M RISC-V AVR,IoT Industrial Automotive Consumer,https://www.freertos.org,https://github.com/FreeRTOS/FreeRTOS,Widely used open-source RTOS for microcontrollers. No PQC support — constrained memory profiles make ML-KEM/ML-DSA integration a significant challenge.,Open Source Community,Verified,2026-03-30,assess,automotive-pqc;iot-ot-pqc,VND-001,microsoft,
Alpine Linux,CSC-031,Operating Systems,OS,Yes (with details),Alpine Linux uses musl libc and is the default base image for millions of Docker containers. Alpine 3.20+ ships OpenSSL 3.3.x enabling ML-KEM via the liboqs-provider package. Alpine's minimal footprint (5MB base image) makes PQC library deployment size a consideration. Used in 5B+ Docker Hub image pulls. Container workloads using Alpine-based images can inherit PQC via OpenSSL provider.,Open Source,MIT / Various,3.22,2024-11,No,High,x86-64 ARM64 s390x,Cloud DevOps Container,https://www.alpinelinux.org,https://gitlab.alpinelinux.org/alpine/aports,Minimal Linux for containers. Default base for billions of Docker images. PQC support via OpenSSL 3.x + liboqs-provider package in Alpine 3.20+.,Open Source Community,Verified,2026-03-30,"assess,plan",crypto-dev-apis;os-pqc;tls-basics;vpn-ssh-pqc,VND-209,oqs-project,
FreeBSD,CSC-031,Operating Systems,OS,Unknown,,Open Source,BSD-2-Clause,14.4,2024-12,No,Medium,x86-64 ARM64 RISC-V,Networking Cloud Embedded,https://www.freebsd.org,https://github.com/freebsd/freebsd-src,Production UNIX OS powering Netflix CDN and networking appliances. PQC available via liboqs ports on top of OpenSSL 3.x in FreeBSD 14+.,Open Source Foundation,Verified,2026-03-30,"assess,plan",crypto-dev-apis;energy-utilities-pqc;os-pqc;tls-basics;vpn-ssh-pqc;web-gateway-pqc,VND-201,microsoft,
openSUSE Leap,CSC-031,Operating Systems,OS,Unknown,,Open Source,GPL-2.0 / Various,15.6,2024-06,No,Medium,x86-64 ARM64,Enterprise Government Cloud,https://www.opensuse.org,https://github.com/openSUSE,Community Linux distribution and SLES upstream. OpenSSL 3.x base enables PQC via provider mechanism. SUSE quantum-safe initiative drives roadmap.,Open Source Community,Partially Verified,2026-03-25,assess,crypto-dev-apis;migration-program;os-pqc;tls-basics;vpn-ssh-pqc,VND-227,microsoft,
Rocky Linux,CSC-031,Operating Systems,OS,Unknown,,Open Source,Various (RHEL-compatible),9.7,2025-12,No,High,x86-64 ARM64,Enterprise Government Finance,https://rockylinux.org,https://github.com/rocky-linux,RHEL-compatible enterprise Linux. OpenSSL 3.x + crypto-policies for system-wide PQC configuration. Mirrors Red Hat quantum-safe timeline.,Open Source Community,Verified,2026-03-30,"assess,plan",crypto-dev-apis;os-pqc;tls-basics;vpn-ssh-pqc,VND-210,microsoft,
CentOS Stream,CSC-031,Operating Systems,OS,Unknown,,Open Source,GPL-2.0 / Various,Stream 10,2024-12,No,Medium,x86-64 ARM64,Enterprise Development,https://centos.org/centos-stream/,https://gitlab.com/redhat/centos-stream,RHEL upstream. PQC features preview in CentOS Stream before RHEL GA. OpenSSL 3.x + crypto-policies base for system-wide quantum-safe configuration.,Open Source Community,Verified,2026-03-30,assess,crypto-dev-apis;os-pqc;tls-basics;vpn-ssh-pqc,VND-032,oqs-project,
ChromeOS,CSC-031,Operating Systems,OS,"Yes (ACVP: ML-DSA, ML-KEM, SLH-DSA)","ChromeOS (160M+ devices) inherits ML-KEM-768 hybrid TLS 1.3 key exchange from the Chrome browser (enabled by default since v124, 2024). Google's Verified Boot uses SHA-256/RSA for firmware signing — a migration target for ML-DSA. ChromeOS Flex extends PQC TLS to enterprise repurposed hardware. System-level PQC beyond TLS depends on BoringSSL integration.",Open Source/Commercial,BSD / Proprietary (Google),132,2025-02,No,High,x86-64 ARM,Education Enterprise Consumer Government,https://blog.chromium.org/2024/05/advancing-our-amazing-bet-on-asymmetric.html,https://chromium.googlesource.com/chromiumos,Google OS on 160M+ Chromebooks. ML-KEM hybrid TLS active via Chrome since v124. Secure boot signing migration to ML-DSA is a future roadmap item.,Trusted Vendor,Partially Verified,2026-03-04,"assess,plan",migration-program;os-pqc;secure-boot-pqc;tls-basics,VND-018,google,no-cert-backing
NixOS,CSC-031,Operating Systems,OS,Unknown,,Open Source,MIT,24.11,2024-11,No,Low,x86-64 ARM64,Development Research Cloud,https://nixos.org,https://github.com/NixOS/nixpkgs,Declarative reproducible Linux. liboqs + oqs-provider in nixpkgs enables ML-KEM/ML-DSA. Reproducible builds aid PQC migration audit trail.,Open Source Community,Partially Verified,2026-03-04,assess,crypto-dev-apis;migration-program;os-pqc;tls-basics;vpn-ssh-pqc,VND-211,microsoft,
SUSE Linux Enterprise Server (SLES),CSC-031,Operating Systems,OS,Unknown,,Commercial,Commercial (SUSE),15 SP6,2024-06,"Yes (FIPS 140-3, OpenSSL module)",High,x86-64 ARM64 s390x,Enterprise Finance Government SAP,https://www.suse.com/products/server/,,Enterprise Linux with FIPS 140-3 OpenSSL. SLES 16 roadmap includes native PQC system profiles. Critical for SAP HANA and regulated enterprise workloads.,Trusted Vendor,Partially Verified,2026-03-04,"assess,plan",compliance-strategy;crypto-dev-apis;migration-program;os-pqc;tls-basics;vpn-ssh-pqc,VND-040,cmvp,
Arch Linux,CSC-031,Operating Systems,OS,Unknown,,Open Source,Various,Rolling,,No,Low,x86-64 ARM64,Development Research,https://archlinux.org,https://github.com/archlinux,Rolling-release Linux with current OpenSSL. liboqs available via AUR. Fast PQC library propagation benefits developers and researchers.,Open Source Community,Partially Verified,2026-03-04,assess,crypto-dev-apis;os-pqc;tls-basics;vpn-ssh-pqc,VND-212,microsoft,
Delinea Secret Server,CSC-053,Secrets Management,Security Stack,Unknown,,Commercial,Commercial (Delinea),,,No,High,Windows Cloud,Finance Healthcare Enterprise Government,https://delinea.com/products/secret-server,,Enterprise PAM credential vault. AES-256 secrets storage + classical TLS. PQC migration requires transport and key encryption layer upgrade.,Trusted Vendor,Needs Verification,2026-03-04,assess,healthcare-pqc;kms-pqc;migration-program;secrets-management-pqc,VND-170,nist-csrc,
JumpCloud Directory Platform,CSC-042,Identity & Access Management (IAM),Security Stack,Unknown,,Commercial,Commercial (JumpCloud),,,No,High,Cloud (SaaS),SMB Enterprise Technology,https://jumpcloud.com,,Cloud directory platform replacing on-prem Active Directory. PQC migration needed for all LDAP/RADIUS/TLS communications. No GA PQC release as of Q1 2026.,Trusted Vendor,Verified,2026-03-04,assess,iam-pqc;migration-program,VND-175,iec,
Teleport Access Platform,CSC-042,Identity & Access Management (IAM),Security Stack,Unknown,,Open Source/Commercial,Apache 2.0 / Commercial,17.x,,No,High,Linux macOS Windows Cloud,Technology Finance Cloud,https://goteleport.com,https://github.com/gravitational/teleport,Zero-trust access platform for SSH/K8s/databases. PQC via Go stdlib ML-KEM support. Certificate issuance requires ML-DSA migration.,Open Source/Commercial,Partially Verified,2026-03-25,"assess,plan",iam-pqc;migration-program;vpn-ssh-pqc,VND-184,microsoft,
HashiCorp Boundary,CSC-053,Secrets Management,Security Stack,Unknown,,Open Source/Commercial,BSL 1.1 / Commercial,0.18.x,,No,High,Linux macOS Windows Cloud,Technology Finance Cloud Enterprise,https://www.boundaryproject.io,https://github.com/hashicorp/boundary,Identity-based privileged access for dynamic infrastructure. PQC via HashiCorp portfolio roadmap — ML-KEM hybrid TLS when Go stdlib enables it.,Open Source/Commercial,Partially Verified,2026-03-25,assess,kms-pqc;migration-program;secrets-management-pqc,VND-058,microsoft,
Cloudflare Zero Trust,CSC-049,Cryptographic Discovery Platforms,Security Stack,Partial (with scope),"Cloudflare Zero Trust (formerly Cloudflare Access + Gateway) provides secure web gateway, CASB, and remote access. Cloudflare enabled ML-KEM-768 hybrid TLS 1.3 on its global network in 2024. Cloudflare WARP client supports PQC-protected tunnels. Cloudflare is a leader in real-world PQC deployment — 20%+ of TLS connections use ML-KEM hybrid.",Commercial,Commercial (Cloudflare),,,No,High,Cloud (SaaS) Windows macOS Linux iOS Android,Enterprise Technology Finance Healthcare,https://www.cloudflare.com/zero-trust/,,Zero-trust network access with ML-KEM hybrid TLS active on Cloudflare's global network. WARP client provides PQC-protected tunnels. Production PQC at global scale.,Trusted Vendor,Verified,2026-03-04,"test,migrate",arch-quantum-impact;healthcare-pqc;network-security-pqc;tls-basics;vpn-ssh-pqc;web-gateway-pqc,VND-057,cloudflare,no-cert-backing
Zscaler Zero Trust Exchange,CSC-049,Cryptographic Discovery Platforms,Security Stack,Unknown,"Provides 100% visibility into cryptographic protocols and algorithms. Acts as a ""Quantum Bridge"" using hybrid approaches (classical-to-quantum key exchange) to secure connections from Zscaler to destinations, protecting against ""Harvest Now, Decrypt Later"" attacks even if endpoints do not support PQC. Centrally manages crypto policies and updates algorithms via the cloud without hardware upgrades.",Commercial,Commercial (Zscaler),,,No,Critical,Cloud (SaaS),Enterprise Finance Government Healthcare,https://www.zscaler.com/products/zscaler-zero-trust-exchange,,Cloud-native SASE platform with TLS inspection at scale. PQC migration critical — handles TLS interception for millions of enterprise users. No GA PQC date published.,Trusted Vendor,Verified,2026-03-31,"assess,plan",arch-quantum-impact;healthcare-pqc;migration-program;network-security-pqc;tls-basics;vpn-ssh-pqc;web-gateway-pqc,VND-190,nist-csrc,pqc-no-positive-extraction
Splunk Enterprise,CSC-049,Cryptographic Discovery Platforms,Security Stack,Unknown,,Commercial,Commercial (Cisco/Splunk),9.4,2025-01,No,High,Linux Windows Cloud,Finance Government Healthcare Technology Defense,https://www.splunk.com/en_us/products/splunk-enterprise.html,,Leading SIEM platform. Valuable for PQC migration planning via cryptographic inventory dashboards. Core Splunk communications are classical TLS — no native PQC.,Trusted Vendor,Partially Verified,2026-03-04,"assess,plan",aerospace-pqc;arch-quantum-impact;crypto-agility;healthcare-pqc;migration-program;ops-quantum-impact;platform-eng-pqc,VND-183,nist-csrc,
Elastic Stack (ELK),CSC-049,Cryptographic Discovery Platforms,Security Stack,Unknown,,Open Source/Commercial,Elastic License 2.0 / Apache 2.0,9.3.2,2026-03,No,Medium,Linux Windows macOS Cloud,Technology Finance Healthcare Government,https://www.elastic.co/elastic-stack,https://github.com/elastic,Open-source SIEM and observability. Useful as PQC migration monitoring layer for TLS/cipher analytics. Core communications are classical TLS — no native PQC.,Open Source/Commercial,Verified,2026-03-30,"assess,plan",arch-quantum-impact;healthcare-pqc;migration-program;ops-quantum-impact;platform-eng-pqc,VND-172,microsoft,
Suricata IDS/IPS,CSC-018,Cryptographic Protocol Analyzers,Security Stack,Unknown,,Open Source,GPL-2.0,8.0.3,2026-01-13,No,Medium,Linux BSD,Technology Finance Government Defense,https://suricata.io,https://github.com/OISF/suricata,Open-source IDS/IPS. PQC role: detection rules for ML-KEM hybrid TLS handshakes in network traffic. Used by SOCs to monitor enterprise PQC migration.,Open Source Foundation,Verified,2026-03-30,"assess,plan",aerospace-pqc;arch-quantum-impact;migration-program;network-security-pqc;research-quantum-impact,VND-204,microsoft,
Zeek Network Analysis Framework,CSC-018,Cryptographic Protocol Analyzers,Security Stack,Unknown,,Open Source,BSD-3-Clause,8.1,2026-01-21,No,Medium,Linux BSD macOS,Finance Government Defense Technology,https://zeek.org,https://github.com/zeek/zeek,Network analysis framework for TLS/protocol inspection. PQC role: detect ML-KEM hybrid cipher suites in TLS handshakes. Monitors enterprise PQC migration progress.,Open Source Foundation,Verified,2026-03-30,"assess,plan",aerospace-pqc;arch-quantum-impact;migration-program;network-security-pqc;research-quantum-impact,VND-203,microsoft,
Tenable Nessus Professional,CSC-018,Cryptographic Protocol Analyzers,Security Stack,Unknown,,Commercial,Commercial (Tenable),10.9,2025-01,No,High,Linux Windows macOS,Finance Government Healthcare Enterprise Defense,https://www.tenable.com/products/nessus,,Leading vulnerability scanner with TLS/cipher suite assessment plugins. Used for PQC migration readiness scans. Tenable One provides enterprise-scale cryptographic inventory.,Trusted Vendor,Verified,2026-03-30,assess,aerospace-pqc;arch-quantum-impact;exec-quantum-impact;healthcare-pqc;migration-program;network-security-pqc;ops-quantum-impact;pqc-risk-management;research-quantum-impact,VND-185,cmvp,
Rapid7 InsightVM,CSC-018,Cryptographic Protocol Analyzers,Security Stack,Unknown,,Commercial,Commercial (Rapid7),,,No,High,Cloud (SaaS) On-Premises,Finance Healthcare Government Enterprise,https://www.rapid7.com/products/insightvm/,,Vulnerability management with quantum readiness dashboard. Maps cryptographic dependencies for PQC migration planning. TLS/cert assessment across enterprise endpoints.,Trusted Vendor,Partially Verified,2026-03-25,assess,arch-quantum-impact;crypto-dev-apis;exec-quantum-impact;healthcare-pqc;migration-program;network-security-pqc;ops-quantum-impact;pqc-risk-management;research-quantum-impact,VND-165,cmvp,
Qualys Cloud Platform,CSC-018,Cryptographic Protocol Analyzers,Security Stack,Unknown,,Commercial,Commercial (Qualys),,,No,High,Cloud (SaaS),Finance Healthcare Government Enterprise,https://www.qualys.com/apps/vulnerability-management-detection-response/,,Cloud-native vulnerability management. SSL Labs provides public TLS cipher grading. Enterprise VM provides cryptographic inventory for PQC migration baseline.,Trusted Vendor,Partially Verified,2026-03-25,assess,arch-quantum-impact;healthcare-pqc;migration-program;ops-quantum-impact;pqc-risk-management;research-quantum-impact,VND-164,cmvp,
AWS Identity and Access Management (IAM),CSC-042,Identity & Access Management (IAM),Security Stack,"Yes (ACVP: ML-DSA, ML-KEM)",AWS IAM is the access control service for all AWS resources. AWS has enabled ML-KEM hybrid TLS 1.3 on the AWS API endpoints and console. IAM policy signing and STS token signing (SigV4) use classical HMAC-SHA256. AWS has not announced ML-DSA migration for SigV4 or IAM credentials. AWS Nitro Enclaves and KMS are separate PQC migration targets.,Commercial,Commercial (AWS),,,Yes (FedRAMP High / FIPS endpoints),Critical,AWS Cloud,Enterprise Finance Government Healthcare,https://aws.amazon.com/iam/,,AWS access control service. ML-KEM hybrid TLS active on AWS API endpoints. SigV4 token signing remains classical — PQC migration for credentials pending.,Trusted Vendor,Partially Verified,2026-03-04,"assess,plan",compliance-strategy;crypto-dev-apis;healthcare-pqc;iam-pqc;kms-pqc;migration-program,VND-001,amazon-aws,
CrowdStrike Falcon,CSC-049,Cryptographic Discovery Platforms,Security Stack,Unknown,,Commercial,Commercial (CrowdStrike),,,No,High,Windows Linux macOS Cloud,Finance Government Healthcare Enterprise Defense,https://www.crowdstrike.com/products/endpoint-security/,,Market-leading EDR/XDR. PQC sensor transport roadmap announced. Falcon Exposure Management provides cryptographic inventory for PQC migration planning.,Trusted Vendor,Needs Verification,2026-03-04,assess,aerospace-pqc;arch-quantum-impact;exec-quantum-impact;healthcare-pqc;migration-program;network-security-pqc;ops-quantum-impact;pqc-risk-management,VND-161,nist-csrc,
Palo Alto Cortex XDR,CSC-049,Cryptographic Discovery Platforms,Security Stack,Unknown,,Commercial,Commercial (Palo Alto Networks),,,No,High,Windows Linux macOS Cloud,Finance Government Healthcare Enterprise,https://www.paloaltonetworks.com/cortex/cortex-xdr,,XDR platform with endpoint/network/cloud telemetry. PQC transport roadmap aligned with Palo Alto quantum-safe initiative. Cryptographic exposure detection in Cortex XSIAM.,Trusted Vendor,Needs Verification,2026-03-04,assess,arch-quantum-impact;exec-quantum-impact;healthcare-pqc;migration-program;network-security-pqc;ops-quantum-impact;pqc-risk-management,VND-031,palo-alto,
Citrix Virtual Apps and Desktops,CSC-036,Remote Access and VDI Software,Security Stack,"Yes (ACVP: ML-DSA, ML-KEM, SLH-DSA)",Citrix Virtual Apps and Desktops (CVAD) delivers virtualized applications and desktops over ICA/HDX protocol. All client-server communications use TLS 1.3. PQC migration requires Citrix Gateway (ADC) ML-KEM TLS support and ICA protocol channel encryption upgrade. Citrix has not published a specific PQC roadmap as of Q1 2026.,Commercial,Commercial (Cloud Software Group),2407,2024-07,No,High,Windows Linux Cloud,Finance Healthcare Government Enterprise,https://www.citrix.com/products/citrix-virtual-apps-and-desktops/,,Enterprise VDI and app delivery. PQC migration requires Citrix Gateway ML-KEM and ICA protocol encryption upgrade. No GA PQC roadmap published.,Trusted Vendor,Needs Verification,2026-03-04,assess,healthcare-pqc;migration-program;tls-basics;vpn-ssh-pqc,VND-009,cmvp,
VMware Horizon,CSC-036,Remote Access and VDI Software,Security Stack,Unknown,,Commercial,Commercial (Broadcom),8.13,2024-06,No,High,Windows Linux Cloud,Enterprise Government Finance Healthcare,https://www.vmware.com/products/horizon.html,,Enterprise VDI/DaaS platform. PQC migration requires UAG gateway ML-KEM and Blast Extreme protocol upgrade. No PQC roadmap under Broadcom ownership.,Trusted Vendor,Needs Verification,2026-03-04,assess,healthcare-pqc;migration-program;tls-basics;vpn-ssh-pqc,VND-127,ietf,
Apache Guacamole,CSC-036,Remote Access and VDI Software,Security Stack,Unknown,,Open Source,Apache 2.0,1.5.5,2024-01,No,Medium,Linux Docker,Enterprise Education Government,https://guacamole.apache.org,https://github.com/apache/guacamole-server,Open-source clientless remote desktop gateway. PQC via Java JSSE TLS upgrade. Widely deployed in self-hosted remote access scenarios.,Open Source Foundation,Partially Verified,2026-03-25,assess,network-security-pqc;tls-basics;vpn-ssh-pqc,VND-046,microsoft,
PuTTY,CSC-014,SSH Implementation Software,Security Stack,Yes (with details),"PuTTY 0.83 (February 2025) adds ML-KEM support (mlkem768x25519-sha256 hybrid key exchange), which is NIST-standardized (not experimental). NTRU Prime supported since 0.78. Widely deployed in enterprise and government Windows environments.",Open Source,MIT,0.83,2025-02-08,No,High,Windows Linux,Enterprise Government Finance,https://www.chiark.greenend.org.uk/~sgtatham/putty/,https://git.tartarus.org/?p=simon/putty.git,Most widely used Windows SSH client. Experimental PQC KEX (sntrup761x25519) in development. ML-KEM hybrid SSH on roadmap for enterprise/government transition.,Open Source Community,Verified,2026-03-30,"assess,plan",migration-program;os-pqc;vpn-ssh-pqc,VND-228,ietf,
Paramiko (Python SSH),CSC-014,SSH Implementation Software,Security Stack,Unknown,,Open Source,LGPL-2.1,3.5.0,2024-09,No,High,Linux Windows macOS,Technology DevOps Enterprise,https://www.paramiko.org,https://github.com/paramiko/paramiko,Standard Python SSH library. Used by Ansible and automation tooling. No PQC support — millions of automation scripts depend on classical SSH.,Open Source Community,Partially Verified,2026-03-04,assess,crypto-dev-apis;os-pqc;vpn-ssh-pqc,VND-000,microsoft,
AsyncSSH,CSC-014,SSH Implementation Software,Security Stack,Partial (with scope),"AsyncSSH is a Python async SSH library providing both client and server capabilities. AsyncSSH 2.18+ includes support for the sntrup761x25519-sha512@openssh.com post-quantum hybrid key exchange algorithm, mirroring OpenSSH's implementation. ML-KEM migration planned when IETF SSH PQC KEX draft is finalized.",Open Source,EPL-2.0,2.22.0,2024-11,No,Medium,Linux Windows macOS,Technology DevOps,https://asyncssh.readthedocs.io,https://github.com/ronf/asyncssh,Python async SSH library with sntrup761 hybrid KEX support. More PQC-advanced than synchronous Paramiko. Used in modern async Python automation.,Open Source Community,Verified,2026-03-30,"test,migrate",crypto-dev-apis;os-pqc;vpn-ssh-pqc,VND-000,microsoft,
