id,label,description,industries,industries_source_text,countries,requires_pqc,deadline,deadline_kind,deadline_dates,notes,enforcement_body,library_refs,learn_modules,timeline_refs,body_type,website,local_file,trusted_source_id,peer_reviewed,vetting_body,website_url_quality,confidence_score,cswp39_tags,naics_codes,status,deprecated_at,deprecated_reason,related_standards,last_verified
OSFI-B13-PQC,OSFI Guideline B-13 — Operational Risk and Resilience (Crypto Controls),"Office of the Superintendent of Financial Institutions guideline B-13 on operational risk and resilience. Covers cryptographic controls for federally regulated financial institutions (FRFIs). Institutions must maintain crypto inventories, assess quantum risk, and implement crypto-agility.",Finance & Insurance,52,CA,expected,"2025 (B-13 effective), PQC alignment expected by 2030",phased,2025:b-13 effective;2030,"OSFI B-13 (effective Jan 2024) requires FRFIs to manage cryptographic risk under operational resilience. OSFI has signaled alignment with NIST PQC timelines. Financial institutions should expect PQC requirements in forthcoming supervisory guidance. Canada's primary banking regulator (covers banks, insurance, trust companies).",OSFI,CA-CFDIR-Quantum-Readiness-2023,,Canada:OSFI,compliance_framework,https://www.osfi-bsif.gc.ca/en/risks/technology-cyber-risk-management,compliance/OSFI-B13-PQC.pdf,osfi,yes,OSFI,url_authoritative,80,cswp39:governance,52,active,,,,
CFDIR-QR-2023,Canada CFDIR Quantum-Readiness Best Practices,"Canadian National Quantum-Readiness: Best Practices and Guidelines, authored by the Quantum-Readiness Working Group (QRWG) of the Canadian Forum for Digital Infrastructure Resilience (CFDIR) and hosted by Innovation, Science and Economic Development Canada.",Finance & Insurance;Public Administration;Energy & Utilities,52;92;22,CA,guidance,"Ongoing (v04, 10 July 2024)",fixed,2030:aligned with nist ir 8547,"CFDIR guidance provides Canada-specific quantum-readiness framework for financial institutions and critical infrastructure. Aligned with NIST PQC standards and CCCS guidance. Covers threat landscape, migration roadmap, algorithm selection, and vendor assessment criteria for Canadian context. | Verified 2026-08-09 by retrieving the document itself. THREE corrections. (1) The description expanded CFDIR as 'Centre for Financial Democracy and Innovation Regulation', which is not a real body - the title page reads 'Canadian Forum for Digital Infrastructure Resilience (CFDIR)'. (2) The row cited v03 (12 Jun 2023); v04 (10 Jul 2024) supersedes it and is now cited. (3) The deadline '2030 (aligned with NIST IR 8547)' was FABRICATED - the document contains zero occurrences of '8547', its only 2030 hit is an annex questionnaire label, and a June 2023 document could not cite a November 2024 draft. requires_pqc yes->guidance: 'a set of recommended practices and guidelines'; CFDIR is a voluntary public-private forum, not a regulator. | Cached evidence refreshed 2026-08-09: the stale capture was a 10,623-byte ISED homepage from 2026-07-13, while the row's URL already pointed at the real document. Replaced with the PDF itself — Canadian National Quantum-Readiness: Best Practices and Guidelines v04, 202 pages, 708 occurrences of 'quantum' and 91 of 'post-quantum'. The row was correct all along; only its proof was a landing page.",CFDIR / Innovation Science and Economic Development Canada,CA-CFDIR-Quantum-Readiness-2023,,Canada:ISED,compliance_framework,https://ised-isde.canada.ca/site/spectrum-management-telecommunications/sites/default/files/documents/Quantum-Readiness%20Best%20Practices%20-%20v04%20-%2010%20July%202024.pdf,compliance/CFDIR-QR-2023.pdf,ised-canada,yes,Innovation Science and Economic Development Canada,url_authoritative,80,cswp39:governance;cswp39:lifecycle,52;92;22,deprecated,2026-08-14,"deprecation-sweep (unspecified): cites a site root (https://ised-isde.canada.ca) rather than a document; resolved title ""Language selection - Innovation, Science and Economic Development Canada Main Site / Sélection de la langue - Site principal d'Innovation, Sciences et Développement économique Canada"" — repoint at the actual document; a homepage cannot evidence a claim",,2026-08-09
UK-DSIT-CNI-PQC,UK DSIT CNI PQC Transition Perspectives,"UK Department for Science, Innovation and Technology perspectives on PQC transition planning from Critical National Infrastructure sectors. Sets expectations for CNI operators (energy, water, transport, finance) to engage with NCSC migration timelines and report readiness.",Government & Defense;Energy & Utilities;Finance & Insurance;Information Technology,92;22;52;51;22,GB,no,2028 (Phase 1 alignment); 2031 (high-priority CNI systems),phased,2028:phase 1 alignment;2031:high-priority cni systems,"DSIT published perspectives document (July 2025) requesting CNI sectors develop PQC transition plans aligned with NCSC three-phase roadmap. Represents government expectation — not yet statutory mandate — for critical sectors. Supplements UK-NCSC guidance with sector-specific engagement requirements. | Verified 2026-08-09 by retrieving the instrument itself. requires_pqc yes->no. The document is 'Perspectives on the plan for PQC transition', independent research by Cambridge Consultants and Capgemini FOR DSIT, and its own publication page states: 'The views expressed do not represent HM Government policy.' It studies how CNI organisations are engaging; it imposes nothing. Two further row errors: published 27 November 2025 (not July 2025), and the claimed reporting duty ('report readiness') does not appear in the document. | 2026-08-16: Cached file was the generic DSIT org homepage; replaced with the actual 156-page 'Perspectives on the plan for PQC transition' report the row describes.",UK DSIT / NCSC,UK-DSIT-CNI-PQC-Perspectives-2025;UK-NCSC-Migration-Timelines-2025,,United Kingdom:DSIT,compliance_framework,https://www.gov.uk/government/publications/perspectives-on-the-plan-for-pqc-transition,compliance/UK-DSIT-CNI-PQC.pdf,uk-dsit,yes,"UK Department for Science, Innovation and Technology",url_authoritative,80,cswp39:governance,92;22;52;51,active,,,,2026-08-16
ACPR,ACPR (French Banking & Insurance Regulator),"Autorité de Contrôle Prudentiel et de Résolution — French prudential regulator for banking and insurance sectors, supervised by Banque de France",Finance & Insurance,52;52,FR,expected,2030 (aligned with ANSSI/DORA timelines),fixed,2030:aligned with anssi/dora timelines,ACPR supervises French banks and insurers for operational and cyber resilience. DORA compliance (effective Jan 2025) now governs digital operational resilience for regulated entities. ACPR aligns with ANSSI guidance on cryptographic migration. No standalone PQC mandate issued; institutions expected to follow ANSSI recommendations and DORA ICT risk requirements. ACPR participated in European Banking Authority (EBA) guidance on ICT risk management.,ACPR,ANSSI PQC Position Paper;ANSSI PQC Follow-up Paper;ANSSI-PG-083-v3-2026,,France:ACPR,regulatory_body,https://acpr.banque-france.fr,compliance/ACPR.html,acpr-france,no,Banque de France,url_authoritative,70,cswp39:governance,52,active,,,DORA,
AMF-FR,AMF (French Securities Regulator),Autorité des marchés financiers — French securities and financial markets regulator,Finance & Insurance,52,FR,expected,2030 (aligned with ANSSI/DORA/MiCA timelines),fixed,2030:aligned with anssi/dora/mica timelines,"AMF regulates French financial markets including investment firms, fund managers, and market infrastructure. Subject to DORA (effective Jan 2025) for ICT risk and operational resilience. MiCA introduces crypto-asset market regulation with cybersecurity requirements. No standalone PQC mandate issued; firms expected to follow ANSSI guidance and DORA ICT risk framework for cryptographic agility.",AMF,ANSSI PQC Position Paper;ANSSI PQC Follow-up Paper,,France:AMF,regulatory_body,https://www.amf-france.org,compliance/AMF-FR.html,amf-france,no,AMF,url_authoritative,70,cswp39:governance,52,active,,,,
DSPF-PQC,DSPF (Defence),Australian Defence Security Principles Framework — cryptography transition requirements for all ADF personnel and cleared contractors,Public Administration,92,AU,no,2030 (ISM-1917 cascades to all Defence-cleared systems),fixed,2030,"The Defence Security Principles Framework (DSPF) applies to all Australian Defence Organisation personnel, contractors, and cleared entities. PQC transition is governed by ISM-1917 requirements cascading through DSPF. All ADF systems handling PROTECTED and above classifications must achieve ML-DSA-87 / ML-KEM-1024 compliance by end of 2030. Entities holding Defence security clearances must demonstrate a PQC transition plan by end of 2026 per ISM guidance. | Verified 2026-08-09 by retrieving the instrument itself. requires_pqc yes->no AND THE ROW'S CLAIM IS INVENTED. The full redacted Defence Security Principles Framework (27 Mar 2025, 31,262 lines extracted) contains ZERO occurrences of 'quantum', 'ML-DSA', 'ML-KEM', '2030', or the ISM control numbers - it delegates cryptography wholesale to the ISM. The row's distinguishing claim, that clearance-holding entities 'must demonstrate a PQC transition plan by end of 2026', appears in no primary source: ISM-2073 has no date and the 2030 date belongs to ISM-1917, which the DSPF never cites. RECOMMEND DEPRECATION - the row is a derivative of ASD-ISM with a fabricated deadline.",Department of Defence,,,Australia:ASD,compliance_framework,https://www.defence.gov.au/business-industry/industry-governance/defence-security-principles-framework,compliance/DSPF-PQC.html,acsc,yes,Department of Defence,url_authoritative,85,cswp39:governance,92,deprecated,2026-08-09,"Fabricated PQC claim. The Australian Department of Defence Security Principles Framework contains zero occurrences of 'quantum' across 31,262 lines; the asserted end-2026 clearance-holder PQC-plan deadline does not exist in the instrument. Verified 2026-08-09.",,
ZA-POPIA,POPIA,South Africa Protection of Personal Information Act — data protection regulation with strong encryption and breach-notification requirements relevant to PQC migration for long-retention data,Finance & Insurance;Healthcare & Life Sciences;Information Technology;Government & Defense,52;62;54;92,ZA,no,Ongoing,ongoing,,"POPIA Section 19 requires ""appropriate, reasonable technical and organisational measures"" including encryption for personal information. Long data-retention obligations expose regulated entities to HNDL risk; migration guidance expected from the Information Regulator as NIST PQC suite gains regional traction via SABS. | Citation repointed 2026-08-09 off the Information Regulator's homepage onto the Act text itself (Protection of Personal Information Act 4 of 2013, Department of Justice). | 2026-08-16: Website field pointed at the Act PDF but cached file was still the stale Information Regulator homepage; fetched and cached the actual 35-page Act text.",Information Regulator (South Africa),NIST-SP-800-131A-Rev3;ZA-POPIA-TEXT,,South Africa:IR,compliance_framework,https://www.justice.gov.za/legislation/acts/2013-004.pdf,compliance/ZA-POPIA.pdf,inforeg-za,yes,Information Regulator (South Africa),url_authoritative,85,cswp39:governance,52;62;54;92,active,,restored from archive 2026-05-03,,2026-08-16
NG-NDPR,NDPR / NDPA 2023,"Nigeria Data Protection Regulation + Nigeria Data Protection Act 2023 — jointly enforced by the Nigeria Data Protection Commission (NDPC), with explicit encryption obligations for personal data",Finance & Insurance;Information Technology;Government & Defense,52;54;51;92,NG,no,Ongoing,ongoing,,"NDPA 2023 establishes the NDPC and codifies the prior NDPR. Section 39 mandates appropriate technical measures including encryption. NITDA has signalled alignment with NIST PQC suite for regulated sectors (banking, telecoms). No explicit PQC deadline but HNDL exposure on financial and health data is material. | Citation repointed 2026-08-09 off the NDPC homepage onto the Commission's own download page for the Nigeria Data Protection Act 2023. | 2026-08-16: NDPC's own repointed download-page URL is a dead WordPress attachment stub with no PDF; substituted the official Act text (47-page scanned Gazette copy, OCR-verified) from PLAC, a Nigerian legal/policy source. Note: this scan has no embedded text layer (image-only), so future automated text-extraction checks will flag it as 'zero chars' — that reflects the source document's scan quality, not a wrong-document problem.",NDPC (Nigeria Data Protection Commission),NIST-SP-800-131A-Rev3,,Nigeria:NDPC,compliance_framework,https://placng.org/i/wp-content/uploads/2023/06/Nigeria-Data-Protection-Act-2023.pdf,compliance/NG-NDPR.pdf,ndpc-ng,yes,NDPC,url_authoritative,85,cswp39:governance,52;54;51;92,active,,restored from archive 2026-05-03,Nigeria Data Protection Act 2023,2026-08-16
KE-DPA,Kenya Data Protection Act 2019,Kenya Data Protection Act — enforced by the Office of the Data Protection Commissioner (ODPC); imposes encryption-at-rest and in-transit obligations on data controllers,Finance & Insurance;Information Technology;Healthcare & Life Sciences,52;54;51;62,KE,no,Ongoing,ongoing,,"ODPC Guidance Note on Data Protection by Design (2022) requires state-of-the-art cryptography. The Communications Authority of Kenya is coordinating with ODPC on PQC readiness for the telecoms sector. M-Pesa and other mobile-money rails are high-HNDL-exposure systems. | Citation repointed 2026-08-09 off the ODPC homepage onto the consolidated Act text on Kenya Law (Data Protection Act No. 24 of 2019), the official law-reporting source. Retrieved 2026-08-09 through the resilient fetcher (HTTP 200, 307,955 bytes). | 2026-08-16: Cached file was the ODPC homepage despite notes documenting a successful 307,955-byte Kenya Law fetch on 2026-08-09; re-fetched the Act text from Kenya Law, matching that byte count.",ODPC (Kenya),NIST-SP-800-131A-Rev3;KE-DPA-TEXT,,Kenya:ODPC,compliance_framework,https://new.kenyalaw.org/akn/ke/act/2019/24/eng@2022-12-31,compliance/KE-DPA.html,odpc-ke,yes,ODPC,url_authoritative,85,cswp39:governance,52;54;51;62,active,,restored from archive 2026-05-03,Kenya Data Protection Act,2026-08-16
EG-PDPL,Egypt Personal Data Protection Law,Egypt Law No. 151 of 2020 on the Protection of Personal Data — enforced by the Egyptian Data Protection Center (DPC); mandates encryption and security controls for personal data processing,Finance & Insurance;Professional & Technical Services;Information Technology;Public Administration,52;54;51;92,EG,no,Ongoing,ongoing,,Law 151/2020 came into force in October 2020; executive regulations issued 2024. Article 6 requires controllers to implement encryption proportionate to risk. Egypt Financial Regulatory Authority is tracking NIST PQC adoption; no explicit PQC deadline yet but HNDL risk is material for long-lived government records.,DPC (Egypt),NIST-SP-800-131A-Rev3,,Egypt:MCIT,compliance_framework,https://mcit.gov.eg,compliance/EG-PDPL.html,mcit-eg,yes,MCIT Egypt,url_authoritative,85,cswp39:governance,52;54;51;92,deprecated,2026-08-14,deprecation-sweep (unspecified): cites a site root (https://mcit.gov.eg) rather than a document; resolved title 'Ministry of Communications and Information Technology' — repoint at the actual document; a homepage cannot evidence a claim,Egypt Law No. 151 of 2020,
AU-MALABO,African Union Malabo Convention,African Union Convention on Cyber Security and Personal Data Protection — pan-continental instrument harmonising cybersecurity and data-protection regimes across AU member states,Finance & Insurance;Information Technology;Government & Defense;Healthcare & Life Sciences,52;54;51;92;62,PQC-REGION-AU-AFRICA,no,Ongoing (entered into force June 2023),ongoing,,"The Malabo Convention entered into force on 8 June 2023 after Mauritania deposited the 15th instrument of ratification. Article 25 requires member states to adopt appropriate technical measures including encryption. The AU Cybersecurity Expert Group 2025 report highlights quantum-safe transition as a priority for regional harmonisation. | 2026-08-16: Cache held only the AU treaty index page; replaced with the actual Convention text PDF (scanned, no OCR layer) linked from that page.",African Union Commission,NIST-SP-800-131A-Rev3,,African Union:AUC,compliance_framework,https://au.int/sites/default/files/treaties/29560-treaty-0048_-_african_union_convention_on_cyber_security_and_personal_data_protection_e.pdf,compliance/AU-MALABO.pdf,au-commission,yes,African Union Commission,url_authoritative,85,cswp39:governance,52;54;51;92;62,active,,restored from archive 2026-05-03,,2026-08-16
EUCC-V2,EUCC v2.0,EU Cybersecurity Certification Scheme Agreed Cryptographic Mechanisms v2.0,Government & Defense;Information Technology,92;54,PQC-REGION-EU,expected,Ongoing (April 2025 update),ongoing,,"EUCC v2.0 Agreed Cryptographic Mechanisms (already cached): its own word is ""recommendations"" on PQC mechanisms, but with a real embedded clause -- PQC-only mechanisms ""shall not be used without being combined with a quantum resistant mechanism"" in contexts requiring quantum resistance -- for specific higher-assurance contexts. First PQC algorithms to appear on an official EU 'recommended' list.",ECCG/ENISA,EUCC v2.0 ACM,,European Union:ECCG,certification_body,https://certification.enisa.europa.eu/certification-library/eucc-certification-scheme_en,compliance/EUCC-V2.pdf,enisa,,,url_authoritative,60,cswp39:assurance,92;54,active,,restored from archive 2026-03-05,EUCC;COMMON-CRITERIA,
BSI-PQC-ADVISORY,BSI Post-Quantum Standardization Advisory,"BSI ongoing PQC pre-standardization activity covering algorithm selection commentary, harmonization with NIST FIPS 203/204/205/206, and German-context migration recommendations. Advisory / forward-looking; tracks closely with NIST PQC programme on its own timeline.",Government & Defense;Finance & Insurance;Information Technology;Energy & Utilities,Government & Defense;Finance & Banking;Technology;Energy & Utilities,DE,guidance,Ongoing (forward-looking advisory),ongoing,,Pre-standardization advisory — complements BSI TR-02102 (Algorithmenkatalog) which is the binding cryptographic recommendation.,BSI (Bundesamt für Sicherheit in der Informationstechnik),FIPS 203;FIPS 204;FIPS 205,,Germany:BSI,standardization_body,https://www.bsi.bund.de/EN/Themen/Unternehmen-und-Organisationen/Informationen-und-Empfehlungen/Quantentechnologien-und-Post-Quanten-Kryptografie/quantentechnologien-und-post-quanten-kryptografie_node.html,compliance/BSI-PQC-ADVISORY.pdf,bsi,yes,,url_authoritative,85,cswp39:assurance;cswp39:governance;cswp39:lifecycle,52;54;92;51;22,active,,,NIST;BSI-TR-02102;EU-BSI-PQC-Joint-Statement-2024;BSI-ANSSI-QKD-Position-2024,
PRA-SS2-21,PRA Operational Resilience (SS1/21 + cyber),"UK PRA supervisory statement on operational resilience, scoped to Tier 1/2 banks, insurers, and major investment firms. The most specific UK supervisory channel on quantum-risk timelines for financial firms.",Finance & Insurance,Finance & Banking,GB,expected,Ongoing (FCA cyber guidance is referenced via PRA-supervised firms'' operational-resilience obligations),ongoing,,Anchor PRA supervisory statement (SS1/21 + 2024 cyber resilience update). FCA cybersecurity guidance for non-PRA-supervised firms is treated as a complementary overlay — not a separate compliance row. | 2026-08-16: Cache held the generic prudential-regulation homepage; replaced with the actual SS1/21 supervisory statement PDF.,Bank of England — Prudential Regulation Authority,,,United Kingdom:CMORG,regulatory_body,https://www.bankofengland.co.uk/-/media/boe/files/prudential-regulation/supervisory-statement/2021/ss121-march-22.pdf,compliance/PRA-SS2-21.pdf,pra-uk,yes,,url_authoritative,85,,52,active,,,,2026-08-16
ICO-UK-ENC,UK ICO Encryption Guidance (UK GDPR Art. 32),UK Information Commissioner''s Office guidance on encryption as a Reasonable Step under UK GDPR Article 32. Codifies current data-at-rest and data-in-transit cryptographic-adequacy expectations; does not mandate PQC.,Healthcare & Life Sciences;Finance & Insurance;Government & Defense;Retail Trade;Information Technology,Healthcare;Finance & Banking;Government & Defense;Retail;Technology,GB,no,In force (UK GDPR),ongoing,,PQC migration not addressed by ICO directly; UK GDPR Art. 32 reads cryptographic adequacy through industry standards (NIST / NCSC etc.). PQC adoption inherited as those references update.,UK Information Commissioner's Office,,,United Kingdom:ICO,regulatory_body,https://ico.org.uk/for-organisations/uk-gdpr-guidance-and-resources/security/encryption/,compliance/ICO-UK-ENC.pdf,ico-uk,yes,,url_authoritative,85,cswp39:governance;cswp39:observability,52;54;62;44;92;45;51,active,,,GDPR;UK GDPR,
NSM-NO-GP,NSM Grunnprinsipper for IKT-sikkerhet (Norway),Norwegian National Security Authority's foundational ICT-security principles — closest Nordic analogue to NIST CSF. NSM publishes explicit PQC positioning and is the unambiguous primary Nordic crypto-guidance authority.,Government & Defense;Energy & Utilities;Information Technology;Finance & Insurance,Government & Defense;Energy & Utilities;Telecommunications;Finance & Banking,NO,guidance,Ongoing (latest revision tracks NIST PQC standardisation cadence),ongoing,,Strongest Nordic row — NSM has published explicit PQC positioning beyond the generic NIST cross-reference common to other Nordic agencies. | 2026-08-16: Original URL redirects to a secondary 'how to adopt' page; replaced cache with the actual Grunnprinsipper v2.1 PDF document.,Nasjonal sikkerhetsmyndighet (NSM),,,Norway:NSM,standardization_body,https://nsm.no/getfile.php/1313975-1717589722/NSM/Filer/Dokumenter/Veiledere/NSMs%20Grunnprinsipper%20for%20IKT-sikkerhet%20v2.1.pdf,compliance/NSM-NO-GP.pdf,nsm-norway,yes,,url_authoritative,85,cswp39:governance,92;22;51;52,active,,,NIST CSF,2026-08-16
MSB-SE-CYB,MSB Sweden Cyber Resilience Metodstöd,"Swedish Civil Contingencies Agency cyber-resilience guidance. MSB is the civil-contingency umbrella; for algorithm-level guidance, cross-reference MSB Metodstöd documents and NCSC-SE bulletins (which sit across SÄPO/MSB depending on topic).",Government & Defense;Energy & Utilities;Healthcare & Life Sciences,Government & Defense;Energy & Utilities;Healthcare,SE,guidance,Ongoing,ongoing,,NCSC-SE crypto-specific guidance is the operational layer beneath MSB; PQC migration tracked via Metodstöd updates. | 2026-08-16: Cache held only the short news announcement; replaced with the linked full national PQC-transition recommendations PDF.,Myndigheten för samhällsskydd och beredskap (MSB),,,Sweden:NCSC,standardization_body,https://www.ncsc.se/siteassets/publikationer/nationella-rekommendationer-for-overgangen-till-kvantsaker-kryptografi-2026_tga.pdf,compliance/MSB-SE-CYB.pdf,msb-sweden,yes,,url_authoritative,75,cswp39:assurance;cswp39:governance;cswp39:inventory;cswp39:lifecycle,92;22;62,active,,,NIS2,2026-08-16
NCSC-FI-PQC,NCSC-FI / Traficom Finland Cyber Security Centre Bulletins,Finnish National Cyber Security Centre (under Traficom). 'Kyberturvallisuuden tilannekuva' situational picture and technical bulletins drive PQC awareness and timing across Finnish public and critical-infrastructure sectors.,Government & Defense;Information Technology;Energy & Utilities;Finance & Insurance,Government & Defense;Telecommunications;Energy & Utilities;Finance & Banking,FI,guidance,Ongoing,ongoing,,Often underrated regionally; bulletins are technically precise. PQC migration cadence tracks NIST + ENISA alignment.,NCSC-FI / Traficom,,,Finland:Traficom,standardization_body,https://www.kyberturvallisuuskeskus.fi/fi/kvanttiturvalliset-algoritmit-ja-niihin-siirtyminen,compliance/NCSC-FI-PQC.html,ncsc-fi,yes,,url_authoritative,80,cswp39:governance;cswp39:inventory;cswp39:lifecycle,92;51;22;52,active,,,NIST;CRYSTALS-Kyber-Spec-v302;CRYSTALS-Dilithium-Spec-v31;Falcon-Spec-v12;SPHINCS-Plus-Spec-v31;CISA-Quantum-Readiness-Roadmap;NL-PQC-Migration-Handbook-2024,2026-08-16
CHILE-ANCI,Chile ANCI Cybersecurity Standards (Ley 21.663),Chile Agencia Nacional de Ciberseguridad (established by Ley 21.663 / 2023) is the designated national cybersecurity authority. Has already issued binding technical standards across critical-information sectors.,Government & Defense;Finance & Insurance;Information Technology;Energy & Utilities,Government & Defense;Finance & Banking;Telecommunications;Energy & Utilities,CL,expected,Ongoing (standards being issued progressively post-2024),ongoing,,"Strongest LATAM cyber-regulator authority today — Tier 1 add per geographic-depth vetting. | Citation repointed 2026-08-09 off the anci.gob.cl site root onto Ley 21.663 (Ley Marco de Ciberseguridad) in the Biblioteca del Congreso Nacional — the instrument named in the row's own label, promulgated 26 March 2024, published in the Diario Oficial 8 April 2024, key articles in force 1 March 2025. The ANCI site root sits behind a Cloudflare JS challenge; the law text retrieves at HTTP 200 (playwright-stealth, 152,444 bytes).",Agencia Nacional de Ciberseguridad (ANCI),,,Chile:Chile Govt,regulatory_body,https://www.bcn.cl/leychile/navegar?i=1202434,compliance/CHILE-ANCI.html,anci-chile,yes,,url_authoritative,80,,92;52;51;22,active,,,,2026-08-09
MEXICO-CNBV-CUB,CNBV Circular Única de Bancos (Mexico),Mexican National Banking and Securities Commission cryptographic-control expectations for banks under the Circular Única de Bancos (CUB). Mature financial-sector cyber-regulation channel — preferred over fragmented NOM cyber standards.,Finance & Insurance,Finance & Banking,MX,expected,Ongoing (latest CUB amendments),ongoing,,"Scoped to Mexican FS regulated entities. Other Mexican cyber bodies (CEDN federal, CNS NOM standards) are out of FS scope and not yet sufficiently consolidated to warrant separate rows. | Citation repointed 2026-08-09 off the CNBV homepage onto the Circular Unica de Bancos itself (Disposiciones de caracter general aplicables a las instituciones de credito), which is the instrument named in the row's label.",Comisión Nacional Bancaria y de Valores (CNBV),,,,regulatory_body,https://www.cnbv.gob.mx/Normatividad/Disposiciones%20de%20car%C3%A1cter%20general%20aplicables%20a%20las%20instituciones%20de%20cr%C3%A9dito.pdf,compliance/MEXICO-CNBV-CUB.pdf,cnbv-mexico,yes,,url_authoritative,80,cswp39:governance,52,active,,,,2026-08-16
ARGENTINA-ONTI,Argentina ONTI Cyber Baseline (Secretaría de Innovación Pública),Argentina Oficina Nacional de Tecnologías de Información — the correct cyber authority for federal government (AFIP is the tax authority; BCRA covers financial sector — both are separate from ONTI).,Government & Defense,,AR,expected,Ongoing,,,"AFIP previously suggested in audit gap was wrong — AFIP is a tax authority, not a cyber regulator. ONTI is the correct government-cyber row; BCRA Comunicación A-series belongs in FS scope.",ONTI / Secretaría de Innovación Pública,,,,regulatory_body,https://www.argentina.gob.ar/jefatura/innovacion-publica,compliance/ARGENTINA-ONTI.html,onti-argentina,yes,,url_authoritative,75,,92,deprecated,2026-07-16,Notes contain no PQC/crypto content (an internal correction about which Argentine agency is the right cyber-regulator reference) — not PQC-related.,,
BRAZIL-BACEN-4893,BACEN Resolution 4.893 (Brazil FS Cyber),Brazilian central bank Resolution 4.893 sets encryption requirements for financial sector institutions. Pairs with ANPD (LGPD) on data-protection cryptographic adequacy; both are well-documented and more mature than most LATAM cyber-regulator entries.,Finance & Insurance,Finance & Banking,BR,expected,"Ongoing (Resolution 4.893 in force, subsequent amendments)",ongoing,,Companion FS row to BRAZIL-ANPD-PQC (data-protection scope). PQC migration will land via the cryptographic-adequacy clause of Resolution 4.893 as NIST + central-bank guidance converge.,Banco Central do Brasil (BACEN),,,Brazil:BACEN,regulatory_body,https://www.bcb.gov.br/estabilidadefinanceira/seguranca_cibernetica,,bacen-brazil,yes,,url_authoritative,80,cswp39:governance,52,active,,,BRAZIL-ANPD-PQC;LGPD,
ID-PDP,Indonesia Personal Data Protection Law (UU PDP),Indonesia Law No. 27 of 2022 on Personal Data Protection — establishes a national data-protection regime with explicit obligations on technical and organisational security measures including encryption.,Finance & Insurance;Information Technology;Government & Defense,52;54;51;92,ID,no,Ongoing,ongoing,,"UU PDP entered into force October 2022 with a two-year transition (effective enforcement October 2024). Article 35 requires controllers to implement technical safeguards including encryption proportionate to risk. BSSN (Badan Siber dan Sandi Negara) issues sectoral cryptographic guidance and has begun tracking NIST PQC selections for government systems. No explicit PQC deadline yet but HNDL exposure on long-lived government and banking records is material. | Citation repointed 2026-08-09 off the BSSN homepage onto UU No. 27 Tahun 2022 tentang Pelindungan Data Pribadi in the national legal database. Retrieved 2026-08-09 through the resilient fetcher (HTTP 200, 43,274 bytes).",PDP Authority (under KomDigi); BSSN,NIST-SP-800-131A-Rev3,,Indonesia:BSSN,compliance_framework,https://peraturan.bpk.go.id/Download/224884/UU%20Nomor%2027%20Tahun%202022.pdf,compliance/ID-PDP.pdf,bssn-id,yes,BSSN,url_authoritative,85,cswp39:governance,52;54;51;92,active,,,Indonesia Law No. 27 of 2022 on Personal Data Protection,2026-08-16
TH-PDPA,Thailand Personal Data Protection Act (PDPA 2019),Thailand PDPA B.E. 2562 (2019) — comprehensive data-protection law enforced by the PDPC; requires appropriate security measures for personal data including encryption.,Finance & Insurance;Information Technology;Government & Defense,52;54;51;92,TH,no,Ongoing,ongoing,,"PDPA fully effective June 2022 after deferrals. Section 37 obliges data controllers to provide adequate security measures, with PDPC guidance pointing at internationally recognised standards (ISO 27001, NIST SP 800-series). NCSA (National Cyber Security Agency) issued a 2024 cyber resilience plan that flags post-quantum readiness for critical infrastructure (CII) sectors. ETDA is exploring PQC for the national digital signature framework.",PDPC (Thailand); NCSA; ETDA,NIST-SP-800-131A-Rev3,,Thailand:NCSA,compliance_framework,https://www.pdpc.or.th,compliance/TH-PDPA.pdf,pdpc-th,yes,PDPC,url_authoritative,85,cswp39:governance,52;54;51;92,active,,,,
VN-CYBER,Vietnam Cybersecurity Law + Decree 13/2023,Vietnam Law on Cybersecurity (2018) plus Decree 13/2023 on Personal Data Protection — joint framework enforced by MIC and the Ministry of Public Security (A05); mandates encryption for personal data processing and cross-border transfers.,Finance & Insurance;Information Technology;Government & Defense,52;54;51;92,VN,no,Ongoing,ongoing,,"Decree 13/2023/NĐ-CP took effect July 2023 and is the operative PDP instrument. Article 26 requires controllers to apply technical security measures including encryption. MIC and A05 publish cryptographic requirements for licensed services; no explicit PQC mandate yet but the Vietnam Government Cipher Commission has tracked NIST FIPS 203/204/205 selections. | Citation repointed 2026-08-09 off mic.gov.vn, which no longer resolves at all (connection failure, not an HTTP error), onto the English text of Decree 13/2023/ND-CP from LuatVietnam, the sole distributor of English translations of the Vietnamese Official Gazette. Vietnam publishes no free official English text, so this is the best available citation and is not a government source. Retrieved 2026-08-09 through the resilient fetcher (HTTP 200, 285,883 bytes).",MIC; A05 (Ministry of Public Security),NIST-SP-800-131A-Rev3,,,compliance_framework,https://english.luatvietnam.vn/decree-no-13-2023-nd-cp-dated-april-17-2023-of-the-government-on-personal-data-protection-249791-doc1.html,compliance/VN-CYBER.html,mic-vn,yes,MIC,url_authoritative,85,cswp39:governance,52;54;51;92,active,,,,2026-08-09
