source_id,source_name,source_type,trust_tier,region,primary_url,description,verification_status,last_verified_date,leaders_csv,library_csv,algorithm_csv,threats_csv,timeline_csv,compliance_csv,migrate_csv,patents_csv,local_doc_count,last_download_date,download_status,doc_collection,notes,primary_url_quality,name,type,domain,date_stamp,status,deprecated_at,deprecated_reason
nist-csrc,NIST Computer Security Resource Center,Government,1_Authoritative,Americas,https://csrc.nist.gov/projects/post-quantum-cryptography,Primary PQC standardization authority; FIPS standards and technical specifications,Verified,2026-02-13,Yes,Yes,Yes,No,Yes,Yes,Yes,No,86,2026-05-07,Active,library,Fixed tagging: library_csv timeline_csv compliance_csv,url_authoritative,,,,2026-05-06,active,,
nist-ir,NIST IR Publications,Government,1_Authoritative,Americas,https://csrc.nist.gov/publications/search,"Implementation guidance and technical reports (IR 8413, IR 8547)",Verified,2025-12-15,No,Yes,Yes,No,No,No,No,No,0,,Active,library,Fixed tagging: library_csv timeline_csv,url_authoritative,,,,2026-05-06,active,,
nist-nccoe-migration-to-post-q,NIST NCCoE — Migration to Post-Quantum Cryptography,Government,1_Authoritative,Americas,https://www.nccoe.nist.gov/applied-cryptography/migration-to-pqc,NIST National Cybersecurity Center of Excellence project on practical PQC migration guidance,Verified,2026-07-28,,,,,,,,No,,,,,"Distinct subdomain from already-tracked NIST CSRC/nist.gov entries; runs NIST's applied PQC migration practice-guide project (SP 1800-38 series). Automated fetch returned 403 (bot-block, not a dead link) -- domain and project are well-established.",url_authoritative,,,,,active,,
nist-news,NIST News & Events,Government,1_Authoritative,Americas,https://www.nist.gov/news-events,Official NIST announcements for PQC milestones and algorithm selections,Verified,2026-02-13,No,No,Yes,No,Yes,No,No,No,0,,Active,timeline,Fixed tagging: timeline_csv,url_authoritative,,,,2026-05-06,active,,
nitda-nigeria-national-informa,NITDA — Nigeria National Information Technology Development Agency,Government,3_Supporting,EMEA,https://nitda.gov.ng/,Nigeria's national IT regulator; oversees IT standardization and cybersecurity coordination,Verified,2026-07-28,,,,,,,,No,,,,,"Confirmed live via WebFetch. Distinct from already-tracked Nigeria Data Protection Commission (ndpc-nigeria); general-purpose IT regulator, no PQC-specific pub verified.",url_authoritative,,,,,active,,
nixos-foundation,NixOS Foundation,Vendor,3_Supporting,,https://nixos.org,"NixOS Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
nl-aivd,AIVD (Dutch General Intelligence and Security Service),Government,1_Authoritative,Europe,https://english.aivd.nl/,Netherlands' General Intelligence and Security Service -- publishes national cybersecurity guidance including PQC migration handbooks.,Pending,2026-07-16,No,No,No,No,Yes,No,No,No,0,,None,none,"Added 2026-07-16 during timeline maintainer-process remediation (Phase 1.2). trust_tier=1_Authoritative assigned by precedent-match against this registry's existing Government-type curation (national/supranational official portal, same profile as ccn-spain/ncsc-nl/ec/ndpc-nigeria/msit-korea) -- not guessed, but flag for a human spot-check via review-trusted-sources.",url_needs_review,,,,2026-07-16,active,,
nlncsa,NLNCSA Netherlands,Government,2_Core,EMEA,https://www.ncsc.nl/,Netherlands National Communication Security Agency; PQC transition,Verified,2026-03-28,No,No,No,No,Yes,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
nokia,Nokia,Industry_Workgroup,3_Supporting,Global,https://www.nokia.com/,5G network security and PQC readiness; quantum-safe transport networks,Verified,2026-03-28,No,No,No,No,No,No,Yes,No,0,,None,none,,url_needs_review,,,,2026-05-06,active,,
nord-security,Nord Security,Vendor,3_Supporting,,https://nordvpn.com,"Nord Security — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
novachips-co-ltd,"Novachips Co., Ltd.",Vendor,3_Supporting,,https://www.novachips.com,"Novachips Co., Ltd. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
nozomi-networks-inc,Nozomi Networks Inc.,Vendor,3_Supporting,,https://nozomi.com,"Nozomi Networks Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
nrc,U.S. Nuclear Regulatory Commission,Government,1_Authoritative,North_America,https://www.nrc.gov/,10 CFR 73.54 cybersecurity requirements for nuclear facilities,Verified,2026-03-28,No,No,No,Yes,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
ns-3-project,ns-3 Project,Vendor,3_Supporting,,https://www.nsnam.org,"ns-3 Project — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
nsa-advisory,NSA Cybersecurity Advisory,Government,1_Authoritative,Americas,https://www.nsa.gov/Press-Room/Cybersecurity-Advisories-Guidance/,CNSA 2.0 guidance and National Security System requirements,Verified,2025-12-15,No,Yes,No,No,Yes,Yes,No,No,9,2026-05-07,Blocked,library,Fixed tagging: library_csv timeline_csv compliance_csv; media.defense.gov blocks automated access,url_authoritative,,,,2026-05-06,active,,
nsa-media,NSA Media Defense Portal,Government,1_Authoritative,Americas,https://media.defense.gov/,Official NSA/DoD technical documentation and FAQ releases,Verified,2025-12-15,No,Yes,No,No,No,No,No,No,0,,Blocked,library,media.defense.gov returns 403 for automated download,url_authoritative,,,,2026-05-06,active,,
nscib,NSCIB (Netherlands Scheme for Certification in the Area of IT Security),Government,1_Authoritative,EMEA,https://trustcb.com/common-criteria/nscib/,"Netherlands Common Criteria certification scheme, operated by TrustCB.",Verified,2026-07-31,No,No,No,No,No,Yes,No,No,0,,None,none,"Added 2026-07-31 (WP-3.3, remediation plan) -- cross-links the compliance-landscape certification-body row added in the same batch (Phase 5 B1). URL and description sourced from the same real document fetched for that row.",url_needs_review,,,,2026-07-31,active,,
nsm-norway,Nasjonal sikkerhetsmyndighet (Norway),Government,1_Authoritative,EMEA,https://nsm.no/,Norwegian National Security Authority. 'Grunnprinsipper for IKT-sikkerhet' is the closest Nordic equivalent to NIST CSF; NSM has published explicit PQC positioning and is the unambiguous primary Nordic authority for crypto guidance.,Verified,2026-05-16,No,No,No,No,Yes,Yes,No,No,0,,None,none,Added 2026-05-16 for geographic depth P1 #14.,url_authoritative,,,,2026-05-16,active,,
ntia,NTIA (National Telecommunications and Information Administration),Government,1_Authoritative,Americas,https://www.ntia.gov/,US Commerce Department agency; SBOM minimum-elements guidance and telecom policy,Verified,2026-07-12,No,Yes,No,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
ntnu-crypto,Norwegian University of Science and Technology,Academic,4_Contextual,EMEA,https://www.ntnu.edu/,PQCrypto steering committee member; Nordic PQC research leadership,Verified,2026-02-13,No,No,Yes,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
ntt-corporation,NTT Corporation,Vendor,3_Supporting,,https://www.ntt.com,"NTT Corporation — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
ntt-research,NTT Research,Academic,3_Supporting,APAC,https://ntt-research.com/,Japanese research lab; cryptographic protocol research and PQC studies,Verified,2026-03-28,No,No,Yes,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
nukib,NUKIB Czech Republic,Government,2_Core,EMEA,https://www.nukib.cz/,Czech National Cyber and Information Security Agency; PQC migration guidance,Verified,2026-03-28,No,No,No,No,Yes,Yes,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
nus-cqt,National University of Singapore CQT,Academic,3_Supporting,APAC,https://www.quantumlah.org/,Centre for Quantum Technologies PQC research,Verified,2025-12-15,No,No,Yes,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
nutanix,Nutanix,Vendor,3_Supporting,,https://www.nutanix.com,"Nutanix — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
nuvoton-technology-corporation,Nuvoton Technology Corporation,Vendor,3_Supporting,,https://www.nuvoton.com,"Nuvoton Technology Corporation — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
nvidia-corporation,Nvidia Corporation,Vendor,3_Supporting,,https://nvidia.com,"Nvidia Corporation — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
nxp-semiconductors-nv,NXP Semiconductors N.V.,Vendor,3_Supporting,,https://nxp.com,"NXP Semiconductors N.V. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 5 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
nydfs,New York Dept of Financial Services,Government,2_Core,North_America,https://www.dfs.ny.gov/,23 NYCRR 500 cybersecurity regulation for financial services,Verified,2026-03-28,No,No,No,Yes,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
nzism,New Zealand Information Security Manual (NZISM),Government,1_Authoritative,Asia-Pacific,https://www.nzism.gcsb.govt.nz,New Zealand government information security manual published by GCSB. Covers PQC migration guidance for NZ government agencies.,Verified,2026-05-06,No,Yes,No,No,Yes,No,No,No,0,,None,none,"Added 2026-05-06: orphaned ID found in library, timeline files.",url_authoritative,,,,2026-05-06,active,,
oaic,Office of the Australian Information Commissioner,Government,1_Authoritative,APAC,https://www.oaic.gov.au/,"Australian privacy regulator. Enforces the Privacy Act 1988 / Australian Privacy Principles, including reasonable-steps cryptographic protection of personal information.",Verified,2026-05-16,No,No,No,No,No,Yes,No,No,0,,None,none,Added 2026-05-16 to resolve compliance.AU-PRIVACY-ACT trusted_source_id orphan.,url_authoritative,,,,2026-05-16,active,,
oas-cybersecurity-program-cict,OAS Cybersecurity Program (CICTE),Government,3_Supporting,Americas,https://www.oas.org/ext/en/security/prog-cyber,Organization of American States Cybersecurity Program; coordinates cybersecurity capacity and the CSIRTAmericas network across 20+ LatAm/Caribbean states,Verified,2026-07-28,,,,,,,,No,,,,,Confirmed live (200 via curl; automated content fetch blocked with 403). Fills a pan-Latin-American regional-coordination gap; no PQC-specific content verified.,url_needs_review,,,,,active,,
oasis,OASIS,Standards_Body,2_Core,Global,https://www.oasis-open.org/,Organization for Structured Information Standards; PKCS#11 v3.2 and KMIP PQC,Verified,2026-03-28,No,Yes,No,No,No,Yes,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
oasis-csaf,OASIS CSAF Technical Committee,Standards_Body,2_Core,Global,https://www.oasis-open.org/committees/csaf/,OASIS Common Security Advisory Framework; machine-readable security advisory standard,Verified,2026-07-12,No,Yes,No,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
oasis-open,OASIS Open,Standards_Body,2_Core,Global,https://www.oasis-open.org,"Open standards consortium responsible for SAML, OpenDocument, and emerging PQC-related identity and messaging standards.",Verified,2026-05-06,No,Yes,No,No,No,No,No,No,0,,None,none,Added 2026-05-06: orphaned ID found in library.,url_authoritative,,,,2026-05-06,active,,
oc-ccn,"OC-CCN (Organismo de Certificacion, Spain)",Government,1_Authoritative,EMEA,https://oc.ccn.cni.es/en/,"Spain national Common Criteria and EUCC certification body, operated within the Centro Criptologico Nacional.",Verified,2026-07-31,No,No,No,No,No,Yes,No,No,0,,None,none,"Added 2026-07-31 (WP-3.3, remediation plan) -- cross-links the compliance-landscape certification-body row added in the same batch (Phase 5 B1). URL and description sourced from the same real document fetched for that row.",url_needs_review,,,,2026-07-31,active,,
ocsi,"OCSI (Organismo di Certificazione della Sicurezza Informatica, Italy)",Government,1_Authoritative,EMEA,https://www.ocsi.gov.it/index.php/organismo/lo-schema.html,Italy national Common Criteria certification scheme (2004-2026); now operates only under the European EUCC system per its own 2026-02-27 transition notice.,Verified,2026-07-31,No,No,No,No,No,Yes,No,No,0,,None,none,"Added 2026-07-31 (WP-3.3, remediation plan) -- cross-links the compliance-landscape certification-body row added in the same batch (Phase 5 B1). URL and description sourced from the same real document fetched for that row.",url_authoritative,,,,2026-07-31,active,,
odpc-kenya,Office of Data Protection Commissioner (Kenya),Government,1_Authoritative,EMEA,https://www.odpc.go.ke/,"Office of the Data Protection Commissioner, Kenya; national data-protection regulation",Verified,2026-07-12,No,Yes,No,No,Yes,No,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
okta-inc,Okta Inc.,Vendor,3_Supporting,,https://okta.com,"Okta Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
oman-national-center-for-infor,Oman National Center for Information Security (NCIS),Government,3_Supporting,EMEA,https://cert.gov.om,Oman's central cybersecurity authority under the Supreme Defence Council,Verified,2026-07-28,,,,,,,,No,,,,,"Confirmed live (200 via curl). General-purpose national authority, no PQC-specific publication independently verified; fills a Middle East gap.",url_authoritative,,,,,active,,
omb,Office of Management and Budget,Government,1_Authoritative,Americas,https://www.whitehouse.gov/omb/,U.S. executive office; NSM-8 and NSM-10 mandating federal agency PQC migration,Verified,2026-03-28,No,No,No,No,Yes,Yes,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
onc,Office of the National Coordinator for Health IT (ONC),Government,1_Authoritative,North_America,https://www.healthit.gov/,"U.S. HHS sub-agency; issues Health IT Certification Program criteria (45 CFR 170.315) and Certification Companion Guides — distinct from the existing 'hhs' entry (HHS Office for Civil Rights, HIPAA enforcement)",Verified,2026-07-30,No,Yes,No,No,No,No,No,No,0,,None,none,Added 2026-07-30: found via complete-library-row on the 3 ONC-Health-IT-Certification-Criterion-170-315-d-7/8/9 rows.,url_authoritative,,,,2026-07-30,active,,
onespan-inc,OneSpan Inc.,Vendor,3_Supporting,,https://onespan.com,Authentication/digital-agreement security vendor; quantum-resistant Authentication Suite Server SDK.,Verified,2026-07-27,No,No,No,No,No,No,No,No,0,,None,none,Created 2026-07-27 alongside vendor-roadmaps registration.,url_needs_review,,,,,active,,
onti-argentina,"Oficina Nacional de Tecnologías de Información (ONTI, Argentina)",Government,1_Authoritative,Americas,https://www.argentina.gob.ar/jefatura/innovacion-publica,Argentina government cyber authority under the Secretaría de Innovación Pública. Sets baseline cryptographic standards for federal agencies. (AFIP is the tax authority; BCRA covers FS — both are separate from ONTI.),Verified,2026-05-16,No,No,No,No,No,Yes,No,No,0,,None,none,Added 2026-05-16 for geographic depth P1 #14.,url_authoritative,,,,2026-05-16,active,,
opa-project,OPA Project,Vendor,3_Supporting,,https://www.openpolicyagent.org,"OPA Project — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
open-information-security-foundation,Open Information Security Foundation,Vendor,3_Supporting,,https://oisf.net,"Open Information Security Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
open-security-research-inc,Open Security Research Inc.,Vendor,3_Supporting,,https://www.osr-tech.com/,"Open Security Research Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
openbao-lf-edge,OpenBao (LF Edge),Vendor,3_Supporting,,https://openbao.org,"OpenBao (LF Edge) — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
openbsd-foundation,OpenBSD Foundation,Vendor,3_Supporting,,https://openbsdfoundation.org,"OpenBSD Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
openid-foundation,OpenID Foundation,Standards_Body,2_Core,Global,https://openid.net/,Standards body for OpenID Connect and related identity protocols; evaluating post-quantum impacts on federated identity,Verified,2026-07-12,No,Yes,No,No,No,No,No,No,0,,None,none,,url_authoritative,,,,2026-07-09,active,,
openjdk,OpenJDK,Open_Source_Project,2_Core,,https://openjdk.org,"The open-source reference implementation of the Java Platform, Standard Edition; JEP process for JDK feature specs.",Verified,2026-07-27,No,No,No,No,No,No,Yes,No,0,,None,none,Created 2026-07-27 alongside VND-518 vendor registration and the JEP-527 migrate-catalog stub row.,url_needs_review,,,,,active,,
openjs-foundation,OpenJS Foundation,Vendor,3_Supporting,,https://openjsf.org,"OpenJS Foundation — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
openmls-project,OpenMLS Project,Vendor,3_Supporting,,https://openmls.tech,"OpenMLS Project — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
openpgpjs-project,OpenPGP.js Project,Vendor,3_Supporting,,https://openpgpjs.org,"OpenPGP.js Project — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
openqkd-project,OpenQKD Project,Vendor,3_Supporting,,https://openqkd.eu,"OpenQKD Project — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
openssf,OpenSSF,Standards_Body,3_Supporting,Global,https://openssf.org/,Open Source Security Foundation; SLSA supply chain security framework,Verified,2026-03-28,No,No,No,No,No,Yes,No,No,0,,None,none,,url_authoritative,,,,2026-05-06,active,,
openssh,OpenSSH Project,Open_Source_Project,2_Core,Global,https://openssh.com/,Reference SSH implementation maintained by the OpenBSD project. OpenSSH 9.0+ defaults to hybrid PQC key exchange (sntrup761x25519-sha512); 9.9 adds ML-KEM-768 hybrid (mlkem768x25519-sha256). Most widely deployed SSH implementation globally.,Verified,2026-03-28,No,No,No,No,No,No,Yes,No,0,,Partial,products,"OpenSSH in migrate catalog. openssh-pqc-2025-684.pdf, stebila paper, and OpenSSH PQC page on file.",url_needs_review,,,,2026-05-06,active,,
openssl-project,OpenSSL Project,Industry_Workgroup,2_Core,Global,https://www.openssl.org/,"OpenSSL 3.x PQC integration; OQS Provider for ML-KEM, ML-DSA, SLH-DSA support",Verified,2026-03-28,No,No,No,Yes,No,No,Yes,No,0,,None,none,,url_needs_review,,,,2026-05-06,active,,
opentext,OpenText,Vendor,3_Supporting,,https://www.opentext.com,"OpenText — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
openvpn-inc,OpenVPN Inc.,Vendor,3_Supporting,,https://openvpn.net,"OpenVPN Inc. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
openwrt-project,OpenWrt Project,Vendor,3_Supporting,,https://openwrt.org,"OpenWrt Project — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 0 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
opera-limited,Opera Limited,Vendor,3_Supporting,,https://www.opera.com,"Opera Limited — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
oqs-project,Open Quantum Safe Project,Academic,2_Core,Global,https://openquantumsafe.org/,Open-source PQC library development and testing,Verified,2025-12-15,No,Yes,Yes,No,No,No,Yes,No,4,2026-01-01,Active,library,,url_authoritative,,,,2026-05-06,active,,
oracle,Oracle Corporation,Industry_Workgroup,3_Supporting,Global,https://www.oracle.com/,Oracle Database 26ai PQC encryption; Oracle Key Vault; Java 24+ PQC APIs,Verified,2026-03-28,No,No,No,No,No,No,Yes,No,0,,None,none,,url_needs_review,,,,2026-05-06,active,,
orange-sa,Orange S.A.,Vendor,3_Supporting,,https://www.orange-business.com,"Orange S.A. — primary vendor website, sourced from the vendors catalog's existing verified record.",Verified,2026-07-07,No,No,No,No,No,No,Yes,No,0,,None,none,"Backfilled 2026-07-16 from pqc_authoritative_sources_reference_07162026.csv (pqc_authoritative_sources_reference) — trust_tier=3_Supporting assigned via Vendor's existing modal precedent in this registry, NOT independently researched; skim before treating as verified. Cited by 1 active migrate row(s), 1 active vendor row(s).",url_needs_review,,,,2026-07-16,active,,
osfi,Office of the Superintendent of Financial Institutions (Canada),Government,1_Authoritative,Americas,https://www.osfi-bsif.gc.ca/,"Canadian federal regulator for banks, insurers, and federally regulated pension plans. Guideline B-13 sets technology and cyber-risk-management expectations relevant to PQC migration.",Verified,2026-05-16,No,No,No,No,Yes,Yes,No,No,0,,None,none,Added 2026-05-16 to resolve compliance.OSFI-B13-PQC trusted_source_id orphan.,url_authoritative,,,,2026-05-16,active,,
